Title,Year,Liters Pure Alcohol Consumed,NumericValue,Min,Max
Denmark,2005,11.1 [9.4 - 12.8],11.12333333,9.40784631,12.80117767
Ukraine,2002,6.7 [5.4 - 8.0],6.697587013,5.444731097,7.986756155
Denmark,2003,11.4 [9.7 - 13.1],11.35333333,9.738479326,13.05685769
Norway,2020,6.9 [5.5 - 8.2],6.906666667,5.536153089,8.190750284
Bosnia and Herzegovina,2016,5.1 [3.9 - 6.3],5.092498808,3.865521565,6.274299561
Austria,2021,11.4 [9.6 - 13.0],11.36666667,9.647922336,12.96358277
Luxembourg,2013,11.6 [10.0 - 13.4],11.62333333,9.959390676,13.37302519
Montenegro,2011,9.6 [8.0 - 11.2],9.57553459,7.996832331,11.16865548
Iceland,2020,7.7 [6.3 - 9.1],7.683333333,6.335599412,9.117696722
Israel,2014,2.6 [1.7 - 3.4],2.554488255,1.729344206,3.353844233
Bulgaria,2018,10.9 [9.2 - 12.6],10.85548243,9.205905296,12.56468303
Germany,2017,11.2 [9.5 - 12.7],11.15,9.481905865,12.73918287
Bulgaria,2019,10.7 [9.1 - 12.4],10.73367821,9.103415411,12.38747472
Lithuania,2018,10.7 [9.1 - 12.4],10.68,9.091404947,12.36878651
Azerbaijan,2022,1.2 [0.7 - 1.8],1.246666667,0.729284525,1.796606768
Montenegro,2014,8.7 [7.1 - 10.2],8.662230978,7.077629575,10.15691947
Malta,2017,7.9 [6.6 - 9.3],7.878750903,6.592191367,9.313135206
Czechia,2002,13.8 [11.9 - 15.7],13.82333333,11.93584719,15.7296835
Cyprus,2005,6.4 [5.0 - 7.7],6.41247657,5.039954512,7.703309105
Bosnia and Herzegovina,2018,5.3 [4.2 - 6.4],5.261952203,4.150199365,6.38779669
France,2021,10.6 [9.0 - 12.3],10.57,9.020705933,12.26260095
Greece,2011,7.6 [6.2 - 9.0],7.62495425,6.20179328,8.991321818
Hungary,2000,12.9 [11.2 - 14.8],12.89666667,11.19480197,14.80894438
Poland,2006,9.7 [8.2 - 11.3],9.713333333,8.185629664,11.25445597
Türkiye,2010,1.5 [0.9 - 2.1],1.536666667,0.917729322,2.147022978
Czechia,2018,13.1 [11.3 - 14.8],13.06666667,11.32250863,14.84381592
Austria,2019,11.5 [9.8 - 13.2],11.45333333,9.771255399,13.24162641
Romania,2007,11.1 [9.4 - 12.9],11.12666667,9.407550009,12.87455966
Romania,2019,10.8 [9.2 - 12.4],10.76666667,9.187744659,12.41156386
Austria,2014,11.7 [10.0 - 13.4],11.71,9.961804698,13.43561068
Croatia,2008,11.1 [9.6 - 12.9],11.14027342,9.55761941,12.86126528
Hungary,2011,11.0 [9.4 - 12.6],11.04333333,9.389360465,12.62470506
Hungary,2015,11.1 [9.4 - 12.7],11.05666667,9.432181674,12.65434818
Ireland,2013,11.0 [9.3 - 12.6],10.98,9.294064382,12.57896947
Bulgaria,2015,10.3 [8.7 - 11.9],10.29851402,8.721313633,11.86195447
Cyprus,2011,5.9 [4.6 - 7.2],5.89701335,4.644205689,7.214510126
Tajikistan,2015,0.9 [0.4 - 1.4],0.892622688,0.448282406,1.375101389
Romania,2021,11.2 [9.5 - 12.9],11.16333333,9.466199043,12.90599691
Greece,2019,6.3 [5.0 - 7.5],6.316301689,5.005747309,7.488783492
Bulgaria,2009,10.3 [8.6 - 11.8],10.25451629,8.592793886,11.78143076
Uzbekistan,2014,2.3 [1.6 - 3.2],2.343333333,1.596568014,3.177242568
Portugal,2021,10.4 [8.8 - 12.0],10.39196854,8.77169469,12.02868286
Belarus,2010,13.9 [12.1 - 15.7],13.87666667,12.05558175,15.71758697
Belgium,2013,10.3 [8.7 - 11.9],10.33,8.719573655,11.93433466
Germany,2016,11.2 [9.4 - 12.7],11.15,9.415588393,12.742839
Czechia,2013,12.8 [11.1 - 14.6],12.79,11.05935144,14.57505441
Romania,2022,11.2 [9.5 - 12.9],11.16333333,9.466199043,12.90599691
Azerbaijan,2006,0.5 [0.2 - 0.8],0.479099396,0.157860163,0.840153406
Azerbaijan,2014,0.5 [0.2 - 0.8],0.46,0.162360912,0.803015868
Türkiye,2003,1.4 [0.9 - 2.0],1.446387658,0.865076938,2.000524225
United Kingdom of Great Britain and Northern Ireland,2015,9.6 [8.1 - 11.3],9.63,8.111330552,11.25062761
Czechia,2001,13.8 [12.0 - 15.7],13.83,11.98483526,15.68232733
Kazakhstan,2022,4.5 [3.4 - 5.5],4.503333333,3.429405631,5.500513318
Poland,2021,10.8 [9.1 - 12.3],10.75666667,9.061916085,12.32583189
Malta,2000,6.4 [5.2 - 7.7],6.415153606,5.163633499,7.731148511
Belgium,2021,8.1 [6.6 - 9.5],8.090245698,6.604014293,9.53921465
Poland,2020,10.9 [9.4 - 12.6],10.92333333,9.401787494,12.59348715
Iceland,2009,7.1 [5.7 - 8.5],7.093333333,5.722846601,8.456676517
Cyprus,2010,6.0 [4.7 - 7.2],5.978874668,4.693778496,7.235698347
Austria,2006,12.4 [10.6 - 14.2],12.42666667,10.64294088,14.19647838
Ireland,2000,14.3 [12.4 - 16.2],14.3,12.38008071,16.18822737
Belarus,2016,9.5 [8.0 - 11.0],9.506666667,8.005891244,11.02702264
Kyrgyzstan,2015,5.8 [4.5 - 6.9],5.753333333,4.538568649,6.921703134
North Macedonia,2003,3.9 [2.9 - 4.9],3.919153082,2.899844212,4.948766057
Czechia,2011,12.8 [11.0 - 14.7],12.75666667,11.01178822,14.65445553
Poland,2015,10.5 [8.8 - 12.1],10.46,8.806076261,12.07762974
Belgium,2001,11.5 [9.7 - 13.3],11.49468642,9.661364965,13.28778444
United Kingdom of Great Britain and Northern Ireland,2022,10.1 [8.5 - 11.7],10.10666667,8.521133554,11.69854905
Czechia,2007,13.7 [11.7 - 15.6],13.7,11.70239108,15.59711645
Tajikistan,2021,0.7 [0.3 - 1.1],0.72237897,0.311562072,1.137910001
Albania,2002,4.1 [3.1 - 5.1],4.105752242,3.129902182,5.085363238
Germany,2005,11.8 [10.0 - 13.5],11.78,10.04821006,13.49484125
Norway,2006,6.5 [5.2 - 7.8],6.48,5.174598784,7.774011937
Ukraine,2001,6.8 [5.4 - 8.1],6.795881072,5.417918582,8.119414607
Kyrgyzstan,2006,6.2 [4.9 - 7.2],6.166666667,4.916082654,7.243348255
Slovenia,2015,11.0 [9.3 - 12.7],10.96666667,9.326196864,12.66069373
Denmark,2002,11.5 [9.9 - 13.2],11.45666667,9.864691631,13.16945901
Lithuania,2014,14.2 [12.5 - 16.3],14.21666667,12.46361476,16.27040479
Luxembourg,2016,11.5 [9.6 - 13.2],11.45833333,9.608623406,13.1630338
Italy,2019,7.8 [6.4 - 9.2],7.816666667,6.392188962,9.186278672
Andorra,2022,10.4 [8.8 - 12.0],10.42666667,8.773444549,12.04643769
Iceland,2006,7.3 [5.8 - 8.7],7.25,5.82537153,8.659323482
Poland,2003,8.8 [7.2 - 10.2],8.756666667,7.174194625,10.24853113
Tajikistan,2005,0.7 [0.3 - 1.2],0.749190133,0.344100928,1.170231954
Israel,2006,2.3 [1.5 - 3.0],2.30071248,1.548675485,3.048588522
Albania,2003,4.2 [3.1 - 5.1],4.165682049,3.119478794,5.116455463
Israel,2009,2.6 [1.8 - 3.3],2.555085238,1.790624967,3.349469783
Russian Federation,2013,9.7 [8.1 - 11.3],9.73,8.123446114,11.27714601
Slovenia,2014,10.7 [9.1 - 12.3],10.66666667,9.144470766,12.29978131
Switzerland,2018,8.7 [7.2 - 10.3],8.653333333,7.167178678,10.28067439
Estonia,2019,11.3 [9.6 - 12.9],11.25666667,9.572373737,12.91477462
Iceland,2013,6.9 [5.5 - 8.1],6.866666667,5.479869546,8.140938865
Portugal,2006,11.8 [10.1 - 13.5],11.77666667,10.14931087,13.48630626
Slovenia,2010,10.5 [8.7 - 12.1],10.53333333,8.728382776,12.10333378
Finland,2001,9.0 [7.6 - 10.4],9.023333333,7.551498503,10.41580175
Azerbaijan,2011,0.7 [0.3 - 1.1],0.696666667,0.295569134,1.121055882
Hungary,2014,10.9 [9.2 - 12.5],10.86,9.172251562,12.46482454
Portugal,2016,10.2 [8.6 - 11.8],10.15499166,8.645375068,11.76455723
Lithuania,2017,11.3 [9.5 - 13.0],11.25,9.499448742,12.98566977
Denmark,2010,10.2 [8.6 - 11.8],10.20666667,8.628896207,11.80952307
Norway,2015,6.0 [4.9 - 7.2],6.02,4.852971731,7.220664497
Albania,2007,5.0 [3.9 - 6.1],4.997283633,3.871132608,6.13427271
Slovakia,2007,10.8 [9.1 - 12.4],10.76333333,9.140107645,12.38149402
Uzbekistan,2021,1.9 [1.2 - 2.6],1.94158899,1.245452625,2.609013183
Slovenia,2002,11.0 [9.3 - 12.6],11.00333333,9.301845584,12.59717622
Austria,2000,12.6 [10.8 - 14.5],12.62666667,10.75439188,14.52681144
Kyrgyzstan,2009,5.9 [4.7 - 7.1],5.873333333,4.683298276,7.056515649
Andorra,2006,12.3 [10.5 - 14.0],12.28333333,10.45086091,13.98526711
Finland,2013,9.0 [7.5 - 10.5],9.033333333,7.520149755,10.53452779
Germany,2022,10.5 [8.9 - 12.0],10.52666667,8.890701748,12.02496841
France,2011,12.3 [10.6 - 14.0],12.31333333,10.55092472,13.9771092199999
France,2014,11.8 [10.0 - 13.5],11.82666667,10.00027042,13.52704325
Lithuania,2012,14.9 [13.1 - 16.9],14.9,13.05694052,16.85429325
Kyrgyzstan,2016,5.3 [4.2 - 6.5],5.323333333,4.160658895,6.452963269
Andorra,2018,11.1 [9.4 - 12.8],11.11333333,9.408405505,12.75157973
Portugal,2002,12.5 [10.6 - 14.1],12.45,10.57935192,14.13468939
Greece,2013,7.4 [6.1 - 8.7],7.413951941,6.085756206,8.734643037
Croatia,2001,10.9 [9.2 - 12.7],10.94916198,9.195008126,12.65368013
Bosnia and Herzegovina,2019,5.1 [4.0 - 6.1],5.082874861,4.001581206,6.101017212
Switzerland,2009,9.8 [8.3 - 11.4],9.78,8.345279117,11.39709596
Denmark,2008,10.5 [8.8 - 12.2],10.52666667,8.829133993,12.20583352
Andorra,2013,10.1 [8.5 - 11.7],10.14333333,8.471263942,11.66505229
Slovenia,2012,10.4 [8.8 - 12.0],10.4,8.79792515,11.95253459
North Macedonia,2020,4.7 [3.8 - 5.9],4.74126477,3.761099024,5.877455728
Italy,2003,9.2 [7.7 - 10.8],9.173333333,7.680795801,10.78112416
Bulgaria,2022,10.8 [9.2 - 12.4],10.7971544,9.179176638,12.42873978
France,2019,11.1 [9.5 - 12.8],11.13,9.474486301,12.78713142
Montenegro,2020,7.6 [6.1 - 9.0],7.617320064,6.136475011,8.976859566
Cyprus,2001,6.8 [5.5 - 8.0],6.758283854,5.453927807,8.007000944
Norway,2004,6.2 [5.0 - 7.4],6.21,4.99759633,7.399896272
Denmark,2007,10.8 [9.1 - 12.6],10.82333333,9.083872479,12.62851556
Slovakia,2010,10.4 [8.7 - 12.0],10.37333333,8.722823897,12.04832226
Republic of Moldova,2019,9.1 [7.6 - 10.5],9.053914402,7.56727776,10.54205134
Greece,2010,7.9 [6.6 - 9.3],7.927726089,6.552722853,9.304555553
Austria,2011,12.1 [10.3 - 13.8],12.10666667,10.30189041,13.81734687
Uzbekistan,2000,1.4 [0.8 - 1.9],1.353299,0.779573258,1.941021566
Switzerland,2011,9.5 [8.0 - 11.1],9.526666667,8.00567463,11.11074624
Latvia,2004,9.0 [7.4 - 10.4],8.986666667,7.447765571,10.41298941
Malta,2014,7.3 [6.0 - 8.7],7.2551626,5.981259942,8.688920627
Croatia,2004,11.0 [9.4 - 12.5],10.98450433,9.43780729,12.53212591
Greece,2005,8.2 [6.8 - 9.7],8.218930101,6.840498831,9.657737075
Italy,2014,7.4 [6.0 - 8.7],7.353333333,5.972537685,8.704166992
United Kingdom of Great Britain and Northern Ireland,2001,11.2 [9.4 - 12.9],11.17666667,9.429241153,12.85151038
Malta,2021,5.8 [4.6 - 7.0],5.802026643,4.596811321,7.00407135
Malta,2019,6.8 [5.6 - 8.2],6.845155411,5.612657527,8.151094226
Netherlands (Kingdom of the),2009,9.2 [7.6 - 10.8],9.23,7.586192744,10.77257341
Bosnia and Herzegovina,2015,4.8 [3.7 - 6.0],4.836177874,3.67056436,6.029029796
Tajikistan,2012,0.7 [0.3 - 1.2],0.739079093,0.323518143,1.177842971
Kazakhstan,2019,4.0 [3.0 - 5.0],3.97,2.977163433,4.958233427
Uzbekistan,2007,1.7 [1.0 - 2.4],1.710279443,1.03562485,2.37150175
Switzerland,2003,10.3 [8.7 - 12.0],10.32666667,8.652086735,11.98249688
Albania,2015,4.2 [3.2 - 5.2],4.205951254,3.192573521,5.218405136
Bosnia and Herzegovina,2002,3.6 [2.6 - 4.5],3.57851701,2.593816324,4.512489616
Austria,2017,11.4 [9.6 - 13.2],11.41,9.628688127,13.18562803
Italy,2008,6.8 [5.5 - 8.1],6.81,5.524353668,8.114965004
Austria,2020,11.4 [9.8 - 13.0],11.41,9.772017453,13.02367587
Ukraine,2017,5.5 [4.3 - 6.6],5.5,4.283687329,6.556164576
Slovakia,2015,10.2 [8.5 - 11.9],10.15333333,8.463820279,11.86563751
Estonia,2004,14.6 [12.7 - 16.4],14.58,12.68661065,16.38402289
Latvia,2013,10.4 [8.8 - 12.1],10.41,8.777827296,12.07216763
Netherlands (Kingdom of the),2013,8.7 [7.3 - 10.1],8.673333333,7.252270381,10.09793211
Kazakhstan,2009,3.5 [2.5 - 4.4],3.466666667,2.52515117,4.398570013
Georgia,2015,7.4 [6.0 - 8.8],7.386898765,6.024958352,8.809534156
Republic of Moldova,2002,6.8 [5.4 - 8.0],6.783009963,5.440774825,8.023648824
Netherlands (Kingdom of the),2006,9.5 [7.9 - 11.1],9.496666667,7.898339177,11.0527219
Slovenia,2003,10.5 [8.8 - 12.0],10.47333333,8.762683012,12.03558775
Russian Federation,2009,11.2 [9.6 - 12.9],11.19333333,9.564099467,12.94954838
Uzbekistan,2011,1.8 [1.1 - 2.5],1.803333333,1.109431367,2.458418313
Hungary,2008,11.9 [10.2 - 13.7],11.91333333,10.22778293,13.68882679
Norway,2008,6.7 [5.4 - 8.0],6.676666667,5.410175736,8.024404323
Montenegro,2008,10.4 [8.7 - 12.1],10.44183347,8.703801449,12.13910385
Bosnia and Herzegovina,2006,4.4 [3.4 - 5.5],4.397682767,3.367573292,5.533885448
Czechia,2003,13.7 [11.8 - 15.7],13.74,11.83633135,15.73962882
Netherlands (Kingdom of the),2003,9.6 [8.0 - 11.1],9.6,7.991078592,11.11710883
Turkmenistan,2021,2.9 [2.0 - 3.7],2.86136225,2.024677327,3.741852341
Lithuania,2022,11.4 [9.7 - 13.1],11.38333333,9.721134532,13.06482804
Spain,2005,11.7 [10.0 - 13.4],11.7,9.95802178,13.44959401
Austria,2015,11.6 [10.0 - 13.3],11.55333333,9.986307106,13.25261535
Romania,2010,10.2 [8.7 - 11.9],10.20333333,8.740308758,11.8907486
Russian Federation,2007,11.8 [10.0 - 13.6],11.77,10.00166688,13.60333556
Türkiye,2018,1.4 [0.8 - 2.0],1.406666667,0.814312111,2.013715966
Kyrgyzstan,2019,4.0 [3.0 - 5.0],4.02,2.952749592,4.998747764
United Kingdom of Great Britain and Northern Ireland,2005,11.3 [9.6 - 13.0],11.29666667,9.559120501,12.99079148
Hungary,2007,12.5 [10.7 - 14.3],12.49,10.69813256,14.27739526
France,2018,11.6 [9.8 - 13.3],11.56333333,9.815590606,13.2771173
Ireland,2015,10.9 [9.2 - 12.5],10.91,9.186478171,12.53337956
Azerbaijan,2012,0.5 [0.2 - 0.9],0.543333333,0.188556134,0.912616806
Republic of Moldova,2006,8.3 [6.9 - 9.7],8.266514952,6.882065154,9.701203824
Russian Federation,2022,7.3 [6.0 - 8.6],7.32,6.019809161,8.625571574
Estonia,2005,16.7 [14.5 - 18.8],16.65666667,14.52568197,18.8193338
United Kingdom of Great Britain and Northern Ireland,2020,10.0 [8.3 - 11.6],10.02333333,8.32163682,11.61554534
North Macedonia,2002,3.9 [2.9 - 5.0],3.917019029,2.873785635,5.000648172
Croatia,2016,10.0 [8.4 - 11.8],10.00274294,8.434182599,11.75233666
Iceland,2012,6.8 [5.5 - 8.2],6.813333333,5.49518156,8.201868964
Armenia,2018,4.2 [3.2 - 5.2],4.218731873,3.212091106,5.227671901
Kazakhstan,2010,3.5 [2.5 - 4.4],3.46,2.508915027,4.383849462
Romania,2012,9.6 [8.0 - 11.3],9.646666667,8.034629201,11.2542631
Ireland,2012,11.3 [9.5 - 13.0],11.26,9.506566308,12.99608931
Croatia,2002,11.0 [9.3 - 12.8],11.02754527,9.295564475,12.80477793
Iceland,2002,6.5 [5.2 - 7.7],6.45,5.169445014,7.74584932
Israel,2007,2.4 [1.6 - 3.2],2.35560393,1.649820482,3.170732154
Italy,2021,7.9 [6.5 - 9.4],7.91,6.491534628,9.361175063
Türkiye,2016,1.4 [0.8 - 1.9],1.376666667,0.790793958,1.940295808
Iceland,2016,7.6 [6.2 - 9.1],7.623333333,6.245546574,9.063138939
Kazakhstan,2013,3.7 [2.7 - 4.7],3.67,2.708679365,4.654858381
Türkiye,2017,1.4 [0.8 - 2.0],1.41,0.822949485,2.003587708
Iceland,2007,7.3 [6.0 - 8.6],7.326666667,5.975807724,8.626159651
Portugal,2013,9.8 [8.2 - 11.5],9.83,8.226345397,11.48601755
Kazakhstan,2000,2.9 [2.1 - 3.8],2.938017509,2.115535361,3.807009867
United Kingdom of Great Britain and Northern Ireland,2016,9.8 [8.1 - 11.4],9.773333333,8.130919531,11.38062803
Estonia,2014,17.3 [15.1 - 19.4],17.25333333,15.07781818,19.40196683
Czechia,2014,12.8 [11.0 - 14.6],12.77666667,11.03653454,14.64120718
Albania,2021,4.4 [3.3 - 5.5],4.356262444,3.304244556,5.45177908
France,2006,13.0 [11.1 - 14.7],12.95666667,11.09406095,14.6772408
Montenegro,2010,9.6 [8.0 - 11.2],9.595693982,8.005930742,11.17205458
Iceland,2010,7.0 [5.6 - 8.3],6.96,5.632327399,8.348747243
Serbia,2001,8.8 [7.4 - 10.3],8.809469915,7.364772376,10.25747668
Turkmenistan,2006,2.9 [2.0 - 3.8],2.913576075,1.992877288,3.817046912
Uzbekistan,2005,1.6 [1.0 - 2.2],1.606865661,0.989499795,2.210376904
Italy,2006,7.3 [6.0 - 8.6],7.283333333,6.040567794,8.647060158
Belarus,2020,10.6 [9.0 - 12.4],10.61666667,8.961948144,12.4124634
Norway,2014,6.1 [4.8 - 7.3],6.08,4.796996858,7.289192934
Cyprus,2021,4.7 [3.6 - 5.7],4.675140199,3.638455435,5.71060324
Poland,2018,10.7 [9.2 - 12.3],10.74,9.220591768,12.31986518
Republic of Moldova,2009,6.6 [5.4 - 7.9],6.624374914,5.354409191,7.945545896
Cyprus,2022,4.7 [3.6 - 5.7],4.675140199,3.638455435,5.71060324
Germany,2002,12.2 [10.5 - 14.0],12.23,10.51365747,14.04218235
Sweden,2011,7.3 [6.0 - 8.7],7.306666667,5.967240259,8.736866296
Switzerland,2002,10.5 [8.8 - 12.1],10.49666667,8.82380594,12.07426385
Türkiye,2013,1.5 [0.9 - 2.1],1.493333333,0.887798691,2.138153197
Bosnia and Herzegovina,2008,4.6 [3.6 - 5.7],4.630470054,3.573782697,5.745845305
Georgia,2016,7.2 [5.9 - 8.5],7.180439723,5.867946433,8.450478866
Slovakia,2000,10.9 [9.2 - 12.5],10.87,9.165694707,12.46219801
Georgia,2012,7.5 [6.0 - 8.8],7.462196014,6.001642906,8.775957307
Austria,2018,11.5 [9.7 - 13.3],11.49333333,9.7483772,13.28908294
Portugal,2001,12.6 [10.9 - 14.4],12.63,10.86237471,14.38730826
Cyprus,2015,5.4 [4.3 - 6.6],5.39577049,4.334771335,6.647388216
France,2012,12.1 [10.4 - 13.8],12.08333333,10.40361958,13.84280143
Spain,2009,9.7 [8.0 - 11.3],9.723333333,7.95970402,11.26464928
Belgium,2019,8.9 [7.5 - 10.5],8.93,7.460324217,10.47320073
Croatia,2014,10.2 [8.6 - 11.8],10.19499574,8.619017177,11.80304657
North Macedonia,2005,3.9 [2.9 - 4.8],3.905063387,2.908021224,4.836831975
Switzerland,2015,9.0 [7.5 - 10.5],8.986666667,7.451816321,10.50519784
Italy,2022,7.9 [6.5 - 9.4],7.91,6.491534628,9.361175063
Bulgaria,2000,9.2 [7.7 - 10.6],9.17409352,7.725028538,10.57675277
Kyrgyzstan,2022,3.5 [2.6 - 4.4],3.503333333,2.55381619,4.376954876
Bulgaria,2008,10.3 [8.5 - 11.9],10.30473104,8.528314866,11.93905906
Turkmenistan,2019,2.8 [1.9 - 3.6],2.781004173,1.907283979,3.6113309
Italy,2002,9.4 [7.9 - 10.9],9.406666667,7.943268924,10.90354063
North Macedonia,2010,3.7 [2.7 - 4.7],3.703553738,2.669618059,4.700908643
Croatia,2021,10.2 [8.6 - 11.8],10.22497286,8.620554777,11.8458666
Malta,2012,7.0 [5.7 - 8.3],7.005438834,5.689997574,8.312156902
Portugal,2004,12.2 [10.3 - 13.9],12.15333333,10.3394449,13.91531435
Bulgaria,2001,9.2 [7.7 - 10.6],9.17409352,7.725028538,10.57675277
Croatia,2013,10.3 [8.8 - 12.0],10.34431574,8.79026148,12.04635307
Azerbaijan,2016,0.5 [0.2 - 0.8],0.45,0.151628397,0.783248261
Ireland,2018,10.9 [9.3 - 12.7],10.93666667,9.267395084,12.65701471
Uzbekistan,2013,2.1 [1.4 - 2.9],2.13,1.409942233,2.893111531
Tajikistan,2009,0.7 [0.3 - 1.1],0.677887263,0.260661058,1.081598652
Serbia,2021,7.8 [6.4 - 9.3],7.824432176,6.391292292,9.307944806
Sweden,2020,7.4 [6.1 - 8.8],7.4,6.092728596,8.767327392
Malta,2018,7.8 [6.4 - 9.2],7.770356554,6.392161877,9.17077456
Serbia,2003,9.2 [7.6 - 10.7],9.172281775,7.619313868,10.73336956
Armenia,2022,3.5 [2.5 - 4.5],3.479019551,2.510877879,4.450799311
Serbia,2011,9.2 [7.7 - 10.8],9.201536722,7.720587724,10.79916665
Iceland,2018,7.6 [6.3 - 9.1],7.626666667,6.274268337,9.148671522
Denmark,2011,9.9 [8.3 - 11.5],9.916666667,8.335770055,11.53785029
United Kingdom of Great Britain and Northern Ireland,2008,10.6 [8.9 - 12.2],10.63,8.885840187,12.19248065
Czechia,2006,13.7 [11.9 - 15.6],13.70666667,11.93325951,15.61685267
Belarus,2006,12.2 [10.4 - 13.8],12.15,10.35610037,13.84438213
Greece,2015,6.9 [5.6 - 8.2],6.873229234,5.565289944,8.179433096
Denmark,2015,9.5 [8.0 - 11.0],9.45,8.001065704,11.0329948
Netherlands (Kingdom of the),2011,9.0 [7.6 - 10.6],9.046666667,7.565681876,10.61817887
Latvia,2014,10.6 [8.9 - 12.3],10.61,8.926410617,12.33001188
United Kingdom of Great Britain and Northern Ireland,2006,11.1 [9.5 - 12.7],11.14,9.471137062,12.73327656
Belarus,2008,13.7 [11.7 - 15.4],13.72,11.74316907,15.41687159
Andorra,2001,12.7 [10.8 - 14.4],12.67833333,10.83112086,14.40029399
Kazakhstan,2004,3.3 [2.5 - 4.2],3.337171445,2.473913667,4.206230731
Croatia,2003,11.0 [9.3 - 12.8],10.99794624,9.283440606,12.81687734
Sweden,2013,7.3 [5.9 - 8.7],7.25,5.878153951,8.660491924
Iceland,2001,6.3 [5.1 - 7.5],6.326666667,5.054275505,7.522021375
North Macedonia,2012,3.7 [2.8 - 4.7],3.712339383,2.842304126,4.726489045
Bosnia and Herzegovina,2013,4.7 [3.6 - 5.8],4.657892564,3.606189587,5.849248523
Estonia,2013,17.3 [15.1 - 19.4],17.33333333,15.06324596,19.41029466
Belarus,2000,11.8 [10.2 - 13.6],11.81666667,10.24006135,13.61152955
Malta,2004,5.1 [3.9 - 6.2],5.065572743,3.89915922,6.207586765
Serbia,2017,8.1 [6.7 - 9.5],8.051917549,6.707019439,9.478764166
Estonia,2002,11.3 [9.6 - 12.9],11.3,9.631239119,12.87405294
Uzbekistan,2017,2.6 [1.8 - 3.3],2.556666667,1.768174983,3.31677502
Ukraine,2003,6.4 [5.1 - 7.7],6.410783145,5.14180497,7.650318195
Portugal,2003,12.3 [10.5 - 14.0],12.32666667,10.53521537,14.03725274
North Macedonia,2009,3.8 [2.8 - 4.8],3.805815286,2.815602618,4.785624402
Slovenia,2009,10.7 [9.0 - 12.2],10.66666667,8.953572929,12.23238413
Lithuania,2011,13.9 [12.1 - 15.9],13.92,12.05435882,15.90548056
Türkiye,2019,1.4 [0.8 - 2.0],1.386666667,0.815639672,1.959535034
Netherlands (Kingdom of the),2021,8.1 [6.7 - 9.5],8.083333333,6.703670245,9.467346849
Estonia,2007,17.4 [15.3 - 19.5],17.44333333,15.25017838,19.47667758
Finland,2004,9.7 [8.2 - 11.2],9.72,8.170850977,11.21765797
Bosnia and Herzegovina,2001,3.5 [2.5 - 4.4],3.492754924,2.482025345,4.392053014
Tajikistan,2008,0.7 [0.3 - 1.1],0.687703687,0.284015535,1.147312842
Belarus,2001,11.8 [10.2 - 13.6],11.81666667,10.24006135,13.61152955
Portugal,2011,10.6 [9.0 - 12.2],10.62,8.960617054,12.20604196
Turkmenistan,2005,3.0 [2.1 - 3.8],2.966325391,2.08276416,3.754376064
Serbia,2018,8.1 [6.8 - 9.5],8.119283256,6.76652868,9.515131426
Montenegro,2009,10.1 [8.5 - 11.7],10.07796675,8.456200603,11.68573072
Spain,2002,11.2 [9.4 - 12.9],11.16666667,9.446520297,12.8597057
Denmark,2021,9.5 [8.0 - 11.2],9.526666667,7.97443822,11.18469419
Luxembourg,2009,11.9 [10.0 - 13.6],11.88166667,9.957917239,13.62897703
Uzbekistan,2019,2.3 [1.5 - 3.1],2.326666667,1.54628196,3.102985524
Russian Federation,2016,7.6 [6.3 - 8.9],7.646666667,6.304671891,8.939287585
Italy,2017,7.6 [6.3 - 8.9],7.566666667,6.265674283,8.86122213
Russian Federation,2002,10.6 [8.9 - 12.1],10.60666667,8.875126208,12.14872568
Cyprus,2019,5.3 [4.1 - 6.5],5.332829382,4.142306048,6.491907437
Italy,2013,7.5 [6.0 - 8.8],7.463333333,6.028518839,8.785059021
Israel,2005,2.2 [1.6 - 3.0],2.23852621,1.561264009,3.020568531
Switzerland,2013,9.3 [7.6 - 10.9],9.26,7.649033446,10.87487899
Bosnia and Herzegovina,2020,5.0 [3.9 - 6.1],5.049934626,3.918472277,6.11759651
Albania,2006,4.8 [3.6 - 5.9],4.796442134,3.612295025,5.881701366
Turkmenistan,2022,2.9 [2.0 - 3.7],2.86136225,2.024677327,3.741852341
Serbia,2015,8.0 [6.6 - 9.4],7.999698868,6.597591792,9.422798922
Georgia,2002,4.6 [3.5 - 5.6],4.603994663,3.549715563,5.636189087
Greece,2012,7.6 [6.1 - 8.8],7.554490207,6.10460887,8.82079147
Italy,2009,6.7 [5.4 - 8.0],6.73,5.404970359,7.952306631
Greece,2001,8.3 [6.9 - 9.7],8.268550639,6.852623345,9.717793734
Türkiye,2009,1.5 [0.9 - 2.1],1.506666667,0.922154954,2.149757843
Ireland,2009,11.7 [10.1 - 13.5],11.70333333,10.14577202,13.52116215
Luxembourg,2022,10.5 [8.9 - 12.2],10.54833333,8.863971948,12.24134624
Belgium,2014,10.4 [8.9 - 11.9],10.42,8.903834105,11.86703346
Czechia,2020,12.9 [11.2 - 14.8],12.94666667,11.22292944,14.78130707
Cyprus,2003,6.8 [5.5 - 8.1],6.798506422,5.511896117,8.111129952
Netherlands (Kingdom of the),2010,9.1 [7.5 - 10.7],9.066666667,7.52662437,10.69087291
Croatia,2012,10.7 [9.1 - 12.3],10.65449637,9.072169441,12.26414381
Switzerland,2005,9.9 [8.3 - 11.4],9.893333333,8.347375266,11.39694827
Georgia,2011,7.4 [6.0 - 8.8],7.389798836,6.039365924,8.793000885
