location,age,year,percent_of_prevalence,pre_upper_bound,pre_lower_bound,consumption_in_liters
Denmark,20-24 years,2018,0.043694649,0.066594102,0.027648207,9.216666667
Denmark,25-29 years,2018,0.052026657,0.068048222,0.040266695,9.216666667
Denmark,30-34 years,2018,0.051719759,0.065780908,0.037699827,9.216666667
Denmark,35-39 years,2018,0.04650036,0.056411193,0.038638884,9.216666667
Denmark,40-44 years,2018,0.042543041,0.050704768,0.035346606,9.216666667
Denmark,15-19 years,2019,0.016163434,0.024900366,0.009833164,9.233333333
Denmark,20-24 years,2019,0.043074746,0.064825429,0.027323708,9.233333333
Denmark,25-29 years,2019,0.052226555,0.067811554,0.040594387,9.233333333
Denmark,30-34 years,2019,0.052364202,0.067253408,0.038264568,9.233333333
Denmark,35-39 years,2019,0.046018395,0.055421441,0.037394642,9.233333333
Denmark,40-44 years,2019,0.040958256,0.049729514,0.033759823,9.233333333
Denmark,15-19 years,2020,0.016023286,0.024759114,0.009597357,9.456666667
Denmark,20-24 years,2020,0.042765572,0.064144491,0.027291019,9.456666667
Denmark,25-29 years,2020,0.05233764,0.068281177,0.039865028,9.456666667
Denmark,30-34 years,2020,0.052782116,0.068629611,0.038138202,9.456666667
Denmark,35-39 years,2020,0.045600206,0.056224089,0.035726261,9.456666667
Denmark,40-44 years,2020,0.039479064,0.049332862,0.031833048,9.456666667
Denmark,15-19 years,2021,0.016057888,0.024554322,0.009253836,9.526666667
Denmark,20-24 years,2021,0.042952218,0.06422682,0.027535285,9.526666667
Denmark,25-29 years,2021,0.052716316,0.068883637,0.040486686,9.526666667
Denmark,30-34 years,2021,0.053156818,0.069712745,0.03780358,9.526666667
Denmark,35-39 years,2021,0.045035394,0.055482657,0.035537223,9.526666667
Denmark,40-44 years,2021,0.0377735,0.046529009,0.030582234,9.526666667
Denmark,15-19 years,2022,0.016051752,0.02450173,0.00970479,9.526666667
Denmark,20-24 years,2022,0.043070224,0.06440983,0.027307867,9.526666667
Denmark,25-29 years,2022,0.052990261,0.070119074,0.039436449,9.526666667
Denmark,30-34 years,2022,0.05326755,0.073561347,0.036698832,9.526666667
Denmark,35-39 years,2022,0.044685877,0.05821466,0.032900618,9.526666667
Denmark,40-44 years,2022,0.036681179,0.046576009,0.028257651,9.526666667
Denmark,15-19 years,2023,0.016011687,0.024983638,0.009413119,
Denmark,20-24 years,2023,0.042757755,0.06439987,0.027786167,
Denmark,25-29 years,2023,0.052300771,0.06945585,0.039333584,
Denmark,30-34 years,2023,0.052855269,0.070525176,0.038640523,
Denmark,35-39 years,2023,0.046198328,0.058075485,0.035451224,
Denmark,40-44 years,2023,0.039918423,0.051318308,0.030211163,
Estonia,15-19 years,2005,0.009435952,0.012723037,0.006338125,16.65666667
Estonia,20-24 years,2005,0.023645467,0.030981385,0.016842537,16.65666667
Estonia,25-29 years,2005,0.027102705,0.033314631,0.021147988,16.65666667
Estonia,30-34 years,2005,0.028942718,0.034526187,0.02313521,16.65666667
Estonia,35-39 years,2005,0.03400154,0.039418878,0.027697938,16.65666667
Estonia,40-44 years,2005,0.043041069,0.049767544,0.036328194,16.65666667
Estonia,15-19 years,2006,0.009311268,0.012557666,0.006301224,17.30666667
Estonia,20-24 years,2006,0.023285551,0.030422829,0.016885475,17.30666667
Estonia,25-29 years,2006,0.026786225,0.032721461,0.021164363,17.30666667
Estonia,30-34 years,2006,0.028807325,0.034085164,0.023267272,17.30666667
Estonia,35-39 years,2006,0.034009794,0.039273989,0.028228607,17.30666667
Estonia,40-44 years,2006,0.042811349,0.048746447,0.036096723,17.30666667
Estonia,15-19 years,2007,0.009185627,0.012455415,0.00629106,17.44333333
Estonia,20-24 years,2007,0.02295435,0.029784836,0.016967257,17.44333333
Estonia,25-29 years,2007,0.02658647,0.032078997,0.021198961,17.44333333
Estonia,30-34 years,2007,0.028801829,0.03433133,0.023505657,17.44333333
Estonia,35-39 years,2007,0.034312167,0.039679577,0.028457765,17.44333333
Estonia,40-44 years,2007,0.042614821,0.048772346,0.036054265,17.44333333
Estonia,15-19 years,2008,0.009055796,0.012396467,0.00612762,16.49666667
Estonia,20-24 years,2008,0.022650874,0.029854956,0.016799102,16.49666667
Estonia,25-29 years,2008,0.026372976,0.032240573,0.020807825,16.49666667
Estonia,30-34 years,2008,0.028877175,0.03510784,0.023646672,16.49666667
Estonia,35-39 years,2008,0.034717927,0.040372657,0.028494725,16.49666667
Estonia,40-44 years,2008,0.042298438,0.049400288,0.035094986,16.49666667
Estonia,15-19 years,2009,0.00891895,0.012301576,0.006064323,15.66333333
Estonia,20-24 years,2009,0.022285332,0.030067086,0.016484327,15.66333333
Estonia,25-29 years,2009,0.026173451,0.032389503,0.020524875,15.66333333
Estonia,30-34 years,2009,0.028882327,0.036213412,0.023455777,15.66333333
Estonia,35-39 years,2009,0.035017488,0.041547873,0.028254474,15.66333333
Estonia,40-44 years,2009,0.041960709,0.050409962,0.034436805,15.66333333
Estonia,15-19 years,2010,0.008742344,0.012079837,0.005910852,15.42333333
Estonia,20-24 years,2010,0.021864108,0.029548024,0.01597905,15.42333333
Estonia,25-29 years,2010,0.025878385,0.033048311,0.020291649,15.42333333
Estonia,30-34 years,2010,0.028781859,0.036826348,0.02339999,15.42333333
Estonia,35-39 years,2010,0.034955523,0.042100395,0.028114183,15.42333333
Estonia,40-44 years,2010,0.041533833,0.051804646,0.033213209,15.42333333
Estonia,15-19 years,2011,0.008504206,0.011860158,0.005778145,16.06666667
Estonia,20-24 years,2011,0.021240807,0.029274697,0.015799994,16.06666667
Estonia,25-29 years,2011,0.025379647,0.031962501,0.02022594,16.06666667
Estonia,30-34 years,2011,0.028302368,0.035688728,0.023046192,16.06666667
Estonia,35-39 years,2011,0.034181879,0.04060932,0.027921095,16.06666667
Estonia,40-44 years,2011,0.040436366,0.048512128,0.032779438,16.06666667
Estonia,15-19 years,2012,0.008210186,0.011264186,0.005543575,16.99333333
Estonia,20-24 years,2012,0.020393314,0.027769669,0.015052984,16.99333333
Estonia,25-29 years,2012,0.024610897,0.030818041,0.019963788,16.99333333
Estonia,30-34 years,2012,0.027489302,0.034741523,0.022452592,16.99333333
Estonia,35-39 years,2012,0.032603086,0.038535786,0.026827955,16.99333333
Estonia,40-44 years,2012,0.038433753,0.045396389,0.031579881,16.99333333
Estonia,15-19 years,2013,0.007890693,0.010931996,0.005251141,17.33333333
Estonia,20-24 years,2013,0.019435228,0.026522886,0.014228211,17.33333333
Estonia,25-29 years,2013,0.023714223,0.029883042,0.019362017,17.33333333
Estonia,30-34 years,2013,0.02642267,0.032948501,0.021335064,17.33333333
Estonia,35-39 years,2013,0.030682708,0.035866123,0.024862313,17.33333333
Estonia,40-44 years,2013,0.03605103,0.04306438,0.029541009,17.33333333
Estonia,15-19 years,2014,0.007572006,0.010829949,0.005019177,17.25333333
Estonia,20-24 years,2014,0.018489688,0.025216864,0.013185734,17.25333333
Estonia,25-29 years,2014,0.02276107,0.028623204,0.018298937,17.25333333
Estonia,30-34 years,2014,0.025353295,0.031179044,0.019854879,17.25333333
Estonia,35-39 years,2014,0.02876301,0.034284349,0.022966994,17.25333333
Estonia,40-44 years,2014,0.033786548,0.041219099,0.027698221,17.25333333
Estonia,15-19 years,2015,0.007305702,0.010734443,0.004856205,16.54
Estonia,20-24 years,2015,0.017613577,0.024577406,0.012198813,16.54
Estonia,25-29 years,2015,0.02190854,0.027398274,0.017113283,16.54
Estonia,30-34 years,2015,0.024387205,0.030256516,0.018473279,16.54
Estonia,35-39 years,2015,0.027313659,0.033339388,0.021153588,16.54
Estonia,40-44 years,2015,0.032127306,0.040168768,0.026009678,16.54
Estonia,15-19 years,2016,0.007057186,0.010224155,0.00474334,15.13666667
Estonia,20-24 years,2016,0.016732662,0.023167408,0.011688745,15.13666667
Estonia,25-29 years,2016,0.020999142,0.026143102,0.016496576,15.13666667
Estonia,30-34 years,2016,0.023448993,0.029500528,0.018268156,15.13666667
Estonia,35-39 years,2016,0.02612286,0.032041185,0.020666529,15.13666667
Estonia,40-44 years,2016,0.030954783,0.038624792,0.025479179,15.13666667
Estonia,15-19 years,2017,0.006788378,0.009727001,0.004564802,13.16666667
Estonia,20-24 years,2017,0.015796746,0.021936865,0.011008036,13.16666667
Estonia,25-29 years,2017,0.019938687,0.025090568,0.015781393,13.16666667
Estonia,30-34 years,2017,0.02239799,0.027965664,0.017807894,13.16666667
Estonia,35-39 years,2017,0.024953533,0.030421204,0.020020475,13.16666667
Estonia,40-44 years,2017,0.0297367,0.037225993,0.025021413,13.16666667
Estonia,15-19 years,2018,0.006531868,0.009197799,0.004390066,11.84666667
Estonia,20-24 years,2018,0.014947656,0.021091055,0.010328558,11.84666667
Estonia,25-29 years,2018,0.01892388,0.024244255,0.014969502,11.84666667
Estonia,30-34 years,2018,0.02143088,0.026752712,0.017064907,11.84666667
Estonia,35-39 years,2018,0.023870158,0.029458412,0.019311192,11.84666667
Estonia,40-44 years,2018,0.028708237,0.03601846,0.024384566,11.84666667
Estonia,15-19 years,2019,0.006346321,0.009084475,0.004191282,11.25666667
Estonia,20-24 years,2019,0.014311592,0.020462454,0.009846451,11.25666667
Estonia,25-29 years,2019,0.018163346,0.023660282,0.014152795,11.25666667
Estonia,30-34 years,2019,0.020678653,0.026195571,0.0165111,11.25666667
Estonia,35-39 years,2019,0.023095117,0.029151993,0.018743096,11.25666667
Estonia,40-44 years,2019,0.027941186,0.035154251,0.023627585,11.25666667
Estonia,15-19 years,2020,0.006262759,0.009002508,0.004131147,11.63333333
Estonia,20-24 years,2020,0.014046159,0.020228511,0.009684017,11.63333333
Estonia,25-29 years,2020,0.017809325,0.023062739,0.01376863,11.63333333
Estonia,30-34 years,2020,0.020341782,0.025968932,0.016217982,11.63333333
Estonia,35-39 years,2020,0.022707765,0.029094229,0.018109364,11.63333333
Estonia,40-44 years,2020,0.027660076,0.034845686,0.023174365,11.63333333
Estonia,15-19 years,2021,0.006257006,0.008932527,0.004140327,12.05666667
Estonia,20-24 years,2021,0.014041047,0.02000846,0.009764024,12.05666667
Estonia,25-29 years,2021,0.017784004,0.02260338,0.013745085,12.05666667
Estonia,30-34 years,2021,0.020335712,0.025439531,0.016402988,12.05666667
Estonia,35-39 years,2021,0.022648234,0.028475038,0.018632691,12.05666667
Estonia,40-44 years,2021,0.027650646,0.034840056,0.022927801,12.05666667
Estonia,15-19 years,2022,0.006268012,0.008957982,0.004108227,12.05666667
Estonia,20-24 years,2022,0.01406378,0.019644595,0.009516098,12.05666667
Estonia,25-29 years,2022,0.017790439,0.02233688,0.013819962,12.05666667
Estonia,30-34 years,2022,0.020353499,0.025085794,0.015969682,12.05666667
Estonia,35-39 years,2022,0.022673521,0.028257329,0.017979161,12.05666667
Estonia,40-44 years,2022,0.027821904,0.035024984,0.021798545,12.05666667
Estonia,15-19 years,2023,0.006503609,0.009530616,0.004129086,
Estonia,20-24 years,2023,0.014712184,0.020974117,0.009558883,
Estonia,25-29 years,2023,0.017826554,0.022721357,0.013941872,
Estonia,30-34 years,2023,0.0202253,0.025677648,0.015299569,
Estonia,35-39 years,2023,0.023832492,0.030164234,0.017716862,
Estonia,40-44 years,2023,0.02960056,0.03768394,0.022622386,
Finland,15-19 years,2005,0.018766592,0.026883296,0.012630671,10.0
Finland,20-24 years,2005,0.048577484,0.068164528,0.032958035,10.0
Finland,25-29 years,2005,0.049395126,0.061267408,0.038836702,10.0
Finland,30-34 years,2005,0.044083176,0.053315411,0.035273943,10.0
Finland,35-39 years,2005,0.041442313,0.046575154,0.035688371,10.0
Finland,40-44 years,2005,0.039792219,0.043891009,0.035267488,10.0
Finland,15-19 years,2006,0.018441048,0.026022187,0.012032662,10.18666667
Finland,20-24 years,2006,0.047701228,0.067858827,0.032329975,10.18666667
Finland,25-29 years,2006,0.048922638,0.061044707,0.038433699,10.18666667
Finland,30-34 years,2006,0.043899236,0.052955391,0.035137041,10.18666667
Finland,35-39 years,2006,0.041016779,0.04596285,0.035780977,10.18666667
Finland,40-44 years,2006,0.039400643,0.043268724,0.035274294,10.18666667
Finland,15-19 years,2007,0.017763107,0.02542037,0.011279932,10.28666667
Finland,20-24 years,2007,0.045709023,0.06521793,0.031084194,10.28666667
Finland,25-29 years,2007,0.047820185,0.059665933,0.0378789,10.28666667
Finland,30-34 years,2007,0.043442924,0.052372078,0.034286399,10.28666667
Finland,35-39 years,2007,0.040700682,0.045683146,0.035199037,10.28666667
Finland,40-44 years,2007,0.039148763,0.043606234,0.034893184,10.28666667
Finland,15-19 years,2008,0.016971585,0.024741785,0.010470105,10.22333333
Finland,20-24 years,2008,0.043373711,0.06259274,0.029649102,10.22333333
Finland,25-29 years,2008,0.046349603,0.059276599,0.036521375,10.22333333
Finland,30-34 years,2008,0.042857804,0.051928809,0.032954574,10.22333333
Finland,35-39 years,2008,0.040392982,0.046035452,0.034194785,10.22333333
Finland,40-44 years,2008,0.038937959,0.044526588,0.034200714,10.22333333
Finland,15-19 years,2009,0.016314969,0.024276742,0.00978939,9.98
Finland,20-24 years,2009,0.041397103,0.060237326,0.027333738,9.98
Finland,25-29 years,2009,0.044930107,0.057677341,0.034535034,9.98
Finland,30-34 years,2009,0.042185643,0.051891659,0.031576628,9.98
Finland,35-39 years,2009,0.039968756,0.046723068,0.032810531,9.98
Finland,40-44 years,2009,0.038673848,0.044761939,0.03352568,9.98
Finland,15-19 years,2010,0.016040953,0.024477828,0.009641498,9.83
Finland,20-24 years,2010,0.040491761,0.058983362,0.025547794,9.83
Finland,25-29 years,2010,0.043875437,0.056336598,0.03332107,9.83
Finland,30-34 years,2010,0.041456787,0.052743289,0.030338415,9.83
Finland,35-39 years,2010,0.039465119,0.048074304,0.031696811,9.83
Finland,40-44 years,2010,0.03823228,0.045770538,0.032601626,9.83
Finland,15-19 years,2011,0.016071914,0.024325914,0.009709237,9.603333333
Finland,20-24 years,2011,0.040395958,0.059484329,0.025589574,9.603333333
Finland,25-29 years,2011,0.043139,0.05649418,0.033178446,9.603333333
Finland,30-34 years,2011,0.040524854,0.051546111,0.029994752,9.603333333
Finland,35-39 years,2011,0.038645163,0.046207775,0.031095747,9.603333333
Finland,40-44 years,2011,0.037405582,0.043799216,0.031971365,9.603333333
Finland,15-19 years,2012,0.016130051,0.024400721,0.009819772,9.386666667
Finland,20-24 years,2012,0.040389601,0.059010397,0.025753313,9.386666667
Finland,25-29 years,2012,0.042391087,0.056439366,0.032807273,9.386666667
Finland,30-34 years,2012,0.039401807,0.050059531,0.02959928,9.386666667
Finland,35-39 years,2012,0.037483083,0.04471799,0.02996428,9.386666667
Finland,40-44 years,2012,0.036226007,0.041888762,0.030892161,9.386666667
Finland,15-19 years,2013,0.016210458,0.024556141,0.009937477,9.033333333
Finland,20-24 years,2013,0.040408755,0.059132061,0.02596284,9.033333333
Finland,25-29 years,2013,0.041759364,0.056003528,0.032437535,9.033333333
Finland,30-34 years,2013,0.038258239,0.048545856,0.028737181,9.033333333
Finland,35-39 years,2013,0.036263411,0.044287882,0.028827335,9.033333333
Finland,40-44 years,2013,0.034878149,0.040756238,0.029077023,9.033333333
Finland,15-19 years,2014,0.016283306,0.024868913,0.009984402,8.776666667
Finland,20-24 years,2014,0.040413742,0.059467154,0.026130267,8.776666667
Finland,25-29 years,2014,0.041314649,0.054790049,0.031289789,8.776666667
Finland,30-34 years,2014,0.037388537,0.048304072,0.027818457,8.776666667
Finland,35-39 years,2014,0.035195081,0.044259641,0.026749503,8.776666667
Finland,40-44 years,2014,0.033526283,0.041032,0.027029103,8.776666667
Finland,15-19 years,2015,0.016323951,0.025340812,0.010179131,8.563333333
Finland,20-24 years,2015,0.040366848,0.059748112,0.026287582,8.563333333
Finland,25-29 years,2015,0.041142423,0.055276816,0.030146512,8.563333333
Finland,30-34 years,2015,0.037003027,0.04859989,0.026448526,8.563333333
Finland,35-39 years,2015,0.034482774,0.044568633,0.025608108,8.563333333
Finland,40-44 years,2015,0.032458627,0.040755242,0.024858019,8.563333333
Finland,15-19 years,2016,0.016250012,0.024964985,0.010054179,8.436666667
Finland,20-24 years,2016,0.040143503,0.058558565,0.026188698,8.436666667
Finland,25-29 years,2016,0.041120046,0.054179903,0.030591808,8.436666667
Finland,30-34 years,2016,0.037043792,0.047469596,0.026628262,8.436666667
Finland,35-39 years,2016,0.034013746,0.042116854,0.025945796,8.436666667
Finland,40-44 years,2016,0.031524244,0.038107138,0.024786042,8.436666667
Finland,15-19 years,2017,0.016080551,0.024529964,0.009926323,8.39
Finland,20-24 years,2017,0.039693837,0.057810135,0.025411832,8.39
Finland,25-29 years,2017,0.041119336,0.053839444,0.030939879,8.39
Finland,30-34 years,2017,0.037174147,0.047007785,0.027341335,8.39
Finland,35-39 years,2017,0.033588391,0.040753082,0.026129266,8.39
Finland,40-44 years,2017,0.030528856,0.035747648,0.024405873,8.39
Finland,15-19 years,2018,0.015860965,0.02411869,0.009968221,8.3
Finland,20-24 years,2018,0.039207708,0.056990623,0.024916554,8.3
Finland,25-29 years,2018,0.041114133,0.053069226,0.03068311,8.3
Finland,30-34 years,2018,0.037364721,0.046849806,0.027154914,8.3
Finland,35-39 years,2018,0.033188406,0.040449075,0.026447297,8.3
Finland,40-44 years,2018,0.029637317,0.035654213,0.023954446,8.3
Finland,15-19 years,2019,0.015666117,0.02369507,0.009947468,8.24
Finland,20-24 years,2019,0.038801125,0.056151073,0.024973868,8.24
Finland,25-29 years,2019,0.041103349,0.053183967,0.030704848,8.24
Finland,30-34 years,2019,0.037535226,0.048001999,0.027112721,8.24
Finland,35-39 years,2019,0.032901909,0.040850791,0.026797652,8.24
Finland,40-44 years,2019,0.028955326,0.035469375,0.023644886,8.24
Finland,15-19 years,2020,0.015541774,0.023211829,0.010031269,8.16
Finland,20-24 years,2020,0.038604808,0.055900931,0.024905401,8.16
Finland,25-29 years,2020,0.041085821,0.053960734,0.03059292,8.16
Finland,30-34 years,2020,0.037615708,0.049828678,0.026432261,8.16
Finland,35-39 years,2020,0.032738035,0.041468332,0.025793516,8.16
Finland,40-44 years,2020,0.028584594,0.035612026,0.022902461,8.16
Finland,15-19 years,2021,0.015589632,0.022887841,0.009771013,7.98
Finland,20-24 years,2021,0.038663301,0.056529967,0.025322127,7.98
Finland,25-29 years,2021,0.041028058,0.052354199,0.030553151,7.98
Finland,30-34 years,2021,0.037572727,0.04769871,0.027000728,7.98
Finland,35-39 years,2021,0.033140301,0.03991915,0.02695632,7.98
Finland,40-44 years,2021,0.029575801,0.035336689,0.024518826,7.98
Finland,15-19 years,2022,0.015637432,0.022695042,0.009787915,7.98
Finland,20-24 years,2022,0.038827057,0.057171879,0.02528456,7.98
Finland,25-29 years,2022,0.040883872,0.053265418,0.030385624,7.98
Finland,30-34 years,2022,0.037447231,0.048587133,0.027737478,7.98
Finland,35-39 years,2022,0.033546197,0.041711756,0.027031076,7.98
Finland,40-44 years,2022,0.030680447,0.038709559,0.024497354,7.98
Finland,15-19 years,2023,0.016035287,0.024185855,0.009918684,
Finland,20-24 years,2023,0.039696894,0.058708483,0.025887325,
Finland,25-29 years,2023,0.040748443,0.054051824,0.029800873,
Finland,30-34 years,2023,0.036600768,0.047913189,0.025655935,
Finland,35-39 years,2023,0.032813834,0.041213706,0.024524833,
Finland,40-44 years,2023,0.029600078,0.037711912,0.022750702,
France,15-19 years,2005,0.016584892,0.025188327,0.009969437,13.04
France,20-24 years,2005,0.04102497,0.062300047,0.025390488,13.04
France,25-29 years,2005,0.042381236,0.058485778,0.030625734,13.04
France,30-34 years,2005,0.039898581,0.052735835,0.027572816,13.04
France,35-39 years,2005,0.041619181,0.052400833,0.03243517,13.04
France,40-44 years,2005,0.042418329,0.053645974,0.033824625,13.04
France,15-19 years,2006,0.016629836,0.025077606,0.010256546,12.95666667
France,20-24 years,2006,0.041146066,0.062665766,0.025290251,12.95666667
France,25-29 years,2006,0.042448345,0.05750153,0.030463992,12.95666667
France,30-34 years,2006,0.039883426,0.051599506,0.027654499,12.95666667
France,35-39 years,2006,0.041391295,0.051207313,0.032890808,12.95666667
France,40-44 years,2006,0.042065835,0.052672907,0.033795897,12.95666667
France,15-19 years,2007,0.016687125,0.024988047,0.010516099,12.82666667
France,20-24 years,2007,0.041292328,0.063363564,0.025100197,12.82666667
France,25-29 years,2007,0.04251792,0.057204743,0.030837965,12.82666667
France,30-34 years,2007,0.039845122,0.051408493,0.027664137,12.82666667
France,35-39 years,2007,0.041057315,0.0507215,0.033033012,12.82666667
France,40-44 years,2007,0.041547739,0.051741826,0.03328541,12.82666667
France,15-19 years,2008,0.016745733,0.025559702,0.010562592,12.65333333
France,20-24 years,2008,0.041438995,0.06424289,0.025244894,12.65333333
France,25-29 years,2008,0.042576721,0.057347904,0.031197556,12.65333333
France,30-34 years,2008,0.039783928,0.052080409,0.027640975,12.65333333
France,35-39 years,2008,0.040674342,0.050437747,0.032421972,12.65333333
France,40-44 years,2008,0.040956484,0.050802449,0.03213819,12.65333333
France,15-19 years,2009,0.016791759,0.025505122,0.010386392,12.46666667
France,20-24 years,2009,0.041555241,0.065049229,0.025504869,12.46666667
France,25-29 years,2009,0.042616066,0.057277753,0.03108837,12.46666667
France,30-34 years,2009,0.039706254,0.052604794,0.027754369,12.46666667
France,35-39 years,2009,0.040297371,0.051055812,0.031774614,12.46666667
France,40-44 years,2009,0.040385029,0.051553923,0.031400742,12.46666667
France,15-19 years,2010,0.016812595,0.025720891,0.010250765,12.43333333
France,20-24 years,2010,0.041615594,0.064840475,0.025612983,12.43333333
France,25-29 years,2010,0.042626217,0.056826135,0.030709754,12.43333333
France,30-34 years,2010,0.039617989,0.053189768,0.028299995,12.43333333
France,35-39 years,2010,0.039982347,0.051088276,0.031335774,12.43333333
France,40-44 years,2010,0.039930715,0.052597786,0.030249579,12.43333333
France,15-19 years,2011,0.016810736,0.025461189,0.010424035,12.31333333
France,20-24 years,2011,0.041629228,0.06497102,0.02547389,12.31333333
France,25-29 years,2011,0.042616339,0.056755356,0.030716351,12.31333333
France,30-34 years,2011,0.039535334,0.052793203,0.027843762,12.31333333
France,35-39 years,2011,0.039712642,0.050145839,0.031298452,12.31333333
France,40-44 years,2011,0.039574379,0.050376579,0.031089632,12.31333333
France,15-19 years,2012,0.016801913,0.025463346,0.010552237,12.08333333
France,20-24 years,2012,0.041618103,0.063738822,0.025398238,12.08333333
France,25-29 years,2012,0.04260574,0.057157253,0.031226434,12.08333333
France,30-34 years,2012,0.039466106,0.052082694,0.027802586,12.08333333
France,35-39 years,2012,0.039430349,0.049098931,0.030687403,12.08333333
France,40-44 years,2012,0.039230224,0.048140081,0.031198354,12.08333333
France,15-19 years,2013,0.016785884,0.025124542,0.010669896,11.95
France,20-24 years,2013,0.041591868,0.063004869,0.025434845,11.95
France,25-29 years,2013,0.042588609,0.056910787,0.031472546,11.95
France,30-34 years,2013,0.039405502,0.052108073,0.027965216,11.95
France,35-39 years,2013,0.039127152,0.048278464,0.030575306,11.95
France,40-44 years,2013,0.038871871,0.046608995,0.031201633,11.95
France,15-19 years,2014,0.016765468,0.025112207,0.010664539,11.82666667
France,20-24 years,2014,0.041547609,0.062953537,0.025842903,11.82666667
France,25-29 years,2014,0.042560637,0.056872449,0.031397359,11.82666667
France,30-34 years,2014,0.039342291,0.052239553,0.02753006,11.82666667
France,35-39 years,2014,0.038809638,0.047942951,0.030033747,11.82666667
France,40-44 years,2014,0.038475128,0.046631969,0.030408104,11.82666667
France,15-19 years,2015,0.016741099,0.025087915,0.010555882,11.86
France,20-24 years,2015,0.041486246,0.063617586,0.025939944,11.86
France,25-29 years,2015,0.042522945,0.056575678,0.031085129,11.86
France,30-34 years,2015,0.039269746,0.052616248,0.027300001,11.86
France,35-39 years,2015,0.038487181,0.047522075,0.028827628,11.86
France,40-44 years,2015,0.038010841,0.047374715,0.029101547,11.86
France,15-19 years,2016,0.016640783,0.024980209,0.01045341,11.76666667
France,20-24 years,2016,0.041175622,0.062838919,0.02571223,11.76666667
France,25-29 years,2016,0.042377909,0.056230763,0.031011844,11.76666667
France,30-34 years,2016,0.039138002,0.051840093,0.027049766,11.76666667
France,35-39 years,2016,0.038062292,0.046689725,0.029133368,11.76666667
France,40-44 years,2016,0.037283792,0.045115806,0.02908107,11.76666667
France,15-19 years,2017,0.016433215,0.02435504,0.01028367,11.66333333
France,20-24 years,2017,0.040535136,0.061530862,0.025285486,11.66333333
France,25-29 years,2017,0.042062084,0.055614155,0.030677056,11.66333333
France,30-34 years,2017,0.038933263,0.051178241,0.026902454,11.66333333
France,35-39 years,2017,0.037490051,0.04596525,0.028774817,11.66333333
France,40-44 years,2017,0.036253159,0.043356821,0.029112905,11.66333333
France,15-19 years,2018,0.016181694,0.023716221,0.010074207,11.56333333
France,20-24 years,2018,0.039762015,0.060206143,0.024887316,11.56333333
France,25-29 years,2018,0.04168039,0.05485228,0.030747997,11.56333333
France,30-34 years,2018,0.03869595,0.051259291,0.026755171,11.56333333
France,35-39 years,2018,0.03687056,0.045672238,0.028121099,11.56333333
France,40-44 years,2018,0.035114135,0.043134579,0.028050954,11.56333333
France,15-19 years,2019,0.015954346,0.023285309,0.009849895,11.13
France,20-24 years,2019,0.039081523,0.059078267,0.024509894,11.13
France,25-29 years,2019,0.041317045,0.05459509,0.030090122,11.13
France,30-34 years,2019,0.038460856,0.051567107,0.026809857,11.13
France,35-39 years,2019,0.036283166,0.045871257,0.028022292,11.13
France,40-44 years,2019,0.034097589,0.042304298,0.026841844,11.13
France,15-19 years,2020,0.015775331,0.023038818,0.009619519,10.79666667
France,20-24 years,2020,0.038650015,0.05820564,0.024262212,10.79666667
France,25-29 years,2020,0.041028035,0.054637177,0.029568446,10.79666667
France,30-34 years,2020,0.038245357,0.052394531,0.026139534,10.79666667
France,35-39 years,2020,0.03580989,0.046678657,0.027947125,10.79666667
France,40-44 years,2020,0.033405916,0.042070352,0.026220393,10.79666667
France,15-19 years,2021,0.015688471,0.023258429,0.009546103,10.57
France,20-24 years,2021,0.038514229,0.058548248,0.024201906,10.57
France,25-29 years,2021,0.040837941,0.054495349,0.030267503,10.57
France,30-34 years,2021,0.037989692,0.049677048,0.02676969,10.57
France,35-39 years,2021,0.035404898,0.044322089,0.028538098,10.57
France,40-44 years,2021,0.032996094,0.039695296,0.026700182,10.57
France,15-19 years,2022,0.015597432,0.023681682,0.009448952,10.57
France,20-24 years,2022,0.038412258,0.058652895,0.023788005,10.57
France,25-29 years,2022,0.040632423,0.055491574,0.030201626,10.57
France,30-34 years,2022,0.037721744,0.050418577,0.026588864,10.57
France,35-39 years,2022,0.035088396,0.044707386,0.028205263,10.57
France,40-44 years,2022,0.032681382,0.040172098,0.026047602,10.57
France,15-19 years,2023,0.015720581,0.023442522,0.00973451,
France,20-24 years,2023,0.038500452,0.058949378,0.023123387,
France,25-29 years,2023,0.04038444,0.053676726,0.028476219,
France,30-34 years,2023,0.03738871,0.051178541,0.025719995,
France,35-39 years,2023,0.03472132,0.046184114,0.026560339,
France,40-44 years,2023,0.032336396,0.042518763,0.024445678,
Germany,15-19 years,2005,0.019695387,0.026727662,0.014338743,11.78
Germany,20-24 years,2005,0.048664545,0.062193778,0.037230416,11.78
Germany,25-29 years,2005,0.042490545,0.050586567,0.035843428,11.78
Germany,30-34 years,2005,0.033340186,0.041777569,0.026251722,11.78
Germany,35-39 years,2005,0.03288553,0.038367943,0.028154682,11.78
Germany,40-44 years,2005,0.032665507,0.037788618,0.027838795,11.78
Germany,15-19 years,2006,0.019581165,0.02624807,0.014122901,11.63333333
Germany,20-24 years,2006,0.048517673,0.062088677,0.037062797,11.63333333
Germany,25-29 years,2006,0.042364459,0.050252596,0.035695901,11.63333333
Germany,30-34 years,2006,0.033112019,0.041510218,0.025739165,11.63333333
Germany,35-39 years,2006,0.032331799,0.037555672,0.027783276,11.63333333
