population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,Austria,Both,40-44 years,Alcohol use disorders,Number,2010,26167.89569,33413.65854,20123.79574
All Population,Prevalence,Austria,Both,40-44 years,Alcohol use disorders,Percent,2010,0.037470571,0.047812617,0.028856416
All Population,Prevalence,Austria,Both,40-44 years,Alcohol use disorders,Rate,2010,3718.561084,4748.212535,2859.670667
All Population,Prevalence,Austria,Both,45-49 years,Alcohol use disorders,Number,2010,25728.77987,31136.29442,20580.56441
All Population,Prevalence,Austria,Both,45-49 years,Alcohol use disorders,Percent,2010,0.037199315,0.045063895,0.029776845
All Population,Prevalence,Austria,Both,45-49 years,Alcohol use disorders,Rate,2010,3701.049262,4478.912721,2960.485616
All Population,Prevalence,Austria,Both,50-54 years,Alcohol use disorders,Number,2010,22232.24179,27129.52328,18287.24085
All Population,Prevalence,Austria,Both,50-54 years,Alcohol use disorders,Percent,2010,0.037742184,0.046053685,0.031064556
All Population,Prevalence,Austria,Both,50-54 years,Alcohol use disorders,Rate,2010,3762.290449,4591.041573,3094.690685
All Population,Prevalence,Slovakia,Both,15-19 years,Alcohol use disorders,Number,2014,2294.778197,3616.679745,1311.302246
All Population,Prevalence,Slovakia,Both,15-19 years,Alcohol use disorders,Percent,2014,0.008142341,0.012803965,0.00468133
All Population,Prevalence,Slovakia,Both,15-19 years,Alcohol use disorders,Rate,2014,770.4036303,1214.192818,440.2307866
All Population,Prevalence,Slovakia,Both,20-24 years,Alcohol use disorders,Number,2014,8632.16788,12906.11527,5666.741465
All Population,Prevalence,Slovakia,Both,20-24 years,Alcohol use disorders,Percent,2014,0.023795023,0.035393208,0.015574472
All Population,Prevalence,Slovakia,Both,20-24 years,Alcohol use disorders,Rate,2014,2307.607035,3450.146337,1514.870036
All Population,Prevalence,Slovakia,Both,25-29 years,Alcohol use disorders,Number,2014,13740.78238,18283.284,10011.40283
All Population,Prevalence,Slovakia,Both,25-29 years,Alcohol use disorders,Percent,2014,0.033474955,0.044599915,0.024492067
All Population,Prevalence,Slovakia,Both,25-29 years,Alcohol use disorders,Rate,2014,3286.186441,4372.5516,2394.284062
All Population,Prevalence,Slovakia,Both,30-34 years,Alcohol use disorders,Number,2014,16618.0873,21910.83565,11681.74493
All Population,Prevalence,Slovakia,Both,30-34 years,Alcohol use disorders,Percent,2014,0.03784925,0.050016969,0.026594902
All Population,Prevalence,Slovakia,Both,30-34 years,Alcohol use disorders,Rate,2014,3739.377847,4930.344385,2628.609263
All Population,Prevalence,Slovakia,Both,35-39 years,Alcohol use disorders,Number,2014,17292.711,22507.23463,12997.16142
All Population,Prevalence,Slovakia,Both,35-39 years,Alcohol use disorders,Percent,2014,0.037967505,0.049562095,0.028564124
All Population,Prevalence,Slovakia,Both,35-39 years,Alcohol use disorders,Rate,2014,3768.743945,4905.188332,2832.579193
All Population,Prevalence,Slovakia,Both,40-44 years,Alcohol use disorders,Number,2014,14669.94101,19533.89484,10737.89969
All Population,Prevalence,Slovakia,Both,40-44 years,Alcohol use disorders,Percent,2014,0.037335909,0.04961351,0.027358889
All Population,Prevalence,Slovakia,Both,40-44 years,Alcohol use disorders,Rate,2014,3715.602741,4947.544994,2719.695294
All Population,Prevalence,Slovakia,Both,45-49 years,Alcohol use disorders,Number,2014,12967.55022,16650.83319,10045.03731
All Population,Prevalence,Slovakia,Both,45-49 years,Alcohol use disorders,Percent,2014,0.036443686,0.046806381,0.028265475
All Population,Prevalence,Slovakia,Both,45-49 years,Alcohol use disorders,Rate,2014,3633.243218,4665.224021,2814.41468
All Population,Prevalence,Slovakia,Both,50-54 years,Alcohol use disorders,Number,2014,13129.46268,16637.7089,10495.03091
All Population,Prevalence,Slovakia,Both,50-54 years,Alcohol use disorders,Percent,2014,0.035602111,0.045120636,0.028456959
All Population,Prevalence,Slovakia,Both,50-54 years,Alcohol use disorders,Rate,2014,3553.753292,4503.330731,2840.691317
All Population,Prevalence,Netherlands,Both,15-19 years,Alcohol use disorders,Number,2012,10648.20327,16558.71245,6357.431852
All Population,Prevalence,Netherlands,Both,15-19 years,Alcohol use disorders,Percent,2012,0.010973692,0.017011954,0.006493367
All Population,Prevalence,Netherlands,Both,15-19 years,Alcohol use disorders,Rate,2012,1067.959554,1660.752965,637.6174375
All Population,Prevalence,Netherlands,Both,20-24 years,Alcohol use disorders,Number,2012,27660.39266,43866.0106,16464.18803
All Population,Prevalence,Netherlands,Both,20-24 years,Alcohol use disorders,Percent,2012,0.026774649,0.042144778,0.015862903
All Population,Prevalence,Netherlands,Both,20-24 years,Alcohol use disorders,Rate,2012,2643.203363,4191.798293,1573.303666
All Population,Prevalence,Netherlands,Both,25-29 years,Alcohol use disorders,Number,2012,26983.69546,36793.35276,18431.26673
All Population,Prevalence,Netherlands,Both,25-29 years,Alcohol use disorders,Percent,2012,0.026930599,0.03651706,0.018460136
All Population,Prevalence,Netherlands,Both,25-29 years,Alcohol use disorders,Rate,2012,2675.318175,3647.903806,1827.381389
All Population,Prevalence,Netherlands,Both,30-34 years,Alcohol use disorders,Number,2012,23946.58121,34355.82233,14912.74567
All Population,Prevalence,Netherlands,Both,30-34 years,Alcohol use disorders,Percent,2012,0.023838227,0.034163916,0.014832487
All Population,Prevalence,Netherlands,Both,30-34 years,Alcohol use disorders,Rate,2012,2376.689128,3409.802373,1480.084368
All Population,Prevalence,Netherlands,Both,35-39 years,Alcohol use disorders,Number,2012,23209.14518,30835.72583,16431.53352
All Population,Prevalence,Netherlands,Both,35-39 years,Alcohol use disorders,Percent,2012,0.021696292,0.028860547,0.015378766
All Population,Prevalence,Netherlands,Both,35-39 years,Alcohol use disorders,Rate,2012,2167.748907,2880.076385,1534.715671
All Population,Prevalence,Netherlands,Both,40-44 years,Alcohol use disorders,Number,2012,25971.67868,34963.16936,18664.13314
All Population,Prevalence,Netherlands,Both,40-44 years,Alcohol use disorders,Percent,2012,0.020172356,0.027147449,0.014496941
All Population,Prevalence,Netherlands,Both,40-44 years,Alcohol use disorders,Rate,2012,2016.529528,2714.659467,1449.146821
All Population,Prevalence,Netherlands,Both,45-49 years,Alcohol use disorders,Number,2012,24976.87928,32107.21826,19473.17074
All Population,Prevalence,Netherlands,Both,45-49 years,Alcohol use disorders,Percent,2012,0.019263899,0.024762652,0.015019338
All Population,Prevalence,Netherlands,Both,45-49 years,Alcohol use disorders,Rate,2012,1926.12809,2475.99447,1501.701664
All Population,Prevalence,Netherlands,Both,50-54 years,Alcohol use disorders,Number,2012,22461.17105,29117.6689,17696.5278
All Population,Prevalence,Netherlands,Both,50-54 years,Alcohol use disorders,Percent,2012,0.01846892,0.023942168,0.014551716
All Population,Prevalence,Netherlands,Both,50-54 years,Alcohol use disorders,Rate,2012,1846.827309,2394.145255,1455.063529
All Population,Prevalence,Monaco,Both,15-19 years,Alcohol use disorders,Number,2010,25.19038044,39.65511546,14.07309417
All Population,Prevalence,Monaco,Both,15-19 years,Alcohol use disorders,Percent,2010,0.016072433,0.025479253,0.008902979
All Population,Prevalence,Monaco,Both,15-19 years,Alcohol use disorders,Rate,2010,1500.269423,2361.749055,838.1545856
All Population,Prevalence,Monaco,Both,20-24 years,Alcohol use disorders,Number,2010,61.09699803,98.93469073,34.88002884
All Population,Prevalence,Monaco,Both,20-24 years,Alcohol use disorders,Percent,2010,0.040207291,0.064972648,0.022806145
All Population,Prevalence,Monaco,Both,20-24 years,Alcohol use disorders,Rate,2010,3861.833206,6253.486852,2204.704944
All Population,Prevalence,Monaco,Both,25-29 years,Alcohol use disorders,Number,2010,63.69645959,87.94752962,42.31344957
All Population,Prevalence,Monaco,Both,25-29 years,Alcohol use disorders,Percent,2010,0.039202494,0.054109221,0.025902674
All Population,Prevalence,Monaco,Both,25-29 years,Alcohol use disorders,Rate,2010,3822.359368,5277.641267,2539.186815
All Population,Prevalence,Monaco,Both,30-34 years,Alcohol use disorders,Number,2010,58.74549281,92.01018621,33.74198558
All Population,Prevalence,Monaco,Both,30-34 years,Alcohol use disorders,Percent,2010,0.033242274,0.05207429,0.019166128
All Population,Prevalence,Monaco,Both,30-34 years,Alcohol use disorders,Rate,2010,3267.667346,5117.987212,1876.868832
All Population,Prevalence,Monaco,Both,35-39 years,Alcohol use disorders,Number,2010,64.28996433,95.76380939,39.85031739
All Population,Prevalence,Monaco,Both,35-39 years,Alcohol use disorders,Percent,2010,0.028538171,0.04245099,0.017687332
All Population,Prevalence,Monaco,Both,35-39 years,Alcohol use disorders,Rate,2010,2819.968321,4200.514211,1747.965391
All Population,Prevalence,Monaco,Both,40-44 years,Alcohol use disorders,Number,2010,71.55442287,107.321826,44.11721981
All Population,Prevalence,Monaco,Both,40-44 years,Alcohol use disorders,Percent,2010,0.024020786,0.035957203,0.014836371
All Population,Prevalence,Monaco,Both,40-44 years,Alcohol use disorders,Rate,2010,2379.966048,3569.622839,1467.379389
All Population,Prevalence,Monaco,Both,45-49 years,Alcohol use disorders,Number,2010,59.14732102,83.47817252,41.29951605
All Population,Prevalence,Monaco,Both,45-49 years,Alcohol use disorders,Percent,2010,0.021193245,0.029905426,0.014804886
All Population,Prevalence,Monaco,Both,45-49 years,Alcohol use disorders,Rate,2010,2105.007911,2970.924304,1469.818184
All Population,Prevalence,Monaco,Both,50-54 years,Alcohol use disorders,Number,2010,47.72159025,72.06846182,30.99839969
All Population,Prevalence,Monaco,Both,50-54 years,Alcohol use disorders,Percent,2010,0.018209717,0.027480031,0.011829513
All Population,Prevalence,Monaco,Both,50-54 years,Alcohol use disorders,Rate,2010,1812.429843,2737.10558,1177.295736
All Population,Prevalence,Estonia,Both,15-19 years,Alcohol use disorders,Number,2014,428.1430821,604.4576371,283.8876835
All Population,Prevalence,Estonia,Both,15-19 years,Alcohol use disorders,Percent,2014,0.007572006,0.010829949,0.005019177
All Population,Prevalence,Estonia,Both,15-19 years,Alcohol use disorders,Rate,2014,696.6839067,983.586856,461.9483268
All Population,Prevalence,Estonia,Both,20-24 years,Alcohol use disorders,Number,2014,1521.916529,2095.877501,1071.238861
All Population,Prevalence,Estonia,Both,20-24 years,Alcohol use disorders,Percent,2014,0.018489688,0.025216864,0.013185734
All Population,Prevalence,Estonia,Both,20-24 years,Alcohol use disorders,Rate,2014,1773.288465,2442.049432,1248.17326
All Population,Prevalence,Estonia,Both,25-29 years,Alcohol use disorders,Number,2014,2168.515437,2719.829403,1733.86898
All Population,Prevalence,Estonia,Both,25-29 years,Alcohol use disorders,Percent,2014,0.02276107,0.028623204,0.018298937
All Population,Prevalence,Estonia,Both,25-29 years,Alcohol use disorders,Rate,2014,2220.855663,2785.476381,1775.718391
All Population,Prevalence,Estonia,Both,30-34 years,Alcohol use disorders,Number,2014,2290.694692,2812.765037,1790.945001
All Population,Prevalence,Estonia,Both,30-34 years,Alcohol use disorders,Percent,2014,0.025353295,0.031179044,0.019854879
All Population,Prevalence,Estonia,Both,30-34 years,Alcohol use disorders,Rate,2014,2495.907048,3064.747173,1951.387178
All Population,Prevalence,Estonia,Both,35-39 years,Alcohol use disorders,Number,2014,2572.42229,3072.204249,2049.036219
All Population,Prevalence,Estonia,Both,35-39 years,Alcohol use disorders,Percent,2014,0.02876301,0.034284349,0.022966994
All Population,Prevalence,Estonia,Both,35-39 years,Alcohol use disorders,Rate,2014,2848.293157,3401.672569,2268.778289
All Population,Prevalence,Estonia,Both,40-44 years,Alcohol use disorders,Number,2014,3084.270569,3766.80698,2531.093688
All Population,Prevalence,Estonia,Both,40-44 years,Alcohol use disorders,Percent,2014,0.033786548,0.041219099,0.027698221
All Population,Prevalence,Estonia,Both,40-44 years,Alcohol use disorders,Rate,2014,3355.967404,4098.62921,2754.060555
All Population,Prevalence,Estonia,Both,45-49 years,Alcohol use disorders,Number,2014,3522.688384,4721.528692,2998.040159
All Population,Prevalence,Estonia,Both,45-49 years,Alcohol use disorders,Percent,2014,0.041803097,0.056010495,0.035539667
All Population,Prevalence,Estonia,Both,45-49 years,Alcohol use disorders,Rate,2014,4162.624344,5579.247476,3542.667869
All Population,Prevalence,Estonia,Both,50-54 years,Alcohol use disorders,Number,2014,4526.279114,5936.32321,3734.711503
All Population,Prevalence,Estonia,Both,50-54 years,Alcohol use disorders,Percent,2014,0.049415416,0.064820634,0.040791172
All Population,Prevalence,Estonia,Both,50-54 years,Alcohol use disorders,Rate,2014,4929.764045,6465.503338,4067.633927
All Population,Prevalence,Serbia,Both,15-19 years,Alcohol use disorders,Number,2012,4480.941741,7336.792516,2449.199153
All Population,Prevalence,Serbia,Both,15-19 years,Alcohol use disorders,Percent,2012,0.007871001,0.012844393,0.004296635
All Population,Prevalence,Serbia,Both,15-19 years,Alcohol use disorders,Rate,2012,759.6871982,1243.860704,415.2308488
All Population,Prevalence,Serbia,Both,20-24 years,Alcohol use disorders,Number,2012,13793.10286,20981.67908,8471.944251
All Population,Prevalence,Serbia,Both,20-24 years,Alcohol use disorders,Percent,2012,0.022704985,0.034619062,0.013941922
All Population,Prevalence,Serbia,Both,20-24 years,Alcohol use disorders,Rate,2012,2230.78445,3393.406392,1370.183466
All Population,Prevalence,Serbia,Both,25-29 years,Alcohol use disorders,Number,2012,19731.94454,26245.46814,14141.638
All Population,Prevalence,Serbia,Both,25-29 years,Alcohol use disorders,Percent,2012,0.031169395,0.04136245,0.022319638
All Population,Prevalence,Serbia,Both,25-29 years,Alcohol use disorders,Rate,2012,3082.651863,4100.236602,2209.298056
All Population,Prevalence,Serbia,Both,30-34 years,Alcohol use disorders,Number,2012,21998.90667,30151.56594,15034.92102
All Population,Prevalence,Serbia,Both,30-34 years,Alcohol use disorders,Percent,2012,0.034065515,0.046651546,0.023290317
All Population,Prevalence,Serbia,Both,30-34 years,Alcohol use disorders,Rate,2012,3381.661215,4634.884025,2311.160733
All Population,Prevalence,Serbia,Both,35-39 years,Alcohol use disorders,Number,2012,20523.80559,26497.0441,15295.4834
All Population,Prevalence,Serbia,Both,35-39 years,Alcohol use disorders,Percent,2012,0.0318032,0.04101127,0.023705542
All Population,Prevalence,Serbia,Both,35-39 years,Alcohol use disorders,Rate,2012,3164.78909,4085.867786,2358.577155
All Population,Prevalence,Serbia,Both,40-44 years,Alcohol use disorders,Number,2012,17692.05322,23118.73195,12888.34434
All Population,Prevalence,Serbia,Both,40-44 years,Alcohol use disorders,Percent,2012,0.029600175,0.038660872,0.021543912
All Population,Prevalence,Serbia,Both,40-44 years,Alcohol use disorders,Rate,2012,2949.088679,3853.661857,2148.358356
All Population,Prevalence,Serbia,Both,45-49 years,Alcohol use disorders,Number,2012,17244.9674,20799.52422,13721.68705
All Population,Prevalence,Serbia,Both,45-49 years,Alcohol use disorders,Percent,2012,0.029511947,0.035568314,0.023465539
All Population,Prevalence,Serbia,Both,45-49 years,Alcohol use disorders,Rate,2012,2943.160991,3549.809455,2341.850415
All Population,Prevalence,Serbia,Both,50-54 years,Alcohol use disorders,Number,2012,18031.10928,22575.60736,14386.2579
All Population,Prevalence,Serbia,Both,50-54 years,Alcohol use disorders,Percent,2012,0.029689952,0.037157279,0.023695725
All Population,Prevalence,Serbia,Both,50-54 years,Alcohol use disorders,Rate,2012,2963.621043,3710.561784,2364.547626
All Population,Prevalence,Malta,Both,15-19 years,Alcohol use disorders,Number,2014,390.388201,606.2130313,206.5498262
All Population,Prevalence,Malta,Both,15-19 years,Alcohol use disorders,Percent,2014,0.016066609,0.025048447,0.008508235
All Population,Prevalence,Malta,Both,15-19 years,Alcohol use disorders,Rate,2014,1509.400769,2343.86801,798.6062741
All Population,Prevalence,Malta,Both,20-24 years,Alcohol use disorders,Number,2014,1226.615051,1983.268734,714.7445343
All Population,Prevalence,Malta,Both,20-24 years,Alcohol use disorders,Percent,2014,0.039944405,0.06452763,0.023395543
All Population,Prevalence,Malta,Both,20-24 years,Alcohol use disorders,Rate,2014,3850.110091,6225.101312,2243.446419
All Population,Prevalence,Malta,Both,25-29 years,Alcohol use disorders,Number,2014,1323.56298,1833.348079,880.3533106
All Population,Prevalence,Malta,Both,25-29 years,Alcohol use disorders,Percent,2014,0.03929068,0.05409689,0.026105748
All Population,Prevalence,Malta,Both,25-29 years,Alcohol use disorders,Rate,2014,3835.161808,5312.317314,2550.915556
All Population,Prevalence,Malta,Both,30-34 years,Alcohol use disorders,Number,2014,1128.844023,1659.2579,681.5127982
All Population,Prevalence,Malta,Both,30-34 years,Alcohol use disorders,Percent,2014,0.033216676,0.048665108,0.020087807
All Population,Prevalence,Malta,Both,30-34 years,Alcohol use disorders,Rate,2014,3266.634511,4801.53946,1972.153089
All Population,Prevalence,Malta,Both,35-39 years,Alcohol use disorders,Number,2014,903.8480229,1250.897739,599.5915331
All Population,Prevalence,Malta,Both,35-39 years,Alcohol use disorders,Percent,2014,0.027410423,0.037901898,0.018162099
All Population,Prevalence,Malta,Both,35-39 years,Alcohol use disorders,Rate,2014,2709.491591,3749.852652,1797.413034
All Population,Prevalence,Malta,Both,40-44 years,Alcohol use disorders,Number,2014,647.1005074,917.7294665,421.2150222
All Population,Prevalence,Malta,Both,40-44 years,Alcohol use disorders,Percent,2014,0.02227073,0.031499009,0.014492587
All Population,Prevalence,Malta,Both,40-44 years,Alcohol use disorders,Rate,2014,2207.227549,3130.329428,1436.743428
All Population,Prevalence,Malta,Both,45-49 years,Alcohol use disorders,Number,2014,514.6051739,685.9954508,375.7653531
All Population,Prevalence,Malta,Both,45-49 years,Alcohol use disorders,Percent,2014,0.019472816,0.025956199,0.014229434
All Population,Prevalence,Malta,Both,45-49 years,Alcohol use disorders,Rate,2014,1934.766126,2579.143834,1412.768689
All Population,Prevalence,Malta,Both,50-54 years,Alcohol use disorders,Number,2014,517.156806,741.2978844,360.549576
All Population,Prevalence,Malta,Both,50-54 years,Alcohol use disorders,Percent,2014,0.017157429,0.024545154,0.011954035
All Population,Prevalence,Malta,Both,50-54 years,Alcohol use disorders,Rate,2014,1707.963493,2448.212436,1190.752023
All Population,Prevalence,Romania,Both,15-19 years,Alcohol use disorders,Number,2014,8389.520945,13716.09904,4914.217547
All Population,Prevalence,Romania,Both,15-19 years,Alcohol use disorders,Percent,2014,0.008197173,0.01337183,0.004780752
All Population,Prevalence,Romania,Both,15-19 years,Alcohol use disorders,Rate,2014,776.2785405,1269.144379,454.7103047
All Population,Prevalence,Romania,Both,20-24 years,Alcohol use disorders,Number,2014,26482.90621,40175.06999,16759.02565
All Population,Prevalence,Romania,Both,20-24 years,Alcohol use disorders,Percent,2014,0.023849908,0.035804598,0.015156016
All Population,Prevalence,Romania,Both,20-24 years,Alcohol use disorders,Rate,2014,2313.602402,3509.778637,1464.103739
All Population,Prevalence,Romania,Both,25-29 years,Alcohol use disorders,Number,2014,45589.62295,61198.91902,32225.02142
All Population,Prevalence,Romania,Both,25-29 years,Alcohol use disorders,Percent,2014,0.033183715,0.044482081,0.023618221
All Population,Prevalence,Romania,Both,25-29 years,Alcohol use disorders,Rate,2014,3261.720567,4378.491418,2305.546928
All Population,Prevalence,Romania,Both,30-34 years,Alcohol use disorders,Number,2014,49812.00218,68194.5158,33952.53006
All Population,Prevalence,Romania,Both,30-34 years,Alcohol use disorders,Percent,2014,0.036867958,0.050601248,0.025106045
All Population,Prevalence,Romania,Both,30-34 years,Alcohol use disorders,Rate,2014,3645.941534,4991.431918,2485.122744
All Population,Prevalence,Romania,Both,35-39 years,Alcohol use disorders,Number,2014,56721.80519,74263.1727,41757.53985
All Population,Prevalence,Romania,Both,35-39 years,Alcohol use disorders,Percent,2014,0.035662444,0.046644036,0.026309656
All Population,Prevalence,Romania,Both,35-39 years,Alcohol use disorders,Rate,2014,3541.714273,4636.998731,2607.34429
All Population,Prevalence,Romania,Both,40-44 years,Alcohol use disorders,Number,2014,52910.33533,68610.59382,39520.67961
All Population,Prevalence,Romania,Both,40-44 years,Alcohol use disorders,Percent,2014,0.033742764,0.043835611,0.025210754
All Population,Prevalence,Romania,Both,40-44 years,Alcohol use disorders,Rate,2014,3358.645261,4355.267159,2508.695938
All Population,Prevalence,Romania,Both,45-49 years,Alcohol use disorders,Number,2014,48004.99478,60498.22619,38477.19827
All Population,Prevalence,Romania,Both,45-49 years,Alcohol use disorders,Percent,2014,0.031770294,0.040073804,0.025454074
All Population,Prevalence,Romania,Both,45-49 years,Alcohol use disorders,Rate,2014,3167.501554,3991.839315,2538.831342
All Population,Prevalence,Romania,Both,50-54 years,Alcohol use disorders,Number,2014,34945.92983,43605.91808,27791.53298
All Population,Prevalence,Romania,Both,50-54 years,Alcohol use disorders,Percent,2014,0.030221082,0.03768225,0.024034547
All Population,Prevalence,Romania,Both,50-54 years,Alcohol use disorders,Rate,2014,3016.648666,3764.207599,2399.057381
All Population,Prevalence,Slovenia,Both,15-19 years,Alcohol use disorders,Number,2012,808.1707616,1269.477588,462.2694589
All Population,Prevalence,Slovenia,Both,15-19 years,Alcohol use disorders,Percent,2012,0.008522813,0.013493441,0.00488528
All Population,Prevalence,Slovenia,Both,15-19 years,Alcohol use disorders,Rate,2012,808.0232286,1269.245842,462.1850708
All Population,Prevalence,Slovenia,Both,20-24 years,Alcohol use disorders,Number,2012,3038.011929,4432.275963,1958.940866
All Population,Prevalence,Slovenia,Both,20-24 years,Alcohol use disorders,Percent,2012,0.025364084,0.037168729,0.016300364
All Population,Prevalence,Slovenia,Both,20-24 years,Alcohol use disorders,Rate,2012,2464.599818,3595.702317,1589.198928
All Population,Prevalence,Slovenia,Both,25-29 years,Alcohol use disorders,Number,2012,4950.345343,6408.921421,3738.084743
All Population,Prevalence,Slovenia,Both,25-29 years,Alcohol use disorders,Percent,2012,0.03557213,0.046086435,0.026881211
All Population,Prevalence,Slovenia,Both,25-29 years,Alcohol use disorders,Rate,2012,3499.117342,4530.101747,2642.239328
All Population,Prevalence,Slovenia,Both,30-34 years,Alcohol use disorders,Number,2012,6243.340128,7924.168258,4484.712142
All Population,Prevalence,Slovenia,Both,30-34 years,Alcohol use disorders,Percent,2012,0.040017856,0.050664233,0.028801272
All Population,Prevalence,Slovenia,Both,30-34 years,Alcohol use disorders,Rate,2012,3961.964196,5028.601723,2845.955622
All Population,Prevalence,Slovenia,Both,35-39 years,Alcohol use disorders,Number,2012,6141.398579,7380.292167,4902.30099
All Population,Prevalence,Slovenia,Both,35-39 years,Alcohol use disorders,Percent,2012,0.040311789,0.048373961,0.0321899
All Population,Prevalence,Slovenia,Both,35-39 years,Alcohol use disorders,Rate,2012,4008.532094,4817.166259,3199.764777
All Population,Prevalence,Slovenia,Both,40-44 years,Alcohol use disorders,Number,2012,5872.847003,7286.173156,4662.006702
All Population,Prevalence,Slovenia,Both,40-44 years,Alcohol use disorders,Percent,2012,0.039876345,0.049471035,0.031653891
All Population,Prevalence,Slovenia,Both,40-44 years,Alcohol use disorders,Rate,2012,3974.079639,4930.459175,3154.719662
All Population,Prevalence,Slovenia,Both,45-49 years,Alcohol use disorders,Number,2012,6152.74519,7594.069261,5109.938908
All Population,Prevalence,Slovenia,Both,45-49 years,Alcohol use disorders,Percent,2012,0.039143371,0.048296075,0.032510393
All Population,Prevalence,Slovenia,Both,45-49 years,Alcohol use disorders,Rate,2012,3906.050999,4821.071068,3244.028699
All Population,Prevalence,Slovenia,Both,50-54 years,Alcohol use disorders,Number,2012,5960.047194,7376.38089,4920.465911
All Population,Prevalence,Slovenia,Both,50-54 years,Alcohol use disorders,Percent,2012,0.039115018,0.048392181,0.032299196
All Population,Prevalence,Slovenia,Both,50-54 years,Alcohol use disorders,Rate,2012,3906.528205,4834.867756,3225.13199
All Population,Prevalence,Norway,Both,50-54 years,Alcohol use disorders,Percent,2014,0.02183209,0.029101721,0.016141453
All Population,Prevalence,Norway,Both,50-54 years,Alcohol use disorders,Rate,2014,2176.204934,2902.381784,1609.13821
All Population,Prevalence,Ireland,Both,15-19 years,Alcohol use disorders,Number,2010,6489.533141,9794.893496,3755.76062
All Population,Prevalence,Ireland,Both,15-19 years,Alcohol use disorders,Percent,2010,0.023581228,0.034921355,0.013833814
All Population,Prevalence,Ireland,Both,15-19 years,Alcohol use disorders,Rate,2010,2219.944663,3350.644965,1284.773583
All Population,Prevalence,Ireland,Both,20-24 years,Alcohol use disorders,Number,2010,18826.54234,28472.15204,11786.17414
All Population,Prevalence,Ireland,Both,20-24 years,Alcohol use disorders,Percent,2010,0.062571584,0.094413108,0.03921945
All Population,Prevalence,Ireland,Both,20-24 years,Alcohol use disorders,Rate,2010,6044.257705,9140.978796,3783.948883
All Population,Prevalence,Ireland,Both,25-29 years,Alcohol use disorders,Number,2010,25305.68203,33658.48132,18652.06511
All Population,Prevalence,Ireland,Both,25-29 years,Alcohol use disorders,Percent,2010,0.067067276,0.089023815,0.049957907
All Population,Prevalence,Ireland,Both,25-29 years,Alcohol use disorders,Rate,2010,6555.497474,8719.310114,4831.862094
All Population,Prevalence,Ireland,Both,30-34 years,Alcohol use disorders,Number,2010,24415.66953,33035.82009,16369.16101
All Population,Prevalence,Ireland,Both,30-34 years,Alcohol use disorders,Percent,2010,0.063013718,0.085004295,0.042024637
All Population,Prevalence,Ireland,Both,30-34 years,Alcohol use disorders,Rate,2010,6198.611976,8387.082313,4155.776983
All Population,Prevalence,Ireland,Both,35-39 years,Alcohol use disorders,Number,2010,22250.60444,27663.89928,16918.67762
All Population,Prevalence,Ireland,Both,35-39 years,Alcohol use disorders,Percent,2010,0.060930393,0.07594456,0.046374081
All Population,Prevalence,Ireland,Both,35-39 years,Alcohol use disorders,Rate,2010,6022.912693,7488.212314,4579.638205
All Population,Prevalence,Ireland,Both,40-44 years,Alcohol use disorders,Number,2010,19212.01509,25186.61076,14211.98317
All Population,Prevalence,Ireland,Both,40-44 years,Alcohol use disorders,Percent,2010,0.058526854,0.076653261,0.043252341
All Population,Prevalence,Ireland,Both,40-44 years,Alcohol use disorders,Rate,2010,5800.1987,7603.957541,4290.665292
All Population,Prevalence,Ireland,Both,45-49 years,Alcohol use disorders,Number,2010,16511.36178,20792.81153,12849.30875
All Population,Prevalence,Ireland,Both,45-49 years,Alcohol use disorders,Percent,2010,0.053944701,0.067981332,0.042053344
All Population,Prevalence,Ireland,Both,45-49 years,Alcohol use disorders,Rate,2010,5359.374937,6749.078272,4170.719787
All Population,Prevalence,Ireland,Both,50-54 years,Alcohol use disorders,Number,2010,13219.10585,16817.52658,10419.74052
All Population,Prevalence,Ireland,Both,50-54 years,Alcohol use disorders,Percent,2010,0.048808165,0.062083938,0.038444501
All Population,Prevalence,Ireland,Both,50-54 years,Alcohol use disorders,Rate,2010,4858.443564,6180.978101,3829.587404
All Population,Prevalence,Belarus,Both,15-19 years,Alcohol use disorders,Number,2012,4525.093742,6426.463151,2966.970897
All Population,Prevalence,Belarus,Both,15-19 years,Alcohol use disorders,Percent,2012,0.009173124,0.012865667,0.005980859
All Population,Prevalence,Belarus,Both,15-19 years,Alcohol use disorders,Rate,2012,855.3125827,1214.700757,560.8033082
All Population,Prevalence,Belarus,Both,20-24 years,Alcohol use disorders,Number,2012,16526.69152,22086.17349,11744.86529
All Population,Prevalence,Belarus,Both,20-24 years,Alcohol use disorders,Percent,2012,0.023524247,0.031376972,0.016779729
All Population,Prevalence,Belarus,Both,20-24 years,Alcohol use disorders,Rate,2012,2274.732308,3039.938897,1616.562183
All Population,Prevalence,Belarus,Both,25-29 years,Alcohol use disorders,Number,2012,27947.09813,33776.21586,22567.1431
All Population,Prevalence,Belarus,Both,25-29 years,Alcohol use disorders,Percent,2012,0.035032209,0.042469556,0.028509574
All Population,Prevalence,Belarus,Both,25-29 years,Alcohol use disorders,Rate,2012,3440.791813,4158.461335,2778.422319
All Population,Prevalence,Belarus,Both,30-34 years,Alcohol use disorders,Number,2012,31453.24478,36606.85325,26160.5329
All Population,Prevalence,Belarus,Both,30-34 years,Alcohol use disorders,Percent,2012,0.043467102,0.050760216,0.036175869
