population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,Monaco,Both Sexes,45-49 years,Alcohol use disorders,Percent,2010,0.021193245,0.029905426,0.014804886
All Population,Prevalence,Monaco,Both Sexes,45-49 years,Alcohol use disorders,Rate,2010,2105.007911,2970.924304,1469.818184
All Population,Prevalence,Monaco,Both Sexes,50-54 years,Alcohol use disorders,Number,2010,47.72159024544314,72.06846181838755,30.998399689428734
All Population,Prevalence,Monaco,Both Sexes,50-54 years,Alcohol use disorders,Percent,2010,0.018209717,0.027480031,0.011829513
All Population,Prevalence,Monaco,Both Sexes,50-54 years,Alcohol use disorders,Rate,2010,1812.429843,2737.10558,1177.295736
All Population,Prevalence,Estonia,Both Sexes,15-19 years,Alcohol use disorders,Number,2014,428.14308214510834,604.4576371464989,283.8876835057744
All Population,Prevalence,Estonia,Both Sexes,15-19 years,Alcohol use disorders,Percent,2014,0.007572006,0.010829949,0.005019177
All Population,Prevalence,Estonia,Both Sexes,15-19 years,Alcohol use disorders,Rate,2014,696.6839067,983.586856,461.94832676890996
All Population,Prevalence,Estonia,Both Sexes,20-24 years,Alcohol use disorders,Number,2014,1521.9165288400395,2095.8775005271955,1071.2388611491624
All Population,Prevalence,Estonia,Both Sexes,20-24 years,Alcohol use disorders,Percent,2014,0.018489688,0.025216864,0.013185734
All Population,Prevalence,Estonia,Both Sexes,20-24 years,Alcohol use disorders,Rate,2014,1773.288465,2442.049432,1248.17326
All Population,Prevalence,Estonia,Both Sexes,25-29 years,Alcohol use disorders,Number,2014,2168.515437396668,2719.8294034893534,1733.868979973191
All Population,Prevalence,Estonia,Both Sexes,25-29 years,Alcohol use disorders,Percent,2014,0.02276107,0.028623204,0.018298937
All Population,Prevalence,Estonia,Both Sexes,25-29 years,Alcohol use disorders,Rate,2014,2220.855663,2785.476381,1775.718391
All Population,Prevalence,Estonia,Both Sexes,30-34 years,Alcohol use disorders,Number,2014,2290.694692209688,2812.7650370858228,1790.9450010472929
All Population,Prevalence,Estonia,Both Sexes,30-34 years,Alcohol use disorders,Percent,2014,0.025353295,0.031179044,0.019854879
All Population,Prevalence,Estonia,Both Sexes,30-34 years,Alcohol use disorders,Rate,2014,2495.907048,3064.747173,1951.387178
All Population,Prevalence,Estonia,Both Sexes,35-39 years,Alcohol use disorders,Number,2014,2572.422289792792,3072.2042487779618,2049.0362188269846
All Population,Prevalence,Estonia,Both Sexes,35-39 years,Alcohol use disorders,Percent,2014,0.02876301,0.034284349,0.022966994
All Population,Prevalence,Estonia,Both Sexes,35-39 years,Alcohol use disorders,Rate,2014,2848.293157,3401.672569,2268.778289
All Population,Prevalence,Estonia,Both Sexes,40-44 years,Alcohol use disorders,Number,2014,3084.270568608829,3766.80698,2531.0936878899925
All Population,Prevalence,Estonia,Both Sexes,40-44 years,Alcohol use disorders,Percent,2014,0.033786548,0.041219099,0.027698221
All Population,Prevalence,Estonia,Both Sexes,40-44 years,Alcohol use disorders,Rate,2014,3355.9674041257704,4098.62921,2754.060555
All Population,Prevalence,Estonia,Both Sexes,45-49 years,Alcohol use disorders,Number,2014,3522.6883838794283,4721.528691705265,2998.0401590951083
All Population,Prevalence,Estonia,Both Sexes,45-49 years,Alcohol use disorders,Percent,2014,0.041803097,0.056010495,0.035539667
All Population,Prevalence,Estonia,Both Sexes,45-49 years,Alcohol use disorders,Rate,2014,4162.624344,5579.247476,3542.667869
All Population,Prevalence,Estonia,Both Sexes,50-54 years,Alcohol use disorders,Number,2014,4526.279114134636,5936.323210347158,3734.711503479216
All Population,Prevalence,Estonia,Both Sexes,50-54 years,Alcohol use disorders,Percent,2014,0.049415416,0.064820634,0.040791172
All Population,Prevalence,Estonia,Both Sexes,50-54 years,Alcohol use disorders,Rate,2014,4929.764045,6465.503338,4067.633927
All Population,Prevalence,Serbia,Both Sexes,15-19 years,Alcohol use disorders,Number,2012,4480.941740854126,7336.792516163702,2449.1991533544897
All Population,Prevalence,Serbia,Both Sexes,15-19 years,Alcohol use disorders,Percent,2012,0.007871001,0.012844393,0.004296635
All Population,Prevalence,Serbia,Both Sexes,15-19 years,Alcohol use disorders,Rate,2012,759.6871982,1243.860704,415.23084883823003
All Population,Prevalence,Serbia,Both Sexes,20-24 years,Alcohol use disorders,Number,2012,13793.102864577664,20981.67908187303,8471.944250913415
All Population,Prevalence,Serbia,Both Sexes,20-24 years,Alcohol use disorders,Percent,2012,0.022704985,0.034619062,0.013941922
All Population,Prevalence,Serbia,Both Sexes,20-24 years,Alcohol use disorders,Rate,2012,2230.78445,3393.406392,1370.183466
All Population,Prevalence,Serbia,Both Sexes,25-29 years,Alcohol use disorders,Number,2012,19731.94454326909,26245.46813992362,14141.637998702628
All Population,Prevalence,Serbia,Both Sexes,25-29 years,Alcohol use disorders,Percent,2012,0.031169395,0.04136245,0.022319638
All Population,Prevalence,Serbia,Both Sexes,25-29 years,Alcohol use disorders,Rate,2012,3082.651863,4100.236602,2209.2980558525496
All Population,Prevalence,Serbia,Both Sexes,30-34 years,Alcohol use disorders,Number,2012,21998.90667186541,30151.565939079435,15034.921015342794
All Population,Prevalence,Serbia,Both Sexes,30-34 years,Alcohol use disorders,Percent,2012,0.034065515,0.046651546,0.023290317
All Population,Prevalence,Serbia,Both Sexes,30-34 years,Alcohol use disorders,Rate,2012,3381.6612149071098,4634.884025,2311.160733
All Population,Prevalence,Serbia,Both Sexes,35-39 years,Alcohol use disorders,Number,2012,20523.80559106482,26497.04410445704,15295.483399583263
All Population,Prevalence,Serbia,Both Sexes,35-39 years,Alcohol use disorders,Percent,2012,0.0318032,0.04101127,0.023705542
All Population,Prevalence,Serbia,Both Sexes,35-39 years,Alcohol use disorders,Rate,2012,3164.78909,4085.8677856283102,2358.577155
All Population,Prevalence,Serbia,Both Sexes,40-44 years,Alcohol use disorders,Number,2012,17692.053221304013,23118.73195,12888.34433681286
All Population,Prevalence,Serbia,Both Sexes,40-44 years,Alcohol use disorders,Percent,2012,0.029600175,0.038660872,0.021543912
All Population,Prevalence,Serbia,Both Sexes,40-44 years,Alcohol use disorders,Rate,2012,2949.088679,3853.6618566378097,2148.3583560594802
All Population,Prevalence,Serbia,Both Sexes,45-49 years,Alcohol use disorders,Number,2012,17244.967401338236,20799.524222117023,13721.687054808355
All Population,Prevalence,Serbia,Both Sexes,45-49 years,Alcohol use disorders,Percent,2012,0.029511947,0.035568314,0.023465539
All Population,Prevalence,Serbia,Both Sexes,45-49 years,Alcohol use disorders,Rate,2012,2943.1609911128103,3549.809455,2341.850415
All Population,Prevalence,Serbia,Both Sexes,50-54 years,Alcohol use disorders,Number,2012,18031.10928,22575.60736004299,14386.25789973194
All Population,Prevalence,Serbia,Both Sexes,50-54 years,Alcohol use disorders,Percent,2012,0.029689952,0.037157279,0.023695725
All Population,Prevalence,Serbia,Both Sexes,50-54 years,Alcohol use disorders,Rate,2012,2963.621043,3710.561784,2364.547626
All Population,Prevalence,Malta,Both Sexes,15-19 years,Alcohol use disorders,Number,2014,390.38820096463473,606.2130313223531,206.5498262
All Population,Prevalence,Malta,Both Sexes,15-19 years,Alcohol use disorders,Percent,2014,0.016066609,0.025048447,0.008508235
All Population,Prevalence,Malta,Both Sexes,15-19 years,Alcohol use disorders,Rate,2014,1509.400769,2343.86801,798.6062741
All Population,Prevalence,Malta,Both Sexes,20-24 years,Alcohol use disorders,Number,2014,1226.6150512718025,1983.268733862664,714.7445342755395
All Population,Prevalence,Malta,Both Sexes,20-24 years,Alcohol use disorders,Percent,2014,0.039944405,0.06452763,0.023395543
All Population,Prevalence,Malta,Both Sexes,20-24 years,Alcohol use disorders,Rate,2014,3850.110091,6225.101312,2243.446419
All Population,Prevalence,Malta,Both Sexes,25-29 years,Alcohol use disorders,Number,2014,1323.5629795237203,1833.348078604375,880.3533105811845
All Population,Prevalence,Malta,Both Sexes,25-29 years,Alcohol use disorders,Percent,2014,0.03929068,0.05409689,0.026105748
All Population,Prevalence,Malta,Both Sexes,25-29 years,Alcohol use disorders,Rate,2014,3835.1618080059197,5312.317313660949,2550.915556
All Population,Prevalence,Malta,Both Sexes,30-34 years,Alcohol use disorders,Number,2014,1128.8440228796028,1659.2579002915268,681.5127982418255
All Population,Prevalence,Malta,Both Sexes,30-34 years,Alcohol use disorders,Percent,2014,0.033216676,0.048665108,0.020087807
All Population,Prevalence,Malta,Both Sexes,30-34 years,Alcohol use disorders,Rate,2014,3266.634511,4801.53946,1972.1530888558498
All Population,Prevalence,Malta,Both Sexes,35-39 years,Alcohol use disorders,Number,2014,903.8480229497524,1250.8977394032058,599.5915330666319
All Population,Prevalence,Malta,Both Sexes,35-39 years,Alcohol use disorders,Percent,2014,0.027410423,0.037901898,0.018162099
All Population,Prevalence,Malta,Both Sexes,35-39 years,Alcohol use disorders,Rate,2014,2709.491591,3749.8526524021304,1797.413034
All Population,Prevalence,Malta,Both Sexes,40-44 years,Alcohol use disorders,Number,2014,647.1005074344683,917.7294664751994,421.21502223293726
All Population,Prevalence,Malta,Both Sexes,40-44 years,Alcohol use disorders,Percent,2014,0.02227073,0.031499009,0.014492587
All Population,Prevalence,Malta,Both Sexes,40-44 years,Alcohol use disorders,Rate,2014,2207.227549,3130.329428,1436.743428
All Population,Prevalence,Malta,Both Sexes,45-49 years,Alcohol use disorders,Number,2014,514.6051738711147,685.9954508295336,375.76535312693386
All Population,Prevalence,Malta,Both Sexes,45-49 years,Alcohol use disorders,Percent,2014,0.019472816,0.025956199,0.014229434
All Population,Prevalence,Malta,Both Sexes,45-49 years,Alcohol use disorders,Rate,2014,1934.766126,2579.143834,1412.768689
All Population,Prevalence,Malta,Both Sexes,50-54 years,Alcohol use disorders,Number,2014,517.1568060237984,741.2978843996095,360.5495760028299
All Population,Prevalence,Malta,Both Sexes,50-54 years,Alcohol use disorders,Percent,2014,0.017157429,0.024545154,0.011954035
All Population,Prevalence,Malta,Both Sexes,50-54 years,Alcohol use disorders,Rate,2014,1707.963493,2448.212436,1190.752023
All Population,Prevalence,Romania,Both Sexes,15-19 years,Alcohol use disorders,Number,2014,8389.520945321527,13716.099043976174,4914.217547101069
All Population,Prevalence,Romania,Both Sexes,15-19 years,Alcohol use disorders,Percent,2014,0.008197173,0.01337183,0.004780752
All Population,Prevalence,Romania,Both Sexes,15-19 years,Alcohol use disorders,Rate,2014,776.2785405,1269.144379,454.71030466729997
All Population,Prevalence,Romania,Both Sexes,20-24 years,Alcohol use disorders,Number,2014,26482.90620705044,40175.06999287331,16759.025653175093
All Population,Prevalence,Romania,Both Sexes,20-24 years,Alcohol use disorders,Percent,2014,0.023849908,0.035804598,0.015156016
All Population,Prevalence,Romania,Both Sexes,20-24 years,Alcohol use disorders,Rate,2014,2313.602402,3509.778637,1464.103739
All Population,Prevalence,Romania,Both Sexes,25-29 years,Alcohol use disorders,Number,2014,45589.622951270176,61198.91902283052,32225.021422479156
All Population,Prevalence,Romania,Both Sexes,25-29 years,Alcohol use disorders,Percent,2014,0.033183715,0.044482081,0.023618221
All Population,Prevalence,Romania,Both Sexes,25-29 years,Alcohol use disorders,Rate,2014,3261.7205665306096,4378.4914176537595,2305.546928
All Population,Prevalence,Romania,Both Sexes,30-34 years,Alcohol use disorders,Number,2014,49812.00218163424,68194.51580122838,33952.53005909751
All Population,Prevalence,Romania,Both Sexes,30-34 years,Alcohol use disorders,Percent,2014,0.036867958,0.050601248,0.025106045
All Population,Prevalence,Romania,Both Sexes,30-34 years,Alcohol use disorders,Rate,2014,3645.941534,4991.431918,2485.122744
All Population,Prevalence,Romania,Both Sexes,35-39 years,Alcohol use disorders,Number,2014,56721.80519269215,74263.17269773337,41757.53985071782
All Population,Prevalence,Romania,Both Sexes,35-39 years,Alcohol use disorders,Percent,2014,0.035662444,0.046644036,0.026309656
All Population,Prevalence,Romania,Both Sexes,35-39 years,Alcohol use disorders,Rate,2014,3541.714273,4636.998731,2607.3442898685103
All Population,Prevalence,Romania,Both Sexes,40-44 years,Alcohol use disorders,Number,2014,52910.33532877339,68610.59382,39520.679614059816
All Population,Prevalence,Romania,Both Sexes,40-44 years,Alcohol use disorders,Percent,2014,0.033742764,0.043835611,0.025210754
All Population,Prevalence,Romania,Both Sexes,40-44 years,Alcohol use disorders,Rate,2014,3358.645261,4355.267159,2508.695938
All Population,Prevalence,Romania,Both Sexes,45-49 years,Alcohol use disorders,Number,2014,48004.99477640631,60498.22619113197,38477.19826652196
All Population,Prevalence,Romania,Both Sexes,45-49 years,Alcohol use disorders,Percent,2014,0.031770294,0.040073804,0.025454074
All Population,Prevalence,Romania,Both Sexes,45-49 years,Alcohol use disorders,Rate,2014,3167.5015541129196,3991.839315,2538.831342
All Population,Prevalence,Romania,Both Sexes,50-54 years,Alcohol use disorders,Number,2014,34945.929830625915,43605.91808189944,27791.53298
All Population,Prevalence,Romania,Both Sexes,50-54 years,Alcohol use disorders,Percent,2014,0.030221082,0.03768225,0.024034547
All Population,Prevalence,Romania,Both Sexes,50-54 years,Alcohol use disorders,Rate,2014,3016.648666,3764.207599,2399.057381
All Population,Prevalence,Slovenia,Both Sexes,15-19 years,Alcohol use disorders,Number,2012,808.1707615910801,1269.477587875759,462.26945892456615
All Population,Prevalence,Slovenia,Both Sexes,15-19 years,Alcohol use disorders,Percent,2012,0.008522813,0.013493441,0.00488528
All Population,Prevalence,Slovenia,Both Sexes,15-19 years,Alcohol use disorders,Rate,2012,808.0232285643699,1269.2458424578701,462.18507080305994
All Population,Prevalence,Slovenia,Both Sexes,20-24 years,Alcohol use disorders,Number,2012,3038.011928978016,4432.2759633093865,1958.940865787168
All Population,Prevalence,Slovenia,Both Sexes,20-24 years,Alcohol use disorders,Percent,2012,0.025364084,0.037168729,0.016300364
All Population,Prevalence,Slovenia,Both Sexes,20-24 years,Alcohol use disorders,Rate,2012,2464.599818,3595.7023169470103,1589.198928
All Population,Prevalence,Slovenia,Both Sexes,25-29 years,Alcohol use disorders,Number,2012,4950.345342723453,6408.921420956049,3738.084743354497
All Population,Prevalence,Slovenia,Both Sexes,25-29 years,Alcohol use disorders,Percent,2012,0.03557213,0.046086435,0.026881211
All Population,Prevalence,Slovenia,Both Sexes,25-29 years,Alcohol use disorders,Rate,2012,3499.1173415306803,4530.101746848491,2642.2393275671902
All Population,Prevalence,Slovenia,Both Sexes,30-34 years,Alcohol use disorders,Number,2012,6243.340128494556,7924.168258367266,4484.712141531144
All Population,Prevalence,Slovenia,Both Sexes,30-34 years,Alcohol use disorders,Percent,2012,0.040017856,0.050664233,0.028801272
All Population,Prevalence,Slovenia,Both Sexes,30-34 years,Alcohol use disorders,Rate,2012,3961.9641964134603,5028.601723,2845.955622
All Population,Prevalence,Slovenia,Both Sexes,35-39 years,Alcohol use disorders,Number,2012,6141.398578751634,7380.292167080767,4902.300990005719
All Population,Prevalence,Slovenia,Both Sexes,35-39 years,Alcohol use disorders,Percent,2012,0.040311789,0.048373961,0.0321899
All Population,Prevalence,Slovenia,Both Sexes,35-39 years,Alcohol use disorders,Rate,2012,4008.532094,4817.166259,3199.764777
All Population,Prevalence,Slovenia,Both Sexes,40-44 years,Alcohol use disorders,Number,2012,5872.847003,7286.173156276447,4662.0067024465125
All Population,Prevalence,Slovenia,Both Sexes,40-44 years,Alcohol use disorders,Percent,2012,0.039876345,0.049471035,0.031653891
All Population,Prevalence,Slovenia,Both Sexes,40-44 years,Alcohol use disorders,Rate,2012,3974.079639,4930.459175,3154.7196621888297
All Population,Prevalence,Slovenia,Both Sexes,45-49 years,Alcohol use disorders,Number,2012,6152.745189657947,7594.069260557595,5109.9389077012365
All Population,Prevalence,Slovenia,Both Sexes,45-49 years,Alcohol use disorders,Percent,2012,0.039143371,0.048296075,0.032510393
All Population,Prevalence,Slovenia,Both Sexes,45-49 years,Alcohol use disorders,Rate,2012,3906.0509990691003,4821.071068,3244.0286994427197
All Population,Prevalence,Slovenia,Both Sexes,50-54 years,Alcohol use disorders,Number,2012,5960.047194081385,7376.380890370381,4920.465910845845
All Population,Prevalence,Slovenia,Both Sexes,50-54 years,Alcohol use disorders,Percent,2012,0.039115018,0.048392181,0.032299196
All Population,Prevalence,Slovenia,Both Sexes,50-54 years,Alcohol use disorders,Rate,2012,3906.528205,4834.867756,3225.1319895562096
All Population,Prevalence,Norway,Both Sexes,50-54 years,Alcohol use disorders,Percent,2014,0.02183209,0.029101721,0.016141453
All Population,Prevalence,Norway,Both Sexes,50-54 years,Alcohol use disorders,Rate,2014,2176.204934,2902.381784,1609.13821
All Population,Prevalence,Ireland,Both Sexes,15-19 years,Alcohol use disorders,Number,2010,6489.533141225332,9794.893496392162,3755.760619968544
All Population,Prevalence,Ireland,Both Sexes,15-19 years,Alcohol use disorders,Percent,2010,0.023581228,0.034921355,0.013833814
All Population,Prevalence,Ireland,Both Sexes,15-19 years,Alcohol use disorders,Rate,2010,2219.944663,3350.6449651149896,1284.773583
All Population,Prevalence,Ireland,Both Sexes,20-24 years,Alcohol use disorders,Number,2010,18826.54234020541,28472.152039366403,11786.174142396916
All Population,Prevalence,Ireland,Both Sexes,20-24 years,Alcohol use disorders,Percent,2010,0.062571584,0.094413108,0.03921945
All Population,Prevalence,Ireland,Both Sexes,20-24 years,Alcohol use disorders,Rate,2010,6044.2577045545195,9140.978796,3783.948883
All Population,Prevalence,Ireland,Both Sexes,25-29 years,Alcohol use disorders,Number,2010,25305.682026775925,33658.481315142926,18652.06511415963
All Population,Prevalence,Ireland,Both Sexes,25-29 years,Alcohol use disorders,Percent,2010,0.067067276,0.089023815,0.049957907
All Population,Prevalence,Ireland,Both Sexes,25-29 years,Alcohol use disorders,Rate,2010,6555.497473994889,8719.310114,4831.862094
All Population,Prevalence,Ireland,Both Sexes,30-34 years,Alcohol use disorders,Number,2010,24415.66953,33035.82009142438,16369.161006274604
All Population,Prevalence,Ireland,Both Sexes,30-34 years,Alcohol use disorders,Percent,2010,0.063013718,0.085004295,0.042024637
All Population,Prevalence,Ireland,Both Sexes,30-34 years,Alcohol use disorders,Rate,2010,6198.611976151619,8387.082313,4155.776983
All Population,Prevalence,Ireland,Both Sexes,35-39 years,Alcohol use disorders,Number,2010,22250.60443784717,27663.899284038333,16918.67761524312
All Population,Prevalence,Ireland,Both Sexes,35-39 years,Alcohol use disorders,Percent,2010,0.060930393,0.07594456,0.046374081
All Population,Prevalence,Ireland,Both Sexes,35-39 years,Alcohol use disorders,Rate,2010,6022.912693,7488.212314,4579.638205
All Population,Prevalence,Ireland,Both Sexes,40-44 years,Alcohol use disorders,Number,2010,19212.015088558524,25186.61076367606,14211.983173359138
All Population,Prevalence,Ireland,Both Sexes,40-44 years,Alcohol use disorders,Percent,2010,0.058526854,0.076653261,0.043252341
All Population,Prevalence,Ireland,Both Sexes,40-44 years,Alcohol use disorders,Rate,2010,5800.1987,7603.9575408440905,4290.665292
All Population,Prevalence,Ireland,Both Sexes,45-49 years,Alcohol use disorders,Number,2010,16511.36177596553,20792.811531298023,12849.308747515912
All Population,Prevalence,Ireland,Both Sexes,45-49 years,Alcohol use disorders,Percent,2010,0.053944701,0.067981332,0.042053344
All Population,Prevalence,Ireland,Both Sexes,45-49 years,Alcohol use disorders,Rate,2010,5359.374937,6749.078271717911,4170.719787
All Population,Prevalence,Ireland,Both Sexes,50-54 years,Alcohol use disorders,Number,2010,13219.10585156658,16817.526580866317,10419.740517970484
All Population,Prevalence,Ireland,Both Sexes,50-54 years,Alcohol use disorders,Percent,2010,0.048808165,0.062083938,0.038444501
All Population,Prevalence,Ireland,Both Sexes,50-54 years,Alcohol use disorders,Rate,2010,4858.443564,6180.978101,3829.5874036929204
All Population,Prevalence,Belarus,Both Sexes,15-19 years,Alcohol use disorders,Number,2012,4525.093742002174,6426.463151052649,2966.9708967956344
All Population,Prevalence,Belarus,Both Sexes,15-19 years,Alcohol use disorders,Percent,2012,0.009173124,0.012865667,0.005980859
All Population,Prevalence,Belarus,Both Sexes,15-19 years,Alcohol use disorders,Rate,2012,855.3125827051099,1214.700757,560.8033082263499
All Population,Prevalence,Belarus,Both Sexes,20-24 years,Alcohol use disorders,Number,2012,16526.691524915987,22086.17348815542,11744.865287990498
All Population,Prevalence,Belarus,Both Sexes,20-24 years,Alcohol use disorders,Percent,2012,0.023524247,0.031376972,0.016779729
All Population,Prevalence,Belarus,Both Sexes,20-24 years,Alcohol use disorders,Rate,2012,2274.732308,3039.938897,1616.5621829549798
All Population,Prevalence,Belarus,Both Sexes,25-29 years,Alcohol use disorders,Number,2012,27947.09813,33776.21586,22567.14309827855
All Population,Prevalence,Belarus,Both Sexes,25-29 years,Alcohol use disorders,Percent,2012,0.035032209,0.042469556,0.028509574
All Population,Prevalence,Belarus,Both Sexes,25-29 years,Alcohol use disorders,Rate,2012,3440.791813,4158.461335,2778.422319
All Population,Prevalence,Belarus,Both Sexes,30-34 years,Alcohol use disorders,Number,2012,31453.24477659273,36606.85324856354,26160.53290153273
All Population,Prevalence,Belarus,Both Sexes,30-34 years,Alcohol use disorders,Percent,2012,0.043467102,0.050760216,0.036175869
All Population,Prevalence,Belarus,Both Sexes,30-34 years,Alcohol use disorders,Rate,2012,4302.291984,5007.221748,3578.3351384493303
All Population,Prevalence,Belarus,Both Sexes,35-39 years,Alcohol use disorders,Number,2012,33477.69906486613,38664.30815759659,28538.98502149929
All Population,Prevalence,Belarus,Both Sexes,35-39 years,Alcohol use disorders,Percent,2012,0.048872857,0.05644191,0.041583539
All Population,Prevalence,Belarus,Both Sexes,35-39 years,Alcohol use disorders,Rate,2012,4860.012969,5612.961593708031,4143.05168
All Population,Prevalence,Belarus,Both Sexes,40-44 years,Alcohol use disorders,Number,2012,36071.63521407637,41864.43208543318,30152.52971496326
All Population,Prevalence,Belarus,Both Sexes,40-44 years,Alcohol use disorders,Percent,2012,0.054481755,0.063184105,0.045524671
All Population,Prevalence,Belarus,Both Sexes,40-44 years,Alcohol use disorders,Rate,2012,5429.402553,6301.318282405149,4538.475199
All Population,Prevalence,Belarus,Both Sexes,45-49 years,Alcohol use disorders,Number,2012,43413.92970763656,51022.55601686298,34519.403726787474
All Population,Prevalence,Belarus,Both Sexes,45-49 years,Alcohol use disorders,Percent,2012,0.061450958,0.072202285,0.048860736
All Population,Prevalence,Belarus,Both Sexes,45-49 years,Alcohol use disorders,Rate,2012,6132.504553,7207.273315,4876.093962
All Population,Prevalence,Belarus,Both Sexes,50-54 years,Alcohol use disorders,Number,2012,54346.38395109375,65958.51768,42895.69632575316
All Population,Prevalence,Belarus,Both Sexes,50-54 years,Alcohol use disorders,Percent,2012,0.068946847,0.083663752,0.054408501
All Population,Prevalence,Belarus,Both Sexes,50-54 years,Alcohol use disorders,Rate,2012,6886.7527,8358.237783,5435.726004433221
All Population,Prevalence,Latvia,Both Sexes,15-19 years,Alcohol use disorders,Number,2012,936.4405449233597,1323.8698548703774,605.2507130307596
All Population,Prevalence,Latvia,Both Sexes,15-19 years,Alcohol use disorders,Percent,2012,0.008973087,0.012560884,0.005821383
All Population,Prevalence,Latvia,Both Sexes,15-19 years,Alcohol use disorders,Rate,2012,836.2023979360599,1182.160633,540.4636742
All Population,Prevalence,Latvia,Both Sexes,20-24 years,Alcohol use disorders,Number,2012,3278.693690323122,4527.538385551866,2287.416635014106
All Population,Prevalence,Latvia,Both Sexes,20-24 years,Alcohol use disorders,Percent,2012,0.021916913,0.030290128,0.015353547
All Population,Prevalence,Latvia,Both Sexes,20-24 years,Alcohol use disorders,Rate,2012,2117.6660035200803,2924.2786988651096,1477.412928
All Population,Prevalence,Latvia,Both Sexes,25-29 years,Alcohol use disorders,Number,2012,4270.1666146355055,5236.137117183825,3344.1153346930987
All Population,Prevalence,Latvia,Both Sexes,25-29 years,Alcohol use disorders,Percent,2012,0.028036183,0.034235501,0.02202994
All Population,Prevalence,Latvia,Both Sexes,25-29 years,Alcohol use disorders,Rate,2012,2750.525493,3372.7322435421397,2154.031753
All Population,Prevalence,Latvia,Both Sexes,30-34 years,Alcohol use disorders,Number,2012,4332.315689834633,5294.486511192308,3334.862246487924
All Population,Prevalence,Latvia,Both Sexes,30-34 years,Alcohol use disorders,Percent,2012,0.031812085,0.038878782,0.024433628
All Population,Prevalence,Latvia,Both Sexes,30-34 years,Alcohol use disorders,Rate,2012,3144.6812257623696,3843.0884367141102,2420.663555
All Population,Prevalence,Latvia,Both Sexes,35-39 years,Alcohol use disorders,Number,2012,5143.0473423102185,6275.627410410847,4170.656718866219
All Population,Prevalence,Latvia,Both Sexes,35-39 years,Alcohol use disorders,Percent,2012,0.036105375,0.044062161,0.029326546
All Population,Prevalence,Latvia,Both Sexes,35-39 years,Alcohol use disorders,Rate,2012,3586.661148,4376.500451,2908.534847
All Population,Prevalence,Latvia,Both Sexes,40-44 years,Alcohol use disorders,Number,2012,6019.67514,7212.841235957034,4894.677989696515
All Population,Prevalence,Latvia,Both Sexes,40-44 years,Alcohol use disorders,Percent,2012,0.041621919,0.049896496,0.033920865
All Population,Prevalence,Latvia,Both Sexes,40-44 years,Alcohol use disorders,Rate,2012,4144.519865,4966.009476,3369.964274
All Population,Prevalence,Latvia,Both Sexes,45-49 years,Alcohol use disorders,Number,2012,7217.464794,8673.294393,6222.107544996182
All Population,Prevalence,Latvia,Both Sexes,45-49 years,Alcohol use disorders,Percent,2012,0.049300687,0.059240318,0.042487066
All Population,Prevalence,Latvia,Both Sexes,45-49 years,Alcohol use disorders,Rate,2012,4917.248025,5909.1025641835595,4239.112612
All Population,Prevalence,Latvia,Both Sexes,50-54 years,Alcohol use disorders,Number,2012,8813.656487592472,11179.18607734284,7291.950634561283
All Population,Prevalence,Latvia,Both Sexes,50-54 years,Alcohol use disorders,Percent,2012,0.056057284,0.071095284,0.046382164
All Population,Prevalence,Latvia,Both Sexes,50-54 years,Alcohol use disorders,Rate,2012,5597.252805255161,7099.520014,4630.8692881936095
All Population,Prevalence,Serbia,Both Sexes,15-19 years,Alcohol use disorders,Number,2010,4615.971490092359,7539.724771925813,2600.1606760497866
All Population,Prevalence,Serbia,Both Sexes,15-19 years,Alcohol use disorders,Percent,2010,0.007867732,0.012901821,0.004390819
All Population,Prevalence,Serbia,Both Sexes,15-19 years,Alcohol use disorders,Rate,2010,760.4866038,1242.178315,428.3794573
All Population,Prevalence,Serbia,Both Sexes,20-24 years,Alcohol use disorders,Number,2010,13923.041301081556,21317.30265582264,8333.526890540235
All Population,Prevalence,Serbia,Both Sexes,20-24 years,Alcohol use disorders,Percent,2010,0.022465649,0.034269882,0.013425398
All Population,Prevalence,Serbia,Both Sexes,20-24 years,Alcohol use disorders,Rate,2010,2208.776353,3381.815295,1322.045718
All Population,Prevalence,Serbia,Both Sexes,25-29 years,Alcohol use disorders,Number,2010,19428.13917388218,26411.35881667664,14229.233844156988
All Population,Prevalence,Serbia,Both Sexes,25-29 years,Alcohol use disorders,Percent,2010,0.030354422,0.04124807,0.02232106
All Population,Prevalence,Serbia,Both Sexes,25-29 years,Alcohol use disorders,Rate,2010,3004.414115,4084.315977,2200.442906
All Population,Prevalence,Serbia,Both Sexes,30-34 years,Alcohol use disorders,Number,2010,21166.026309146288,29268.43250617935,14006.116129722652
All Population,Prevalence,Serbia,Both Sexes,30-34 years,Alcohol use disorders,Percent,2010,0.032965502,0.045656805,0.02183191
All Population,Prevalence,Serbia,Both Sexes,30-34 years,Alcohol use disorders,Rate,2010,3273.715018,4526.901064712511,2166.3033032856197
All Population,Prevalence,Serbia,Both Sexes,35-39 years,Alcohol use disorders,Number,2010,19342.617480383826,25182.365783793957,14208.65166426556
All Population,Prevalence,Serbia,Both Sexes,35-39 years,Alcohol use disorders,Percent,2010,0.030904476,0.040240567,0.022713841
All Population,Prevalence,Serbia,Both Sexes,35-39 years,Alcohol use disorders,Rate,2010,3075.965884,4004.6337113459904,2259.5353405639203
