population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,Croatia,Both Sexes,15-19 years,Alcohol use disorders,Percent,2015,0.008323396,0.013264929,0.004757432
All Population,Prevalence,Croatia,Both Sexes,15-19 years,Alcohol use disorders,Rate,2015,790.1841816,1266.335054,451.9786345
All Population,Prevalence,Croatia,Both Sexes,20-24 years,Alcohol use disorders,Number,2015,5752.861735523606,8775.235404099414,3707.304767605912
All Population,Prevalence,Croatia,Both Sexes,20-24 years,Alcohol use disorders,Percent,2015,0.024482635,0.037237973,0.015737726
All Population,Prevalence,Croatia,Both Sexes,20-24 years,Alcohol use disorders,Rate,2015,2375.6497688056597,3623.741873,1530.935058
All Population,Prevalence,Croatia,Both Sexes,25-29 years,Alcohol use disorders,Number,2015,8885.798918021484,11852.35995276564,6440.871920251198
All Population,Prevalence,Croatia,Both Sexes,25-29 years,Alcohol use disorders,Percent,2015,0.034656861,0.046312631,0.025110871
All Population,Prevalence,Croatia,Both Sexes,25-29 years,Alcohol use disorders,Rate,2015,3401.138798,4536.623173,2465.315678
All Population,Prevalence,Croatia,Both Sexes,30-34 years,Alcohol use disorders,Number,2015,11080.313130130016,14616.606595003312,7730.819897388805
All Population,Prevalence,Croatia,Both Sexes,30-34 years,Alcohol use disorders,Percent,2015,0.03892806,0.051264145,0.027144459
All Population,Prevalence,Croatia,Both Sexes,30-34 years,Alcohol use disorders,Rate,2015,3844.8800596834803,5071.977531,2682.602461
All Population,Prevalence,Croatia,Both Sexes,35-39 years,Alcohol use disorders,Number,2015,10943.455117567984,13706.531144219043,8182.158141256516
All Population,Prevalence,Croatia,Both Sexes,35-39 years,Alcohol use disorders,Percent,2015,0.037951561,0.047484611,0.028343268
All Population,Prevalence,Croatia,Both Sexes,35-39 years,Alcohol use disorders,Rate,2015,3766.306909,4717.249022,2815.977076
All Population,Prevalence,Croatia,Both Sexes,40-44 years,Alcohol use disorders,Number,2015,10175.449683109624,13250.006190328322,7636.762859070636
All Population,Prevalence,Croatia,Both Sexes,40-44 years,Alcohol use disorders,Percent,2015,0.036294699,0.047208275,0.027219124
All Population,Prevalence,Croatia,Both Sexes,40-44 years,Alcohol use disorders,Rate,2015,3611.349702,4702.534767,2710.3491375755702
All Population,Prevalence,Croatia,Both Sexes,45-49 years,Alcohol use disorders,Number,2015,10141.959823414536,12610.99572055712,8132.497084277338
All Population,Prevalence,Croatia,Both Sexes,45-49 years,Alcohol use disorders,Percent,2015,0.034736047,0.043199617,0.027854304
All Population,Prevalence,Croatia,Both Sexes,45-49 years,Alcohol use disorders,Rate,2015,3462.0106774082997,4304.828908562979,2776.070131
All Population,Prevalence,Croatia,Both Sexes,50-54 years,Alcohol use disorders,Number,2015,10169.284970761571,12768.83764888106,8028.492288347394
All Population,Prevalence,Croatia,Both Sexes,50-54 years,Alcohol use disorders,Percent,2015,0.033462629,0.042040521,0.026406442
All Population,Prevalence,Croatia,Both Sexes,50-54 years,Alcohol use disorders,Rate,2015,3339.060855,4192.617877,2636.136602
All Population,Prevalence,Denmark,Both Sexes,15-19 years,Alcohol use disorders,Number,2009,5606.957189606393,8521.997368738539,3301.6126237425965
All Population,Prevalence,Denmark,Both Sexes,15-19 years,Alcohol use disorders,Percent,2009,0.017477443,0.026245874,0.010316921
All Population,Prevalence,Denmark,Both Sexes,15-19 years,Alcohol use disorders,Rate,2009,1635.4454671791498,2485.7086467240297,963.0191951
All Population,Prevalence,Denmark,Both Sexes,20-24 years,Alcohol use disorders,Number,2009,14178.709593239222,21733.425068462417,9107.702383519205
All Population,Prevalence,Denmark,Both Sexes,20-24 years,Alcohol use disorders,Percent,2009,0.046962574,0.071204673,0.030217727
All Population,Prevalence,Denmark,Both Sexes,20-24 years,Alcohol use disorders,Rate,2009,4514.697479,6920.223502499979,2900.018561
All Population,Prevalence,Denmark,Both Sexes,25-29 years,Alcohol use disorders,Number,2009,16203.991765417482,21654.97334991352,11846.005165827217
All Population,Prevalence,Denmark,Both Sexes,25-29 years,Alcohol use disorders,Percent,2009,0.053016979,0.070707281,0.038776159
All Population,Prevalence,Denmark,Both Sexes,25-29 years,Alcohol use disorders,Rate,2009,5169.693418,6908.765125,3779.328935
All Population,Prevalence,Denmark,Both Sexes,30-34 years,Alcohol use disorders,Number,2009,18826.376809096244,24951.61392428931,13822.429378201055
All Population,Prevalence,Denmark,Both Sexes,30-34 years,Alcohol use disorders,Percent,2009,0.053000405,0.070004468,0.038814944
All Population,Prevalence,Denmark,Both Sexes,30-34 years,Alcohol use disorders,Rate,2009,5211.123906,6906.583945,3826.0358274142004
All Population,Prevalence,Denmark,Both Sexes,35-39 years,Alcohol use disorders,Number,2009,21002.164310923887,25897.141794994743,16750.334045477462
All Population,Prevalence,Denmark,Both Sexes,35-39 years,Alcohol use disorders,Percent,2009,0.055060059,0.06775915,0.043916488
All Population,Prevalence,Denmark,Both Sexes,35-39 years,Alcohol use disorders,Rate,2009,5446.214049,6715.563948,4343.643029
All Population,Prevalence,Denmark,Both Sexes,40-44 years,Alcohol use disorders,Number,2009,24536.606314334906,29219.619701362244,20210.81813
All Population,Prevalence,Denmark,Both Sexes,40-44 years,Alcohol use disorders,Percent,2009,0.058370745,0.06954726,0.04801341
All Population,Prevalence,Denmark,Both Sexes,40-44 years,Alcohol use disorders,Rate,2009,5788.993523,6893.870612,4768.397623
All Population,Prevalence,Denmark,Both Sexes,45-49 years,Alcohol use disorders,Number,2009,24303.96541507434,28019.63608148573,20413.59639345762
All Population,Prevalence,Denmark,Both Sexes,45-49 years,Alcohol use disorders,Percent,2009,0.06294778,0.072408968,0.052863577
All Population,Prevalence,Denmark,Both Sexes,45-49 years,Alcohol use disorders,Rate,2009,6257.5148014978795,7214.184373539791,5255.8658392690095
All Population,Prevalence,Denmark,Both Sexes,50-54 years,Alcohol use disorders,Number,2009,23571.889713913926,27938.148924592017,19172.60057519871
All Population,Prevalence,Denmark,Both Sexes,50-54 years,Alcohol use disorders,Percent,2009,0.065229304,0.077386764,0.053031245
All Population,Prevalence,Denmark,Both Sexes,50-54 years,Alcohol use disorders,Rate,2009,6495.375511,7698.524410088619,5283.125018
All Population,Prevalence,Belarus,Both Sexes,15-19 years,Alcohol use disorders,Number,2020,3630.385163144999,4955.454906602445,2344.7802169833826
All Population,Prevalence,Belarus,Both Sexes,15-19 years,Alcohol use disorders,Percent,2020,0.008342224,0.011455522,0.005385579
All Population,Prevalence,Belarus,Both Sexes,15-19 years,Alcohol use disorders,Rate,2020,771.9402564,1053.694018,498.5780187
All Population,Prevalence,Belarus,Both Sexes,20-24 years,Alcohol use disorders,Number,2020,8315.080069203399,11043.77621614023,5744.998514
All Population,Prevalence,Belarus,Both Sexes,20-24 years,Alcohol use disorders,Percent,2020,0.019043697,0.02523445,0.013241049
All Population,Prevalence,Belarus,Both Sexes,20-24 years,Alcohol use disorders,Rate,2020,1831.150523,2432.065167,1265.166053
All Population,Prevalence,Belarus,Both Sexes,25-29 years,Alcohol use disorders,Number,2020,15467.87762222009,18991.23460110053,12161.55109194508
All Population,Prevalence,Belarus,Both Sexes,25-29 years,Alcohol use disorders,Percent,2020,0.02672379,0.032616105,0.021099044
All Population,Prevalence,Belarus,Both Sexes,25-29 years,Alcohol use disorders,Rate,2020,2616.420254,3212.4026373211505,2057.148975
All Population,Prevalence,Belarus,Both Sexes,30-34 years,Alcohol use disorders,Number,2020,25235.04902274408,31104.70858514443,20019.02157952361
All Population,Prevalence,Belarus,Both Sexes,30-34 years,Alcohol use disorders,Percent,2020,0.03243464,0.039939544,0.025838858
All Population,Prevalence,Belarus,Both Sexes,30-34 years,Alcohol use disorders,Rate,2020,3200.8813050906497,3945.404668,2539.266393
All Population,Prevalence,Belarus,Both Sexes,35-39 years,Alcohol use disorders,Number,2020,28359.041756366783,35606.26548579535,22309.05143
All Population,Prevalence,Belarus,Both Sexes,35-39 years,Alcohol use disorders,Percent,2020,0.036247475,0.04552929,0.028567293
All Population,Prevalence,Belarus,Both Sexes,35-39 years,Alcohol use disorders,Rate,2020,3596.6370232703703,4515.766569505289,2829.3466683360202
All Population,Prevalence,Belarus,Both Sexes,40-44 years,Alcohol use disorders,Number,2020,30320.537317097864,36309.726029886144,23796.566112179866
All Population,Prevalence,Belarus,Both Sexes,40-44 years,Alcohol use disorders,Percent,2020,0.043630198,0.052266722,0.034252904
All Population,Prevalence,Belarus,Both Sexes,40-44 years,Alcohol use disorders,Rate,2020,4340.945249087589,5198.408295,3406.918206
All Population,Prevalence,Belarus,Both Sexes,45-49 years,Alcohol use disorders,Number,2020,38915.48766926169,47889.48600464598,31455.207008398465
All Population,Prevalence,Belarus,Both Sexes,45-49 years,Alcohol use disorders,Percent,2020,0.059223011,0.072949413,0.047842152
All Population,Prevalence,Belarus,Both Sexes,45-49 years,Alcohol use disorders,Rate,2020,5904.148698,7265.658569,4772.29583
All Population,Prevalence,Belarus,Both Sexes,50-54 years,Alcohol use disorders,Number,2020,45151.20340834958,57274.44384827754,34256.35878719445
All Population,Prevalence,Belarus,Both Sexes,50-54 years,Alcohol use disorders,Percent,2020,0.071773145,0.091049216,0.054482628
All Population,Prevalence,Belarus,Both Sexes,50-54 years,Alcohol use disorders,Rate,2020,7165.0818395466595,9088.928899,5436.169929
All Population,Prevalence,United Kingdom,Both Sexes,15-19 years,Alcohol use disorders,Number,2013,63409.87303968424,88819.61158396534,42422.04747310748
All Population,Prevalence,United Kingdom,Both Sexes,15-19 years,Alcohol use disorders,Percent,2013,0.017047157,0.023901124,0.011498577
All Population,Prevalence,United Kingdom,Both Sexes,15-19 years,Alcohol use disorders,Rate,2013,1599.691975,2240.7239287595303,1070.215183
All Population,Prevalence,United Kingdom,Both Sexes,20-24 years,Alcohol use disorders,Number,2013,203404.6350499024,277856.9851636982,144491.79490525057
All Population,Prevalence,United Kingdom,Both Sexes,20-24 years,Alcohol use disorders,Percent,2013,0.04869939,0.066698599,0.03472872
All Population,Prevalence,United Kingdom,Both Sexes,20-24 years,Alcohol use disorders,Rate,2013,4680.670275,6393.939502,3324.990353
All Population,Prevalence,United Kingdom,Both Sexes,25-29 years,Alcohol use disorders,Number,2013,239683.9952090816,307486.5767113478,181826.3114030464
All Population,Prevalence,United Kingdom,Both Sexes,25-29 years,Alcohol use disorders,Percent,2013,0.054934004,0.070318973,0.041832593
All Population,Prevalence,United Kingdom,Both Sexes,25-29 years,Alcohol use disorders,Rate,2013,5349.165437,6862.354606432169,4057.9222643549497
All Population,Prevalence,United Kingdom,Both Sexes,30-34 years,Alcohol use disorders,Number,2013,230915.01536393168,299558.89485637366,166077.68218911267
All Population,Prevalence,United Kingdom,Both Sexes,30-34 years,Alcohol use disorders,Percent,2013,0.053646104,0.069719799,0.038701027
All Population,Prevalence,United Kingdom,Both Sexes,30-34 years,Alcohol use disorders,Rate,2013,5264.852055,6829.929447,3786.563749
All Population,Prevalence,United Kingdom,Both Sexes,35-39 years,Alcohol use disorders,Number,2013,205232.0191297779,259389.57370623824,161319.96891051985
All Population,Prevalence,United Kingdom,Both Sexes,35-39 years,Alcohol use disorders,Percent,2013,0.051714147,0.065322908,0.040724069
All Population,Prevalence,United Kingdom,Both Sexes,35-39 years,Alcohol use disorders,Rate,2013,5103.740405,6450.538535,4011.7290027452796
All Population,Prevalence,United Kingdom,Both Sexes,40-44 years,Alcohol use disorders,Number,2013,219942.70867167908,285611.31798830075,166892.46110178443
All Population,Prevalence,United Kingdom,Both Sexes,40-44 years,Alcohol use disorders,Percent,2013,0.048695555,0.063133911,0.036967134
All Population,Prevalence,United Kingdom,Both Sexes,40-44 years,Alcohol use disorders,Rate,2013,4819.524433,6258.496741,3657.053688
All Population,Prevalence,United Kingdom,Both Sexes,45-49 years,Alcohol use disorders,Number,2013,202413.34911436992,247183.93647117884,163703.82737216417
All Population,Prevalence,United Kingdom,Both Sexes,45-49 years,Alcohol use disorders,Percent,2013,0.043096381,0.052611426,0.034851523
All Population,Prevalence,United Kingdom,Both Sexes,45-49 years,Alcohol use disorders,Rate,2013,4276.605647,5222.522246,3458.7477340804703
All Population,Prevalence,United Kingdom,Both Sexes,50-54 years,Alcohol use disorders,Number,2013,161037.34922149274,204430.6152228084,127168.79007410195
All Population,Prevalence,United Kingdom,Both Sexes,50-54 years,Alcohol use disorders,Percent,2013,0.037071839,0.047071143,0.029297634
All Population,Prevalence,United Kingdom,Both Sexes,50-54 years,Alcohol use disorders,Rate,2013,3687.264392,4680.837903,2911.777632
All Population,Prevalence,France,Both Sexes,15-19 years,Alcohol use disorders,Number,2011,62198.62264802857,94349.33264129113,38992.507459066925
All Population,Prevalence,France,Both Sexes,15-19 years,Alcohol use disorders,Percent,2011,0.016810736,0.025461189,0.010424035
All Population,Prevalence,France,Both Sexes,15-19 years,Alcohol use disorders,Rate,2011,1573.538515,2386.906694,986.4561252
All Population,Prevalence,France,Both Sexes,20-24 years,Alcohol use disorders,Number,2011,159509.03892464275,250271.7986943058,98056.49229502887
All Population,Prevalence,France,Both Sexes,20-24 years,Alcohol use disorders,Percent,2011,0.041629228,0.06497102,0.02547389
All Population,Prevalence,France,Both Sexes,20-24 years,Alcohol use disorders,Rate,2011,4008.6092773633704,6289.561149,2464.250097
All Population,Prevalence,France,Both Sexes,25-29 years,Alcohol use disorders,Number,2011,165508.72781045063,221132.6270194046,119090.8008276535
All Population,Prevalence,France,Both Sexes,25-29 years,Alcohol use disorders,Percent,2011,0.042616339,0.056755356,0.030716351
All Population,Prevalence,France,Both Sexes,25-29 years,Alcohol use disorders,Rate,2011,4163.2550805643905,5562.434954919379,2995.644932
All Population,Prevalence,France,Both Sexes,30-34 years,Alcohol use disorders,Number,2011,156335.3090738732,208387.75415056443,109964.44708947232
All Population,Prevalence,France,Both Sexes,30-34 years,Alcohol use disorders,Percent,2011,0.039535334,0.052793203,0.027843762
All Population,Prevalence,France,Both Sexes,30-34 years,Alcohol use disorders,Rate,2011,3893.0882675221696,5189.307045,2738.353232
All Population,Prevalence,France,Both Sexes,35-39 years,Alcohol use disorders,Number,2011,171863.09671973484,217830.5813753184,135362.54048730832
All Population,Prevalence,France,Both Sexes,35-39 years,Alcohol use disorders,Percent,2011,0.039712642,0.050145839,0.031298452
All Population,Prevalence,France,Both Sexes,35-39 years,Alcohol use disorders,Rate,2011,3930.9596370694103,4982.356535,3096.0962136886797
All Population,Prevalence,France,Both Sexes,40-44 years,Alcohol use disorders,Number,2011,176840.9923292744,225505.5895987702,138315.2054568224
All Population,Prevalence,France,Both Sexes,40-44 years,Alcohol use disorders,Percent,2011,0.039574379,0.050376579,0.031089632
All Population,Prevalence,France,Both Sexes,40-44 years,Alcohol use disorders,Rate,2011,3929.6657374099905,5011.064331683409,3073.566353
All Population,Prevalence,France,Both Sexes,45-49 years,Alcohol use disorders,Number,2011,168627.80260990522,203107.88251425824,130817.7714539585
All Population,Prevalence,France,Both Sexes,45-49 years,Alcohol use disorders,Percent,2011,0.037781439,0.045569085,0.029326309
All Population,Prevalence,France,Both Sexes,45-49 years,Alcohol use disorders,Rate,2011,3760.3458327510803,4529.240539,2917.194283
All Population,Prevalence,France,Both Sexes,50-54 years,Alcohol use disorders,Number,2011,149146.13615770455,186792.04272572653,114643.85882968716
All Population,Prevalence,France,Both Sexes,50-54 years,Alcohol use disorders,Percent,2011,0.034886383,0.043642865,0.026804953
All Population,Prevalence,France,Both Sexes,50-54 years,Alcohol use disorders,Rate,2011,3477.6822224388297,4355.4823679335195,2673.18296
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,15-19 years,Alcohol use disorders,Number,2016,1763.8704548590192,2738.614982676021,1033.0489314509198
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,15-19 years,Alcohol use disorders,Percent,2016,0.008483405,0.013131716,0.005002537
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,15-19 years,Alcohol use disorders,Rate,2016,804.5350304,1249.134642,471.1933641
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,20-24 years,Alcohol use disorders,Number,2016,5309.747614668523,8036.981271714554,3473.4892134623087
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,20-24 years,Alcohol use disorders,Percent,2016,0.024771798,0.037253212,0.016284034
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,20-24 years,Alcohol use disorders,Rate,2016,2406.68096,3642.8190578351805,1574.383749
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,25-29 years,Alcohol use disorders,Number,2016,7797.034838905207,10422.24358,5409.326561560385
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,25-29 years,Alcohol use disorders,Percent,2016,0.033524129,0.044843661,0.023188331
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,25-29 years,Alcohol use disorders,Rate,2016,3299.407753,4410.295962,2289.020681
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,30-34 years,Alcohol use disorders,Number,2016,8780.826080017627,11921.340937884836,5926.671207518403
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,30-34 years,Alcohol use disorders,Percent,2016,0.036576983,0.049563606,0.024783781
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,30-34 years,Alcohol use disorders,Rate,2016,3619.4084180000004,4913.911442,2442.941412
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,35-39 years,Alcohol use disorders,Number,2016,8987.640944,11685.776714365422,6900.073581902125
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,35-39 years,Alcohol use disorders,Percent,2016,0.035130829,0.045680833,0.026956137
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,35-39 years,Alcohol use disorders,Rate,2016,3492.64049,4541.149025,2681.401774
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,40-44 years,Alcohol use disorders,Number,2016,8133.819668077511,10688.234635523084,5715.309865761993
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,40-44 years,Alcohol use disorders,Percent,2016,0.032736421,0.042983069,0.023002797
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,40-44 years,Alcohol use disorders,Rate,2016,3264.759742,4290.053084166319,2294.016136
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,45-49 years,Alcohol use disorders,Number,2016,7215.030550508283,9236.038149669235,5423.214657116237
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,45-49 years,Alcohol use disorders,Percent,2016,0.029905082,0.038271264,0.022485917
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,45-49 years,Alcohol use disorders,Rate,2016,2982.748576,3818.2485083269803,2241.99824
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,50-54 years,Alcohol use disorders,Number,2016,7469.779367125164,9647.608875247875,5696.444511929735
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,50-54 years,Alcohol use disorders,Percent,2016,0.028012288,0.036170482,0.02136025
All Population,Prevalence,Bosnia and Herzegovina,Both Sexes,50-54 years,Alcohol use disorders,Rate,2016,2795.463843,3610.487065,2131.817271
All Population,Prevalence,North Macedonia,Both Sexes,15-19 years,Alcohol use disorders,Number,2013,1003.8135010283604,1635.4226944681411,552.1741251870297
All Population,Prevalence,North Macedonia,Both Sexes,15-19 years,Alcohol use disorders,Percent,2013,0.007964621,0.012942192,0.004383501
All Population,Prevalence,North Macedonia,Both Sexes,15-19 years,Alcohol use disorders,Rate,2013,753.9948128051101,1228.415664,414.7547585
All Population,Prevalence,North Macedonia,Both Sexes,20-24 years,Alcohol use disorders,Number,2013,3096.010340879414,4818.081815862819,1815.3488168443407
All Population,Prevalence,North Macedonia,Both Sexes,20-24 years,Alcohol use disorders,Percent,2013,0.022462858,0.035115815,0.013151596
All Population,Prevalence,North Macedonia,Both Sexes,20-24 years,Alcohol use disorders,Rate,2013,2181.718587,3395.240162,1279.252916
All Population,Prevalence,North Macedonia,Both Sexes,25-29 years,Alcohol use disorders,Number,2013,4284.041800320731,5842.711179,2897.5854493103097
All Population,Prevalence,North Macedonia,Both Sexes,25-29 years,Alcohol use disorders,Percent,2013,0.029533195,0.040420923,0.02004977
All Population,Prevalence,North Macedonia,Both Sexes,25-29 years,Alcohol use disorders,Rate,2013,2901.918228,3957.727506,1962.7623690117503
All Population,Prevalence,North Macedonia,Both Sexes,30-34 years,Alcohol use disorders,Number,2013,4617.033952096284,6594.545073327941,2865.8719202676666
All Population,Prevalence,North Macedonia,Both Sexes,30-34 years,Alcohol use disorders,Percent,2013,0.031298236,0.044617933,0.019416383
All Population,Prevalence,North Macedonia,Both Sexes,30-34 years,Alcohol use disorders,Rate,2013,3093.628281,4418.653047,1920.267972
All Population,Prevalence,North Macedonia,Both Sexes,35-39 years,Alcohol use disorders,Number,2013,4043.939782978737,5521.150216533597,2817.37432
All Population,Prevalence,North Macedonia,Both Sexes,35-39 years,Alcohol use disorders,Percent,2013,0.028265358,0.038628877,0.019658488
All Population,Prevalence,North Macedonia,Both Sexes,35-39 years,Alcohol use disorders,Rate,2013,2805.7359792615403,3830.643046,1954.729527
All Population,Prevalence,North Macedonia,Both Sexes,40-44 years,Alcohol use disorders,Number,2013,3476.7689905567945,4752.026594017882,2308.9443799781657
All Population,Prevalence,North Macedonia,Both Sexes,40-44 years,Alcohol use disorders,Percent,2013,0.025032596,0.034176812,0.016620539
All Population,Prevalence,North Macedonia,Both Sexes,40-44 years,Alcohol use disorders,Rate,2013,2490.342921,3403.785475,1653.8525588156501
All Population,Prevalence,North Macedonia,Both Sexes,45-49 years,Alcohol use disorders,Number,2013,3288.551040033314,4287.0790611117045,2423.7269738898567
All Population,Prevalence,North Macedonia,Both Sexes,45-49 years,Alcohol use disorders,Percent,2013,0.023092234,0.030116727,0.017009438
All Population,Prevalence,North Macedonia,Both Sexes,45-49 years,Alcohol use disorders,Rate,2013,2301.07404,2999.766831,1695.936949
All Population,Prevalence,North Macedonia,Both Sexes,50-54 years,Alcohol use disorders,Number,2013,3065.616713792031,4097.427186569343,2244.971015278977
All Population,Prevalence,North Macedonia,Both Sexes,50-54 years,Alcohol use disorders,Percent,2013,0.021811818,0.029164624,0.015986237
All Population,Prevalence,North Macedonia,Both Sexes,50-54 years,Alcohol use disorders,Rate,2013,2176.283282,2908.766201,1593.706371
All Population,Prevalence,Finland,Both Sexes,15-19 years,Alcohol use disorders,Number,2009,5103.492972574128,7721.508951704788,3056.883539
All Population,Prevalence,Finland,Both Sexes,15-19 years,Alcohol use disorders,Percent,2009,0.016314969,0.024276742,0.00978939
All Population,Prevalence,Finland,Both Sexes,15-19 years,Alcohol use disorders,Rate,2009,1525.251685,2307.6831112541304,913.5932574
All Population,Prevalence,Finland,Both Sexes,20-24 years,Alcohol use disorders,Number,2009,12968.605948448356,19054.358789056216,8602.315915284289
All Population,Prevalence,Finland,Both Sexes,20-24 years,Alcohol use disorders,Percent,2009,0.041397103,0.060237326,0.027333738
All Population,Prevalence,Finland,Both Sexes,20-24 years,Alcohol use disorders,Rate,2009,3995.9035898033403,5871.053604,2650.556674
All Population,Prevalence,Finland,Both Sexes,25-29 years,Alcohol use disorders,Number,2009,15099.350095760048,19367.949362213854,11573.202186803985
All Population,Prevalence,Finland,Both Sexes,25-29 years,Alcohol use disorders,Percent,2009,0.044930107,0.057677341,0.034535034
All Population,Prevalence,Finland,Both Sexes,25-29 years,Alcohol use disorders,Rate,2009,4385.302878,5625.031776,3361.2040609593696
All Population,Prevalence,Finland,Both Sexes,30-34 years,Alcohol use disorders,Number,2009,14021.12683118632,17248.574618927432,10482.47477
All Population,Prevalence,Finland,Both Sexes,30-34 years,Alcohol use disorders,Percent,2009,0.042185643,0.051891659,0.031576628
All Population,Prevalence,Finland,Both Sexes,30-34 years,Alcohol use disorders,Rate,2009,4148.096646,5102.924706310479,3101.1999919684104
All Population,Prevalence,Finland,Both Sexes,35-39 years,Alcohol use disorders,Number,2009,12280.196317909824,14379.57983610358,10090.073796420998
All Population,Prevalence,Finland,Both Sexes,35-39 years,Alcohol use disorders,Percent,2009,0.039968756,0.046723068,0.032810531
All Population,Prevalence,Finland,Both Sexes,35-39 years,Alcohol use disorders,Rate,2009,3952.95361,4628.738055321141,3247.9605868058397
All Population,Prevalence,Finland,Both Sexes,40-44 years,Alcohol use disorders,Number,2009,13771.035128557676,15949.514343343792,11934.779082339732
All Population,Prevalence,Finland,Both Sexes,40-44 years,Alcohol use disorders,Percent,2009,0.038673848,0.044761939,0.03352568
All Population,Prevalence,Finland,Both Sexes,40-44 years,Alcohol use disorders,Rate,2009,3837.6654779330097,4444.756695,3325.9438555981096
All Population,Prevalence,Finland,Both Sexes,45-49 years,Alcohol use disorders,Number,2009,14746.933402136352,17349.673857257225,12873.342724680597
All Population,Prevalence,Finland,Both Sexes,45-49 years,Alcohol use disorders,Percent,2009,0.039171545,0.046059779,0.034201455
All Population,Prevalence,Finland,Both Sexes,45-49 years,Alcohol use disorders,Rate,2009,3897.525425,4585.4140068304305,3402.346726
All Population,Prevalence,Finland,Both Sexes,50-54 years,Alcohol use disorders,Number,2009,14224.962913240475,17441.760061692425,11936.748383715829
All Population,Prevalence,Finland,Both Sexes,50-54 years,Alcohol use disorders,Percent,2009,0.037759304,0.046276056,0.031703804
All Population,Prevalence,Finland,Both Sexes,50-54 years,Alcohol use disorders,Rate,2009,3763.55005,4614.6297434691905,3158.14883
All Population,Prevalence,Finland,Both Sexes,15-19 years,Alcohol use disorders,Number,2015,4597.986894021991,7111.092764959825,2841.2512663352595
All Population,Prevalence,Finland,Both Sexes,15-19 years,Alcohol use disorders,Percent,2015,0.016323951,0.025340812,0.010179131
All Population,Prevalence,Finland,Both Sexes,15-19 years,Alcohol use disorders,Rate,2015,1524.3266073832701,2357.472555,941.9328509
All Population,Prevalence,Finland,Both Sexes,20-24 years,Alcohol use disorders,Number,2015,13223.06948,19797.09664534287,8597.657578713455
All Population,Prevalence,Finland,Both Sexes,20-24 years,Alcohol use disorders,Percent,2015,0.040366848,0.059748112,0.026287582
All Population,Prevalence,Finland,Both Sexes,20-24 years,Alcohol use disorders,Rate,2015,3896.201585,5833.250702,2533.3155159939597
All Population,Prevalence,Finland,Both Sexes,25-29 years,Alcohol use disorders,Number,2015,13762.77658103778,18595.105401405577,10044.69304
All Population,Prevalence,Finland,Both Sexes,25-29 years,Alcohol use disorders,Percent,2015,0.041142423,0.055276816,0.030146512
All Population,Prevalence,Finland,Both Sexes,25-29 years,Alcohol use disorders,Rate,2015,4017.122322,5427.597589,2931.876456
All Population,Prevalence,Finland,Both Sexes,30-34 years,Alcohol use disorders,Number,2015,12993.611483564187,17160.36744,9268.322499328671
All Population,Prevalence,Finland,Both Sexes,30-34 years,Alcohol use disorders,Percent,2015,0.037003027,0.04859989,0.026448526
All Population,Prevalence,Finland,Both Sexes,30-34 years,Alcohol use disorders,Rate,2015,3640.2793335409897,4807.6342,2596.6054852091297
All Population,Prevalence,Finland,Both Sexes,35-39 years,Alcohol use disorders,Number,2015,11787.08266,15248.375878682727,8741.026922251893
All Population,Prevalence,Finland,Both Sexes,35-39 years,Alcohol use disorders,Percent,2015,0.034482774,0.044568633,0.025608108
All Population,Prevalence,Finland,Both Sexes,35-39 years,Alcohol use disorders,Rate,2015,3411.1407270294403,4412.826947,2529.622791
All Population,Prevalence,Finland,Both Sexes,40-44 years,Alcohol use disorders,Number,2015,10226.612233749194,12849.814194839542,7826.460880198718
All Population,Prevalence,Finland,Both Sexes,40-44 years,Alcohol use disorders,Percent,2015,0.032458627,0.040755242,0.024858019
All Population,Prevalence,Finland,Both Sexes,40-44 years,Alcohol use disorders,Rate,2015,3220.489479,4046.568939,2464.651474
All Population,Prevalence,Finland,Both Sexes,45-49 years,Alcohol use disorders,Number,2015,10796.81539449801,12984.16438540638,8935.729084495411
