population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Number,2014,1744090.1638781228,2200694.114722904,1318296.2478348836
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Number,2014,722305.5743600901,945469.6633171128,534144.4256480549
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Percent,2014,0.0531516605223058,0.0669601797638921,0.0404762207831895
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Percent,2014,0.0218474026325575,0.0286136046788619,0.0161868854312116
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Rate,2014,5143.04928094573,6489.50296189966,3887.44957681812
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Rate,2014,2169.73912521474,2840.10340363239,1604.5204411867999
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Number,2014,1852293.3803744088,2352712.5975100044,1349626.6356877328
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Number,2014,753523.5555897886,1017601.8428042044,512715.930504813
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Percent,2014,0.0558780605138793,0.0708271253133536,0.0407576414835706
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Percent,2014,0.0225417638530283,0.0304080510287893,0.0153328939168887
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Rate,2014,5465.27547708338,6941.78503256191,3982.13448981379
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Rate,2014,2244.8014111024,3031.5098124296,1527.41800273388
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Number,2014,1773534.5959512384,2189522.75943364,1435600.9407028689
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Number,2014,738599.5062318721,955571.4671574468,551458.8887616526
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Percent,2014,0.0549715373599222,0.0680854151359822,0.0444427877357809
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Percent,2014,0.0225418172134992,0.0291542591917286,0.0168370353910764
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Rate,2014,5416.04511985698,6686.39567737668,4384.05852736443
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Rate,2014,2249.00510672969,2909.67580041627,1679.16962645123
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Number,2014,1750886.2921220558,2153829.397275204,1391311.1425333028
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Number,2014,701882.2900065739,934709.318217882,513370.0733035695
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Percent,2014,0.0553262828680571,0.0681581087961066,0.0440529825762257
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Percent,2014,0.0217217458950729,0.0289150347446142,0.0158844510524643
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Rate,2014,5471.8778435124705,6731.15747760645,4348.13194238503
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Rate,2014,2168.76679663366,2888.18590056752,1586.2773362692199
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Number,2015,390719.7282943413,578652.9390840086,248433.82582867867
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Number,2015,181826.19908040145,273208.6926230098,111935.5299524644
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Percent,2015,0.0155171780971668,0.0232051365066367,0.0099908903691801
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Percent,2015,0.007201303697742,0.0108106923571055,0.004431663073791
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Rate,2015,1420.57610123836,2103.8623766518003,903.25399552276
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Rate,2015,699.01690098795,1050.32990078541,430.32757464844997
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Number,2015,1203498.5314439696,1687621.4164312035,826005.1858451329
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Number,2015,514549.0987378935,765784.066719158,333873.94172547024
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Percent,2015,0.042336032953806,0.0594349819778278,0.0291780906527098
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Percent,2015,0.0180106625745785,0.0266976714061227,0.0116694534807095
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Rate,2015,4011.18195007825,5624.73188565705,2753.0213004562197
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Rate,2015,1778.31253496612,2646.5956470709903,1153.88835997435
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Number,2015,1710561.5557829998,2165231.576198592,1296837.901036456
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Number,2015,706838.9776893811,931389.489012104,522555.2252840283
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Percent,2015,0.0524747616911582,0.0664211718109135,0.0399595898613964
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Percent,2015,0.02154059457015,0.0283996371394671,0.0159544589833247
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Rate,2015,5074.7935914829695,6423.68191300748,3847.38254354111
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Rate,2015,2139.16634838547,2818.7424788707503,1581.4529028304498
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Number,2015,1842963.27058636,2341347.9093914605,1346305.7106876934
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Number,2015,748310.1622289122,1014122.1922044008,509267.7128085519
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Percent,2015,0.0554645151413838,0.0702769967620962,0.0405507865646746
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Percent,2015,0.022331637218076,0.0302468779354891,0.0151872795866155
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Rate,2015,5423.02763872181,6889.55370252911,3961.5836060072197
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Rate,2015,2223.81438624162,3013.74969132271,1513.43242863188
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Number,2015,1770356.6215220978,2183054.063631635,1439582.2441484395
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Number,2015,737018.9414064635,954041.8729925564,549193.4042545094
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Percent,2015,0.0544603091308903,0.0673572202170964,0.0442263465255238
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Percent,2015,0.0223335233089335,0.0289000355770407,0.0166459010156625
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Rate,2015,5364.37600829252,6614.89481914809,4362.09312778702
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Rate,2015,2228.20302166463,2884.32069349522,1660.35678879969
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Number,2015,1743818.6425266382,2146905.886483788,1380237.9288862124
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Number,2015,702532.8552271624,937531.6919153108,513738.1994370929
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Percent,2015,0.0550218673235502,0.0679470113700461,0.0436407176610777
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Percent,2015,0.0216905062070028,0.028937710158219,0.0158582625167374
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Rate,2015,5440.83248939059,6698.492041534911,4306.43599250234
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Rate,2015,2165.61865238057,2890.0230133055,1583.64269921815
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Number,2016,382992.22944079497,566878.7611686473,244634.9251294224
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Number,2016,179337.7228081603,269965.596106274,109761.90538003144
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Percent,2016,0.0152861192687999,0.0228608711160248,0.0098953941541176
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Percent,2016,0.0071484991253304,0.0107515982386971,0.0043929548469941
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Rate,2016,1397.87736824343,2069.04195401704,892.8891999183701
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Rate,2016,693.73491204617,1044.31212874616,424.59369162555
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Number,2016,1155573.246288817,1625755.6085912162,791281.393638079
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Number,2016,495000.8861089816,738962.7582140479,321810.6832766418
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Percent,2016,0.0415920440951765,0.0585080002536345,0.0286066739218226
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Percent,2016,0.0177720538154348,0.0264293516581758,0.0115394348805392
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Rate,2016,3938.0494457534496,5540.37227315926,2696.58826358172
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Rate,2016,1754.6008331149499,2619.3582831644203,1140.70360039349
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Number,2016,1659591.185402281,2100124.335422511,1257956.249103588
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Number,2016,682468.6566490948,900228.3023799276,505390.667207496
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Percent,2016,0.0515757134610679,0.0652964339694656,0.0391901910004392
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Percent,2016,0.0210912222624266,0.0278369912979589,0.0156536369792212
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Rate,2016,4985.18753472319,6308.48955478113,3778.73048942365
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Rate,2016,2094.40126791134,2762.67529584678,1550.97357787404
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Number,2016,1824211.800548508,2314249.019977971,1333383.1730551366
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Number,2016,737355.3370261528,999528.2475814698,500393.83312534966
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Percent,2016,0.0546993804839594,0.0691437136975433,0.0400082265176042
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Percent,2016,0.0219244002317548,0.0297159601076806,0.0148684748533034
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Rate,2016,5346.376473248491,6782.57125073322,3907.8622471929502
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Rate,2016,2183.1791491388,2959.42691334681,1481.57791498857
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Number,2016,1754681.1806295684,2164351.849800675,1427221.2296745982
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Number,2016,727341.42197858,942950.314180974,541893.7357823276
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Percent,2016,0.0535947232117377,0.0663417308020738,0.0435038762267904
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Percent,2016,0.0218914645291806,0.0283713105077125,0.0163136527427381
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Rate,2016,5277.72751312125,6509.934358371269,4292.79394702447
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Rate,2016,2184.0666218637302,2831.4987226717303,1627.20283096166
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Number,2016,1719653.924177757,2111224.539697628,1366487.124879531
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Number,2016,695689.1809086294,929154.479914656,508204.2152837396
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Percent,2016,0.0541332373539787,0.0666423414614026,0.0431319152211633
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Percent,2016,0.0214204943477823,0.0285918042206751,0.0156443904795161
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Rate,2016,5351.99301835855,6570.65868764939,4252.84962817677
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Rate,2016,2138.62663646285,2856.32517317422,1562.2768060716
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Number,2017,372925.9793030457,551458.5593880449,239632.121783846
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Number,2017,176565.59596448648,266334.6302754802,108571.92091987678
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Percent,2017,0.0149666043582804,0.0223754136445498,0.0097499231338745
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Percent,2017,0.0070772138278189,0.0106676675999256,0.0043593062922992
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Rate,2017,1366.37561730914,2020.5069405796,877.9959201057101
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Rate,2017,686.5168335023001,1035.55398790999,422.14595063110005
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Number,2017,1109466.186423912,1565270.8615195458,758667.3637799711
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Number,2017,477397.4804268858,714992.2175969209,310838.6859748258
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Percent,2017,0.0405890455248574,0.0572300835010208,0.0280246219545196
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Percent,2017,0.0174698468634533,0.0260619466507798,0.0113641116104078
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Rate,2017,3839.37297045708,5416.71184818426,2625.41301907853
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Rate,2017,1724.4837426669899,2582.7376681518704,1122.8300997236902
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Number,2017,1592430.4867349651,2014856.2613011803,1205862.8208790582
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Number,2017,650931.843287058,859564.1448914183,480366.6791958484
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Percent,2017,0.0504464498945461,0.0638587838384489,0.0382476221700448
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Percent,2017,0.020513760336353,0.0271047534892546,0.0151814165364941
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Rate,2017,4872.73253373703,6165.32761525813,3689.8609059971104
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Rate,2017,2036.8477613846,2689.68452280258,1503.12787007461
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Number,2017,1795789.8272465763,2277646.418368961,1313542.0832914617
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Number,2017,719801.6637470492,975486.015365765,486684.1740711958
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Percent,2017,0.0535886991392701,0.0677722919573374,0.0393042919093827
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Percent,2017,0.0212969539242383,0.028865998523294,0.0144084238625985
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Rate,2017,5235.51635194537,6640.3400255386105,3829.55229598622
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Rate,2017,2120.58086854452,2873.84301246115,1433.80211596934
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Number,2017,1730941.2633835955,2134873.748863912,1408869.1660223324
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Number,2017,712335.3098697473,924302.356928551,530991.8044894187
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Percent,2017,0.0524818564802367,0.0649677923884169,0.0426251209272568
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Percent,2017,0.0212878013290448,0.0276132460808989,0.015872044708581
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Rate,2017,5166.47896997923,6372.128598694,4205.1645955206895
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Rate,2017,2123.78597869635,2755.7533067956297,1583.1209453642098
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Number,2017,1674799.0194529733,2050641.9284957368,1334547.3127791882
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Number,2017,680167.2338108086,905598.9870527152,496971.0287854249
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Percent,2017,0.0525293293024377,0.0644877497424681,0.0419875864814822
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Percent,2017,0.0208724801797457,0.0277735957737082,0.0152472180230226
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Rate,2017,5192.18916382997,6357.37224369083,4137.345445959089
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Rate,2017,2083.87189482907,2774.54158814971,1522.60195426923
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Number,2018,363198.3896413123,536393.5459602189,233459.7000047304
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Number,2018,174173.34773106087,263278.09914628894,107612.35751309684
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Percent,2018,0.0146277360837274,0.0218530983564911,0.0094957038280482
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Percent,2018,0.0070010364596245,0.0105765489998664,0.0043248675741057
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Rate,2018,1333.02610697584,1968.6943025393598,856.85367531612
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Rate,2018,678.79164580027,1026.05235847348,419.38890316073
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Number,2018,1067875.0949589447,1509483.2864624085,735216.5657272814
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Number,2018,462114.0899816821,693790.3219932741,299975.5689543697
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Percent,2018,0.0395171836166338,0.0558065968423574,0.0274068011384704
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Percent,2018,0.017147931200014,0.0256420174991202,0.0111725158112888
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Rate,2018,3734.2381052213,5278.49187054908,2570.96895347513
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Rate,2018,1692.40356661043,2540.87300274216,1098.60256114349
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Number,2018,1519948.5443688654,1928270.495629865,1151419.45479071
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Number,2018,617477.6462227589,815980.3368937039,453293.4741311984
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Percent,2018,0.049284430229191,0.0624762098595705,0.0373729123923871
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Percent,2018,0.0199263890498772,0.0263584121444447,0.014663696640744
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Rate,2018,4757.17185767032,6035.147814556701,3603.74056542744
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Rate,2018,1978.3083467995,2614.28202490545,1452.28619838974
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Number,2018,1760594.984405185,2225924.96026429,1291428.072097675
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Number,2018,698076.1987299856,952399.8137590848,472370.6445619102
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Percent,2018,0.05239418874441,0.0661433286257676,0.0386014410576513
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Percent,2018,0.0205928287630535,0.0280403945789937,0.0139551351689585
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Rate,2018,5116.42909933067,6468.71503128266,3752.9927247892197
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Rate,2018,2050.34199660661,2797.3240446575996,1387.41497313825
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Number,2018,1709521.2388494606,2107232.8859389387,1392478.3086351485
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Number,2018,697513.3210031311,905954.2826014258,520611.7563634657
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Percent,2018,0.0513724570458786,0.0634793006026312,0.0417741650200797
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Percent,2018,0.0206638628778737,0.0268348359739602,0.0154265735734598
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Rate,2018,5055.69080602616,6231.87222568085,4118.07681739923
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Rate,2018,2061.4813734331,2677.5228838337903,1538.6536804631999
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Number,2018,1627813.289321054,1989041.05700598,1297638.6853035395
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Number,2018,663201.7036639677,880203.3774355899,484950.3648369672
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Percent,2018,0.0507629271710056,0.0621748699178317,0.0405863006685389
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Percent,2018,0.0202398692159585,0.026846106513391,0.0147964073092617
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Rate,2018,5016.3979389132,6129.58594467562,3998.90581377779
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Rate,2018,2020.67682029853,2681.84860217693,1477.57153790106
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Number,2019,355404.49138699373,524069.8919671844,227689.63592355087
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Number,2019,172486.89126727422,261321.64245274907,106909.9804314374
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Percent,2019,0.0143373190136917,0.0214309214393878,0.0092733718433684
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Percent,2019,0.0069321750048456,0.0104928438955923,0.0042945482537014
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Rate,2019,1304.4891119789802,1923.56451467235,835.72002653538
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Rate,2019,671.8211018594,1017.82455746318,416.40486604817
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Number,2019,1034344.5603758187,1463833.5488453228,718889.5277138738
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Number,2019,449267.4224042763,675564.7609922541,290733.9034406661
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Percent,2019,0.0385945561476517,0.0545551381179935,0.0268530106050683
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Percent,2019,0.0168574920416162,0.0252458002497798,0.0109727187931677
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Rate,2019,3644.14557488703,5157.2974362215,2532.75184267347
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Rate,2019,1663.5114199168602,2501.42707608287,1076.5062063533
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Number,2019,1452461.8954928687,1846828.1082569736,1099394.8367845577
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Number,2019,587000.4691639552,775636.7999200124,428028.3062999706
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Percent,2019,0.0483000992801822,0.0613884426873955,0.0365891266130598
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Percent,2019,0.0194370444545801,0.0257245397269145,0.0142057100597342
All Population,Prevalence,European Region,Male,25-29 years,Alcohol use disorders,Rate,2019,4659.54025059167,5924.67859780057,3526.8907977458603
All Population,Prevalence,European Region,Female,25-29 years,Alcohol use disorders,Rate,2019,1929.56394298395,2549.6415771332,1406.99714872328
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Number,2019,1726011.972635012,2179539.292095432,1271238.67314065
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Number,2019,677471.555722513,926159.3174996652,459153.97804474336
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Percent,2019,0.0513978305408895,0.0648497175662179,0.0380312553724163
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Percent,2019,0.0199894365800166,0.0272731193041841,0.0135677645992286
All Population,Prevalence,European Region,Male,30-34 years,Alcohol use disorders,Rate,2019,5017.10094942188,6335.39559692651,3695.18453815759
All Population,Prevalence,European Region,Female,30-34 years,Alcohol use disorders,Rate,2019,1990.16028802579,2720.71274211234,1348.82417641752
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Number,2019,1691821.7543644214,2080144.0299583832,1377222.4105734855
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Number,2019,685048.3295186448,891027.086684501,512697.9521693185
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Percent,2019,0.0504830510329459,0.0620150346270477,0.0410956003475189
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Percent,2019,0.0201510220102582,0.02620622658766,0.0150884470212531
All Population,Prevalence,European Region,Male,35-39 years,Alcohol use disorders,Rate,2019,4966.98547957471,6107.053042422201,4043.3595902266
All Population,Prevalence,European Region,Female,35-39 years,Alcohol use disorders,Rate,2019,2010.2788056696402,2614.72481641993,1504.51549554235
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Number,2019,1594414.3952955783,1946212.528312005,1271925.9236597507
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Number,2019,649821.0373115779,859424.5712374735,475514.6881654575
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Percent,2019,0.0493533976737542,0.0603867634060973,0.0394214753072241
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Percent,2019,0.019691591884149,0.026027786294585,0.0144060159818856
All Population,Prevalence,European Region,Male,40-44 years,Alcohol use disorders,Rate,2019,4876.16816376567,5952.0659111445,3889.9076136779004
All Population,Prevalence,European Region,Female,40-44 years,Alcohol use disorders,Rate,2019,1965.91259643711,2600.0290745792,1438.58118093999
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Number,2020,351832.33877567743,518154.3059629718,224479.0287370779
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Number,2020,171701.61040537572,260665.6664422197,106802.08698058756
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Percent,2020,0.0141285012023958,0.0211115392205912,0.0090812914637436
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Percent,2020,0.00687432168112,0.0104094955135383,0.0042732898374246
All Population,Prevalence,European Region,Male,15-19 years,Alcohol use disorders,Rate,2020,1288.88107596645,1898.17480027613,822.34274739315
All Population,Prevalence,European Region,Female,15-19 years,Alcohol use disorders,Rate,2020,667.07800208872,1012.7122953178601,414.93683509264
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Number,2020,1014614.6656816409,1437421.3030677726,710633.9630427702
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Number,2020,441090.3877752404,663913.530518492,284580.9745300217
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Percent,2020,0.0379853810686825,0.0537098343915607,0.0264567260572783
All Population,Prevalence,European Region,Female,20-24 years,Alcohol use disorders,Percent,2020,0.0166578918122866,0.0249771959609795,0.0108072753649104
All Population,Prevalence,European Region,Male,20-24 years,Alcohol use disorders,Rate,2020,3591.8876161773596,5088.68632827223,2515.75047929504
