Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
20082156,SA_0000001476,COUNTRY,CAN,YEAR,2004,,,,,,,DATASOURCE,SA_0000001476_CAN,2.1,2.1,,,,2018-10-25T13:07:00Z,2004,2004-01-01,2004-12-31
20082157,SA_0000001476,COUNTRY,HRV,YEAR,2010,,,,,,,DATASOURCE,SA_0000001476_HRV,1.5,1.5,,,,2018-10-25T13:07:00Z,2010,2010-01-01,2010-12-31
20082158,SA_0000001476,COUNTRY,CYP,YEAR,1991,,,,,,,DATASOURCE,SA_0000001476_CYP,0.6,0.6,,,,2018-10-25T13:07:00Z,1991,1991-01-01,1991-12-31
20082159,SA_0000001476,COUNTRY,DNK,YEAR,2011,,,,,,,DATASOURCE,SA_0000001476_DNK,1.6,1.6,,,,2018-10-25T13:07:00Z,2011,2011-01-01,2011-12-31
20082160,SA_0000001476,COUNTRY,EST,YEAR,1996,,,,,,,DATASOURCE,SA_0000001476_EST,1.7,1.7,,,,2018-10-25T13:07:00Z,1996,1996-01-01,1996-12-31
20082161,SA_0000001476,COUNTRY,ETH,YEAR,2010,,,,,,,DATASOURCE,SA_0000001476_ETH,3.6,3.6,,,,2018-10-25T13:07:00Z,2010,2010-01-01,2010-12-31
20082162,SA_0000001476,COUNTRY,FIN,YEAR,2006,,,,,,,DATASOURCE,SA_0000001476_FIN,4.6,4.6,,,,2018-10-25T13:07:00Z,2006,2006-01-01,2006-12-31
20082163,SA_0000001476,COUNTRY,FIN,YEAR,2008,,,,,,,DATASOURCE,SA_0000001476_FIN,4.6,4.6,,,,2018-10-25T13:07:00Z,2008,2008-01-01,2008-12-31
20082164,SA_0000001476,COUNTRY,FIN,YEAR,2010,,,,,,,DATASOURCE,SA_0000001476_FIN,4.7,4.7,,,,2018-10-25T13:07:00Z,2010,2010-01-01,2010-12-31
20082165,SA_0000001476,COUNTRY,GRC,YEAR,2007,,,,,,,DATASOURCE,SA_0000001476_GRC,0.9,0.9,,,,2018-10-25T13:07:00Z,2007,2007-01-01,2007-12-31
20082166,SA_0000001476,COUNTRY,GRC,YEAR,2009,,,,,,,DATASOURCE,SA_0000001476_GRC,0.9,0.9,,,,2018-10-25T13:07:00Z,2009,2009-01-01,2009-12-31
20082167,SA_0000001476,COUNTRY,ISL,YEAR,1999,,,,,,,DATASOURCE,SA_0000001476_ISL,3.2,3.2,,,,2018-10-25T13:07:00Z,1999,1999-01-01,1999-12-31
20082168,SA_0000001476,COUNTRY,ISL,YEAR,2001,,,,,,,DATASOURCE,SA_0000001476_ISL,3.5,3.5,,,,2018-10-25T13:07:00Z,2001,2001-01-01,2001-12-31
20082169,SA_0000001476,COUNTRY,ITA,YEAR,1990,,,,,,,DATASOURCE,SA_0000001476_ITA,1.1,1.1,,,,2018-10-25T13:07:00Z,1990,1990-01-01,1990-12-31
20082170,SA_0000001476,COUNTRY,ITA,YEAR,2005,,,,,,,DATASOURCE,SA_0000001476_ITA,0.8,0.8,,,,2018-10-25T13:07:00Z,2005,2005-01-01,2005-12-31
20082171,SA_0000001476,COUNTRY,ITA,YEAR,2007,,,,,,,DATASOURCE,SA_0000001476_ITA,0.7,0.7,,,,2018-10-25T13:07:00Z,2007,2007-01-01,2007-12-31
20082172,SA_0000001476,COUNTRY,JPN,YEAR,2001,,,,,,,DATASOURCE,SA_0000001476_JPN,1.1,1.1,,,,2018-10-25T13:07:00Z,2001,2001-01-01,2001-12-31
20082173,SA_0000001476,COUNTRY,JPN,YEAR,2003,,,,,,,DATASOURCE,SA_0000001476_JPN,1.1,1.1,,,,2018-10-25T13:07:00Z,2003,2003-01-01,2003-12-31
20082174,SA_0000001476,COUNTRY,KGZ,YEAR,1993,,,,,,,DATASOURCE,SA_0000001476_KGZ,2.8,2.8,,,,2018-10-25T13:07:00Z,1993,1993-01-01,1993-12-31
20082175,SA_0000001476,COUNTRY,KGZ,YEAR,1995,,,,,,,DATASOURCE,SA_0000001476_KGZ,1.9,1.9,,,,2018-10-25T13:07:00Z,1995,1995-01-01,1995-12-31
20082176,SA_0000001476,COUNTRY,ARM,YEAR,1994,,,,,,,DATASOURCE,SA_0000001476_ARM,2.2,2.2,,,,2018-10-25T13:07:00Z,1994,1994-01-01,1994-12-31
20082177,SA_0000001476,COUNTRY,MDA,YEAR,1990,,,,,,,DATASOURCE,SA_0000001476_MDA,2.6,2.6,,,,2018-10-25T13:07:00Z,1990,1990-01-01,1990-12-31
20082178,SA_0000001476,COUNTRY,NOR,YEAR,1996,,,,,,,DATASOURCE,SA_0000001476_NOR,4,4,,,,2018-10-25T13:07:00Z,1996,1996-01-01,1996-12-31
20082179,SA_0000001476,COUNTRY,NOR,YEAR,1998,,,,,,,DATASOURCE,SA_0000001476_NOR,4.1,4.1,,,,2018-10-25T13:07:00Z,1998,1998-01-01,1998-12-31
20082180,SA_0000001476,COUNTRY,POL,YEAR,1990,,,,,,,DATASOURCE,SA_0000001476_POL,8.5,8.5,,,,2018-10-25T13:07:00Z,1990,1990-01-01,1990-12-31
20082181,SA_0000001476,COUNTRY,POL,YEAR,1992,,,,,,,DATASOURCE,SA_0000001476_POL,7.2,7.2,,,,2018-10-25T13:07:00Z,1992,1992-01-01,1992-12-31
20082182,SA_0000001476,COUNTRY,RUS,YEAR,1995,,,,,,,DATASOURCE,SA_0000001476_RUS,2.5,2.5,,,,2018-10-25T13:07:01Z,1995,1995-01-01,1995-12-31
20082183,SA_0000001476,COUNTRY,RUS,YEAR,2012,,,,,,,DATASOURCE,SA_0000001476_RUS,1.7,1.7,,,,2018-10-25T13:07:01Z,2012,2012-01-01,2012-12-31
20082184,SA_0000001476,COUNTRY,ZAF,YEAR,1992,,,,,,,DATASOURCE,SA_0000001476_ZAF,7.8,7.8,,,,2018-10-25T13:07:01Z,1992,1992-01-01,1992-12-31
20082185,SA_0000001476,COUNTRY,UKR,YEAR,2011,,,,,,,DATASOURCE,SA_0000001476_UKR,1.4,1.4,,,,2018-10-25T13:07:01Z,2011,2011-01-01,2011-12-31
20082186,SA_0000001476,COUNTRY,GBR,YEAR,1990,,,,,,,DATASOURCE,SA_0000001476_GBR,6.5,6.5,,,,2018-10-25T13:07:01Z,1990,1990-01-01,1990-12-31
20082187,SA_0000001476,COUNTRY,GBR,YEAR,2005,,,,,,,DATASOURCE,SA_0000001476_GBR,5.4,5.4,,,,2018-10-25T13:07:01Z,2005,2005-01-01,2005-12-31
20082188,SA_0000001476,COUNTRY,GBR,YEAR,2012,,,,,,,DATASOURCE,SA_0000001476_GBR,1.6,1.6,,,,2018-10-25T13:07:01Z,2012,2012-01-01,2012-12-31
20082189,SA_0000001476,COUNTRY,UZB,YEAR,1990,,,,,,,DATASOURCE,SA_0000001476_UZB,2.9,2.9,,,,2018-10-25T13:07:01Z,1990,1990-01-01,1990-12-31
20082190,SA_0000001476,COUNTRY,UZB,YEAR,1992,,,,,,,DATASOURCE,SA_0000001476_UZB,3.2,3.2,,,,2018-10-25T13:07:01Z,1992,1992-01-01,1992-12-31
20082191,SA_0000001476,COUNTRY,NLD,YEAR,2011,,,,,,,DATASOURCE,SA_0000001476_NLD,0.07,0.07,,,,2018-10-25T13:07:01Z,2011,2011-01-01,2011-12-31
20082192,SA_0000001476,COUNTRY,NLD,YEAR,2013,,,,,,,DATASOURCE,SA_0000001476_NLD,0.8,0.8,,,,2018-10-25T13:07:01Z,2013,2013-01-01,2013-12-31
20082193,SA_0000001476,COUNTRY,SVN,YEAR,2007,,,,,,,DATASOURCE,SA_0000001476_SVN,1,1,,,,2018-10-25T13:07:01Z,2007,2007-01-01,2007-12-31
20082194,SA_0000001476,COUNTRY,SVN,YEAR,2009,,,,,,,DATASOURCE,SA_0000001476_SVN,1,1,,,,2018-10-25T13:07:01Z,2009,2009-01-01,2009-12-31
20082195,SA_0000001476,COUNTRY,SWE,YEAR,2010,,,,,,,DATASOURCE,SA_0000001476_SWE,1.9,1.9,,,,2018-10-25T13:07:01Z,2010,2010-01-01,2010-12-31
20082196,SA_0000001476,COUNTRY,FIN,YEAR,2015,,,,,,,DATASOURCE,SA_0000001476_FIN,4.1,4.1,,,,2018-10-25T13:07:01Z,2015,2015-01-01,2015-12-31
20082197,SA_0000001476,COUNTRY,MKD,YEAR,2015,,,,,,,DATASOURCE,SA_0000001476_MKD,1.2,1.2,,,,2018-10-25T13:07:01Z,2015,2015-01-01,2015-12-31
20082198,SA_0000001476,COUNTRY,ROU,YEAR,1997,,,,,,,DATASOURCE,SA_0000001476_ROU,2.9,2.9,,,,2018-10-25T13:07:01Z,1997,1997-01-01,1997-12-31
20082199,SA_0000001476,COUNTRY,ROU,YEAR,1999,,,,,,,DATASOURCE,SA_0000001476_ROU,4.2,4.2,,,,2018-10-25T13:07:01Z,1999,1999-01-01,1999-12-31
20082200,SA_0000001476,COUNTRY,ROU,YEAR,2010,,,,,,,DATASOURCE,SA_0000001476_ROU,4,4,,,,2018-10-25T13:07:01Z,2010,2010-01-01,2010-12-31
20082201,SA_0000001476,COUNTRY,ALB,YEAR,2015,,,,,,,DATASOURCE,SA_0000001476_ALB,1.3,1.3,,,,2018-10-25T13:07:01Z,2015,2015-01-01,2015-12-31
20082202,SA_0000001476,COUNTRY,AUS,YEAR,2015,,,,,,,DATASOURCE,SA_0000001476_AUS,2.3,2.3,,,,2018-10-25T13:07:01Z,2015,2015-01-01,2015-12-31
20082204,SA_0000001476,COUNTRY,AUT,YEAR,2016,,,,,,,DATASOURCE,SA_0000001476_AUT,1.3,1.3,,,,2018-10-25T13:07:01Z,2016,2016-01-01,2016-12-31
20082205,SA_0000001476,COUNTRY,CZE,YEAR,2016,,,,,,,DATASOURCE,SA_0000001476_CZE,1.5,1.5,,,,2018-10-25T13:07:01Z,2016,2016-01-01,2016-12-31
20082206,SA_0000001476,COUNTRY,AZE,YEAR,2015,,,,,,,DATASOURCE,SA_0000001476_AZE,0.5,0.5,,,,2018-10-25T13:07:01Z,2015,2015-01-01,2015-12-31
20082207,SA_0000001476,COUNTRY,AUT,YEAR,1998,,,,,,,DATASOURCE,SA_0000001476_AUT,1.5,1.5,,,,2018-10-25T13:07:01Z,1998,1998-01-01,1998-12-31
20082208,SA_0000001476,COUNTRY,AUT,YEAR,1999,,,,,,,DATASOURCE,SA_0000001476_AUT,1.5,1.5,,,,2018-10-25T13:07:01Z,1999,1999-01-01,1999-12-31
