Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
933807,SA_0000001411,COUNTRY,TZA,AFR,Africa,YEAR,2009,SEX,SEX_BTSX,,,,,,,68.3 [64.6 - 71.9],68.2582054,64.6019841,71.9144266,,2024-06-20T14:10:27Z,2009,2009-01-01,2009-12-31
934546,SA_0000001411,COUNTRY,GMB,AFR,Africa,YEAR,2003,SEX,SEX_FMLE,,,,,,,80.4 [77.9 - 82.9],80.4342028,77.919979,82.9484266,,2024-06-20T14:10:27Z,2003,2003-01-01,2003-12-31
5967,SA_0000001411,COUNTRY,ECU,AMR,Americas,YEAR,2017,SEX,SEX_BTSX,,,,,,,38.7 [36.8 - 40.7],38.7423735,36.7989481,40.685799,,2024-06-20T14:10:27Z,2017,2017-01-01,2017-12-31
11731,SA_0000001411,COUNTRY,MNG,WPR,Western Pacific,YEAR,2000,SEX,SEX_BTSX,,,,,,,57.1 [53.1 - 61.0],57.0870519,53.1494608,61.0246431,,2024-06-20T14:10:27Z,2000,2000-01-01,2000-12-31
11982,SA_0000001411,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2014,SEX,SEX_BTSX,,,,,,,62.8 [59.4 - 66.3],62.847506,59.4149727,66.2800393,,2024-06-20T14:10:27Z,2014,2014-01-01,2014-12-31
18720,SA_0000001411,COUNTRY,TUN,EMR,Eastern Mediterranean,YEAR,2002,SEX,SEX_BTSX,,,,,,,92.2 [90.7 - 93.7],92.1582488,90.6655822,93.6509154,,2024-06-20T14:10:27Z,2002,2002-01-01,2002-12-31
24555,SA_0000001411,COUNTRY,IRL,EUR,Europe,YEAR,2012,SEX,SEX_MLE,,,,,,,12.4 [11.7 - 13.1],12.3587653,11.6671656,13.0503649,,2024-06-20T14:10:27Z,2012,2012-01-01,2012-12-31
25403,SA_0000001411,COUNTRY,PER,AMR,Americas,YEAR,2019,SEX,SEX_MLE,,,,,,,26.4 [25.1 - 27.7],26.4159303,25.1123595,27.7195011,,2024-06-20T14:10:27Z,2019,2019-01-01,2019-12-31
37592,SA_0000001411,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2010,SEX,SEX_FMLE,,,,,,,96.1 [94.9 - 97.2],96.0594804,94.9058064,97.2131544,,2024-06-20T14:10:27Z,2010,2010-01-01,2010-12-31
37989,SA_0000001411,COUNTRY,SLE,AFR,Africa,YEAR,2012,SEX,SEX_BTSX,,,,,,,82.5 [80.6 - 84.5],82.5287406,80.5576114,84.4998699,,2024-06-20T14:10:27Z,2012,2012-01-01,2012-12-31
