location,sex,age,year,precent_of_prevalence,upper_bound,lower_bound
Montenegro,Female,40-44 years,2023,0.023818095116337,0.0345201591484388,0.0157083286024363
Montenegro,Both Sexes,40-44 years,2023,0.025153458,0.034553645,0.017618008
Netherlands,Male,15-19 years,2005,0.0157650692541986,0.0247020295944286,0.0090422514996853
Netherlands,Female,15-19 years,2005,0.0060738801962611,0.0093334475415703,0.0034394896650361
Netherlands,Both Sexes,15-19 years,2005,0.010991378,0.016729108,0.006432437
Netherlands,Male,20-24 years,2005,0.0401459306518339,0.0617222464540629,0.0248264028582248
Netherlands,Female,20-24 years,2005,0.0128698836439198,0.0202089060990378,0.0073762038999289
Netherlands,Both Sexes,20-24 years,2005,0.026620526,0.041068524,0.016098685
Netherlands,Male,25-29 years,2005,0.0402937653203245,0.0564205958023502,0.0274622411114533
Netherlands,Female,25-29 years,2005,0.0117968950529917,0.0167889476895713,0.0077789808122348
Netherlands,Both Sexes,25-29 years,2005,0.026090482,0.036521854,0.01789374
Netherlands,Male,30-34 years,2005,0.0363923297500554,0.0519828883221785,0.0227729701766841
Netherlands,Female,30-34 years,2005,0.0096316592332596,0.0142144780275235,0.0057829328463773
Netherlands,Both Sexes,30-34 years,2005,0.023088291,0.032710318,0.014453925
Netherlands,Male,35-39 years,2005,0.0353789656466486,0.0466166552815829,0.0241972282500836
Netherlands,Female,35-39 years,2005,0.0086126083099511,0.011960893586852,0.0054783039732483
Netherlands,Both Sexes,35-39 years,2005,0.022212054,0.028973585,0.015448848
Netherlands,Male,40-44 years,2005,0.0340693001703674,0.0461896639273003,0.0240119239324361
Netherlands,Female,40-44 years,2005,0.0077678065370708,0.011410918403937,0.0050638528312353
Netherlands,Both Sexes,40-44 years,2005,0.021099247,0.028566422,0.014824833
Netherlands,Male,15-19 years,2006,0.0157377754405375,0.0244774969050708,0.0089647543335886
Netherlands,Female,15-19 years,2006,0.0060886277984294,0.0093354458812887,0.0033498508979574
Netherlands,Both Sexes,15-19 years,2006,0.010984737,0.016926471,0.006552124
Netherlands,Male,20-24 years,2006,0.040145106494669,0.0617908129439143,0.0246316690626105
Netherlands,Female,20-24 years,2006,0.0128925456916155,0.0202649510258382,0.0074038135632137
Netherlands,Both Sexes,20-24 years,2006,0.026629449,0.041134514,0.015988596
Netherlands,Male,25-29 years,2006,0.0403488835160569,0.0564821221909679,0.027398137708599
Netherlands,Female,25-29 years,2006,0.0117989522951248,0.0168014218432604,0.0079301383665813
Netherlands,Both Sexes,25-29 years,2006,0.026113718,0.0366526,0.017850235
Netherlands,Male,30-34 years,2006,0.0364386482655992,0.0519626250609666,0.0228075410211911
Netherlands,Female,30-34 years,2006,0.009602078476464,0.0144884170786046,0.0056722529704266
Netherlands,Both Sexes,30-34 years,2006,0.023053877,0.032505579,0.014410256
Netherlands,Male,35-39 years,2006,0.0351113543585129,0.0460698857751038,0.0245142532679457
Netherlands,Female,35-39 years,2006,0.0085179708227614,0.0117472160956852,0.005475644492393
Netherlands,Both Sexes,35-39 years,2006,0.021988805,0.028777044,0.015403225
Netherlands,Male,40-44 years,2006,0.033512361697979,0.0452351708651133,0.0237821443000106
Netherlands,Female,40-44 years,2006,0.0076331660781599,0.0113133237521177,0.0049328441158601
Netherlands,Both Sexes,40-44 years,2006,0.020751607,0.027689168,0.014845872
Netherlands,Male,15-19 years,2007,0.0156954846173846,0.0245328825742163,0.0090962402136057
Netherlands,Female,15-19 years,2007,0.0060995121285079,0.0092904242111297,0.0033937995929722
Netherlands,Both Sexes,15-19 years,2007,0.010969407,0.01709497,0.006507289
Netherlands,Male,20-24 years,2007,0.0401328677481122,0.0617567638829046,0.0248660063095669
Netherlands,Female,20-24 years,2007,0.0129041006418784,0.0202893709166639,0.0073230075869316
Netherlands,Both Sexes,20-24 years,2007,0.026634083,0.041367129,0.01607604
Netherlands,Male,25-29 years,2007,0.0405025401271602,0.0561038562191053,0.027608560201697
Netherlands,Female,25-29 years,2007,0.0117903395190558,0.0167381408060164,0.0077935659329949
Netherlands,Both Sexes,25-29 years,2007,0.026164096,0.036425875,0.017977249
Netherlands,Male,30-34 years,2007,0.0365759640624325,0.0513652916604267,0.0231255490471985
Netherlands,Female,30-34 years,2007,0.0095663648187438,0.0145959315745292,0.0056255823737178
Netherlands,Both Sexes,30-34 years,2007,0.023085404,0.032565969,0.014405196
Netherlands,Male,35-39 years,2007,0.0348933100576914,0.0460414237421842,0.0244221817598012
Netherlands,Female,35-39 years,2007,0.0084222433028994,0.0115721381489464,0.0054099068228123
Netherlands,Both Sexes,35-39 years,2007,0.021794488,0.028727887,0.015535044
Netherlands,Male,40-44 years,2007,0.033042813699435,0.0444865399622166,0.0235752622212973
Netherlands,Female,40-44 years,2007,0.0074991075805356,0.0111027401384893,0.004860578883007
Netherlands,Both Sexes,40-44 years,2007,0.020448192,0.026951428,0.014765601
Netherlands,Male,15-19 years,2008,0.0156495655611121,0.0246537141281887,0.0090344858840331
Netherlands,Female,15-19 years,2008,0.0061067046764036,0.0092324474624291,0.0033891571305179
Netherlands,Both Sexes,15-19 years,2008,0.010947559,0.016860037,0.006417829
Netherlands,Male,20-24 years,2008,0.0401185392547884,0.0608860796223837,0.0247724444080769
Netherlands,Female,20-24 years,2008,0.0129069843699114,0.020531089910334,0.0072238106823478
Netherlands,Both Sexes,20-24 years,2008,0.026634251,0.041639713,0.016224085
Netherlands,Male,25-29 years,2008,0.0407194705541497,0.0562052210411395,0.0277881002016506
Netherlands,Female,25-29 years,2008,0.0117755798040632,0.0166752018764277,0.0077490108063358
Netherlands,Both Sexes,25-29 years,2008,0.026280292,0.036518891,0.018000833
Netherlands,Male,30-34 years,2008,0.0367788783371771,0.0524211569556523,0.0233908379544555
Netherlands,Female,30-34 years,2008,0.0095312060431135,0.0145942736470329,0.0055684229447927
Netherlands,Both Sexes,30-34 years,2008,0.023165888,0.0328255,0.014433069
Netherlands,Male,35-39 years,2008,0.0347308904195163,0.0462098304535679,0.0244818281782041
Netherlands,Female,35-39 years,2008,0.0083380755542739,0.0116509486809693,0.0053438710107659
Netherlands,Both Sexes,35-39 years,2008,0.021622565,0.028855174,0.015232982
Netherlands,Male,40-44 years,2008,0.0326816024970791,0.0440267298393182,0.0238446279727935
Netherlands,Female,40-44 years,2008,0.0073824954225476,0.0110064179835266,0.0047912184516979
Netherlands,Both Sexes,40-44 years,2008,0.020206357,0.026641072,0.014655309
Netherlands,Male,15-19 years,2009,0.0156103123754212,0.0244979503015038,0.0089990418992866
Netherlands,Female,15-19 years,2009,0.0061102148538012,0.0092325219776213,0.0034588726269451
Netherlands,Both Sexes,15-19 years,2009,0.010928917,0.016651274,0.006358378
Netherlands,Male,20-24 years,2009,0.0401108514518143,0.0601353885533446,0.0246650786527322
Netherlands,Female,20-24 years,2009,0.0129035853392582,0.0202796961398064,0.0072447803689702
Netherlands,Both Sexes,20-24 years,2009,0.026624319,0.041778219,0.016320557
Netherlands,Male,25-29 years,2009,0.0409645072777802,0.0562222287107314,0.0280929845611679
Netherlands,Female,25-29 years,2009,0.0117592048659497,0.0166307649293486,0.0077106266300393
Netherlands,Both Sexes,25-29 years,2009,0.026418471,0.036325654,0.0179746
Netherlands,Male,30-34 years,2009,0.037022063802922,0.0535860649127019,0.0233983907700247
Netherlands,Female,30-34 years,2009,0.0095033213705195,0.0145290412585782,0.0055194486518519
Netherlands,Both Sexes,30-34 years,2009,0.023278173,0.033232404,0.014543878
Netherlands,Male,35-39 years,2009,0.034630165880411,0.0460606124766683,0.0238473812017182
Netherlands,Female,35-39 years,2009,0.0082781071266685,0.011590477761936,0.005291124960133
Netherlands,Both Sexes,35-39 years,2009,0.021507806,0.028391165,0.014844023
Netherlands,Male,40-44 years,2009,0.0324496744132549,0.0437550214669898,0.0235061370179796
Netherlands,Female,40-44 years,2009,0.0073001549207688,0.0107840132566993,0.0046639888072974
Netherlands,Both Sexes,40-44 years,2009,0.020030159,0.026589157,0.014318081
Netherlands,Male,15-19 years,2010,0.0155899579570582,0.0245407754324602,0.0090506582493835
Netherlands,Female,15-19 years,2010,0.0061107021068468,0.0093665012209507,0.0035166783920054
Netherlands,Both Sexes,15-19 years,2010,0.010922244,0.016736226,0.006356829
Netherlands,Male,20-24 years,2010,0.04012004720299,0.0601738267959005,0.0246938760632957
Netherlands,Female,20-24 years,2010,0.0128968717159965,0.0201440336683474,0.0072920558361422
Netherlands,Both Sexes,20-24 years,2010,0.026608299,0.041538201,0.015977194
Netherlands,Male,25-29 years,2010,0.0412028341189773,0.0570788784934771,0.0282445945957282
Netherlands,Female,25-29 years,2010,0.0117460159930163,0.0166595670995998,0.0076025357137928
Netherlands,Both Sexes,25-29 years,2010,0.026559173,0.036684942,0.017983875
Netherlands,Male,30-34 years,2010,0.0372802353433987,0.0535439272877663,0.0232993271371606
Netherlands,Female,30-34 years,2010,0.0094895429986699,0.0145038659128066,0.0054952678301208
Netherlands,Both Sexes,30-34 years,2010,0.023404363,0.033501995,0.014623496
Netherlands,Male,35-39 years,2010,0.0345972521439849,0.046443905021321,0.0236416780405901
Netherlands,Female,35-39 years,2010,0.0082549419684582,0.0116225870418967,0.0052579438856623
Netherlands,Both Sexes,35-39 years,2010,0.021443674,0.028349028,0.014717474
Netherlands,Male,40-44 years,2010,0.032367975770306,0.0438935899003444,0.0226172656605654
Netherlands,Female,40-44 years,2010,0.0072688526782049,0.0108189564464629,0.0046171609285609
Netherlands,Both Sexes,40-44 years,2010,0.019957787,0.026896723,0.014058533
Netherlands,Male,15-19 years,2011,0.0156303271911927,0.0248120324706085,0.0090939591844315
Netherlands,Female,15-19 years,2011,0.0061046184049297,0.0093225890619593,0.0033919440077518
Netherlands,Both Sexes,15-19 years,2011,0.010934603,0.016813355,0.006419188
Netherlands,Male,20-24 years,2011,0.0402653041750695,0.061916772405691,0.0242879639391134
Netherlands,Female,20-24 years,2011,0.0128693621648038,0.020692040914918,0.0072771949770102
Netherlands,Both Sexes,20-24 years,2011,0.026657423,0.042118322,0.016080196
Netherlands,Male,25-29 years,2011,0.0415242814261992,0.0580015026549536,0.0288230299494557
Netherlands,Female,25-29 years,2011,0.011725142631742,0.0169077623797388,0.0077318847166824
Netherlands,Both Sexes,25-29 years,2011,0.02670791,0.03671498,0.018169586
Netherlands,Male,30-34 years,2011,0.0376339415804796,0.0540067698827244,0.0237514046892228
Netherlands,Female,30-34 years,2011,0.0094854679224429,0.0144476317169047,0.0054943484296045
Netherlands,Both Sexes,30-34 years,2011,0.023585919,0.034029754,0.014709428
Netherlands,Male,35-39 years,2011,0.0347447713942792,0.0464975389254731,0.0240698607365038
Netherlands,Female,35-39 years,2011,0.0082613057659574,0.0115849937508349,0.005346855640148
Netherlands,Both Sexes,35-39 years,2011,0.021492053,0.028837815,0.014998708
Netherlands,Male,40-44 years,2011,0.0325000837563276,0.0440246373985675,0.0232146878714057
Netherlands,Female,40-44 years,2011,0.0072793221897645,0.0107705757535084,0.0046665450870356
Netherlands,Both Sexes,40-44 years,2011,0.020000054,0.02681477,0.014271334
Netherlands,Male,15-19 years,2012,0.0157415626869256,0.0251284245802522,0.0092241979236269
Netherlands,Female,15-19 years,2012,0.0060909103957347,0.0094089663530422,0.0033834739473491
Netherlands,Both Sexes,15-19 years,2012,0.010973692,0.017011954,0.006493367
Netherlands,Male,20-24 years,2012,0.0406103426394459,0.0638491531895513,0.0242503818574393
Netherlands,Female,20-24 years,2012,0.0128145965195884,0.0202403299176707,0.0073175586942665
Netherlands,Both Sexes,20-24 years,2012,0.026774649,0.042144778,0.015862903
Netherlands,Male,25-29 years,2012,0.0420493042655719,0.0573503510225292,0.0287800066242718
Netherlands,Female,25-29 years,2012,0.0116903060782056,0.0170195533947702,0.0078214227026196
Netherlands,Both Sexes,25-29 years,2012,0.026930599,0.03651706,0.018460136
Netherlands,Male,30-34 years,2012,0.0382064152778154,0.0551581424804916,0.0241436689772114
Netherlands,Female,30-34 years,2012,0.0094833471755297,0.0145411367796149,0.0055299663060894
Netherlands,Both Sexes,30-34 years,2012,0.023838227,0.034163916,0.014832487
Netherlands,Male,35-39 years,2012,0.0351683745538048,0.0470844880515032,0.025192209465196
Netherlands,Female,35-39 years,2012,0.0082801760090287,0.0115315287387831,0.005364013169996
Netherlands,Both Sexes,35-39 years,2012,0.021696292,0.028860547,0.015378766
Netherlands,Male,40-44 years,2012,0.0328730044388502,0.0442148436600068,0.0237442605167021
Netherlands,Female,40-44 years,2012,0.0073084859683205,0.0108464723882624,0.0047299028799218
Netherlands,Both Sexes,40-44 years,2012,0.020172356,0.027147449,0.014496941
Netherlands,Male,15-19 years,2013,0.0158939477278735,0.0253244836525177,0.0093801210335116
Netherlands,Female,15-19 years,2013,0.0060756126597054,0.0093430395741987,0.0033286676337363
Netherlands,Both Sexes,15-19 years,2013,0.011021612,0.017267342,0.006571318
Netherlands,Male,20-24 years,2013,0.0410703595780468,0.0644640041467601,0.02446935632101
Netherlands,Female,20-24 years,2013,0.0127528605883154,0.0200475202177326,0.0074024209035974
Netherlands,Both Sexes,20-24 years,2013,0.026928977,0.042626635,0.015866954
Netherlands,Male,25-29 years,2013,0.0427225554689543,0.0585932998815954,0.0294210188223582
Netherlands,Female,25-29 years,2013,0.0116532941185868,0.0169808578535046,0.0078443845534735
Netherlands,Both Sexes,25-29 years,2013,0.027211378,0.037299846,0.018819999
Netherlands,Male,30-34 years,2013,0.0390004994062636,0.0559395493850511,0.0243453790819429
Netherlands,Female,30-34 years,2013,0.0094848835246732,0.0146065361896508,0.0055283902204012
Netherlands,Both Sexes,30-34 years,2013,0.024210478,0.034649931,0.014740351
Netherlands,Male,35-39 years,2013,0.0358820449488453,0.0482257586720041,0.0257046045907091
Netherlands,Female,35-39 years,2013,0.0083092896037037,0.0116055295626553,0.0054259678141978
Netherlands,Both Sexes,35-39 years,2013,0.022040133,0.029547701,0.015678899
Netherlands,Male,40-44 years,2013,0.0335033312341518,0.045058554545377,0.0240876268258926
Netherlands,Female,40-44 years,2013,0.0073521851866292,0.0109775769103891,0.0048028092243046
Netherlands,Both Sexes,40-44 years,2013,0.020449936,0.027662893,0.014570604
Netherlands,Male,15-19 years,2014,0.0160528717717894,0.0251460661637015,0.0091971030753322
Netherlands,Female,15-19 years,2014,0.0060644305152429,0.0094022277553,0.0033421130067436
Netherlands,Both Sexes,15-19 years,2014,0.011077187,0.017345875,0.006532295
Netherlands,Male,20-24 years,2014,0.0415489890078539,0.0646930714506011,0.0244433761708351
Netherlands,Female,20-24 years,2014,0.0127045725391894,0.020424754730619,0.0072574025807484
Netherlands,Both Sexes,20-24 years,2014,0.027107851,0.042671019,0.015784761
Netherlands,Male,25-29 years,2014,0.0434518552527519,0.060215994429247,0.0293600824398263
Netherlands,Female,25-29 years,2014,0.0116260890738776,0.0168948293412968,0.0077058742789938
Netherlands,Both Sexes,25-29 years,2014,0.027517087,0.038427592,0.018851824
Netherlands,Male,30-34 years,2014,0.0399039631456566,0.056999242060986,0.0247776851710877
Netherlands,Female,30-34 years,2014,0.0094918363837722,0.0145199883224604,0.0055167313988795
Netherlands,Both Sexes,30-34 years,2014,0.024640411,0.035515886,0.015061181
Netherlands,Male,35-39 years,2014,0.0367759556180704,0.0492926002783951,0.0259272922137094
Netherlands,Female,35-39 years,2014,0.0083462605043775,0.011738699215845,0.0053933871090437
Netherlands,Both Sexes,35-39 years,2014,0.02247348,0.030240689,0.015809871
Netherlands,Male,40-44 years,2014,0.0343253985427605,0.046754309170209,0.0239996626729614
Netherlands,Female,40-44 years,2014,0.0074059914403927,0.011137668183328,0.0048284620835893
Netherlands,Both Sexes,40-44 years,2014,0.020826521,0.028234397,0.014659278
Netherlands,Male,15-19 years,2015,0.0161870590271466,0.0256951128432952,0.0092980710033839
Netherlands,Female,15-19 years,2015,0.0060639048883448,0.0094968020786149,0.0033824612190007
Netherlands,Both Sexes,15-19 years,2015,0.011131781,0.017224722,0.006417937
Netherlands,Male,20-24 years,2015,0.0419517763701832,0.0649733519325909,0.0245227301814498
Netherlands,Female,20-24 years,2015,0.0126907716341768,0.0203428544465694,0.0073793228555886
Netherlands,Both Sexes,20-24 years,2015,0.027288912,0.042685539,0.015890099
Netherlands,Male,25-29 years,2015,0.0441576074015271,0.0609817485133249,0.0291016243945025
Netherlands,Female,25-29 years,2015,0.011621123223069,0.0167489822231441,0.0076044352430122
Netherlands,Both Sexes,25-29 years,2015,0.027826519,0.039202532,0.018582183
Netherlands,Male,30-34 years,2015,0.0408177436528702,0.0587478250740792,0.0252429146349408
Netherlands,Female,30-34 years,2015,0.0095061036093955,0.0146103648312527,0.0055380200706129
Netherlands,Both Sexes,30-34 years,2015,0.025096316,0.036682853,0.015449219
Netherlands,Male,35-39 years,2015,0.0377007934735996,0.0513058570936339,0.0259870619705591
Netherlands,Female,35-39 years,2015,0.0083887767496574,0.0118617021497357,0.0053417924699839
Netherlands,Both Sexes,35-39 years,2015,0.02293428,0.030740245,0.015944683
Netherlands,Male,40-44 years,2015,0.035202045231181,0.0498146265615012,0.0242548602767934
Netherlands,Female,40-44 years,2015,0.0074655477454772,0.0112005017063101,0.0049096387254878
Netherlands,Both Sexes,40-44 years,2015,0.021235205,0.029067659,0.014751579
Netherlands,Male,15-19 years,2016,0.0163203159413954,0.0257826327362812,0.0095679717235009
Netherlands,Female,15-19 years,2016,0.00607314003647,0.0092234369355479,0.0034155626321117
Netherlands,Both Sexes,15-19 years,2016,0.011194577,0.017477241,0.006535106
Netherlands,Male,20-24 years,2016,0.0423869215276078,0.0656854368874036,0.0245647954483858
Netherlands,Female,20-24 years,2016,0.0127274677451674,0.0200995236855719,0.0073468208696714
Netherlands,Both Sexes,20-24 years,2016,0.027506925,0.04286123,0.016002104
Netherlands,Male,25-29 years,2016,0.0450389643931686,0.0624827832663338,0.0298628228563075
Netherlands,Female,25-29 years,2016,0.0117025174087815,0.0169458219159823,0.0078832247574691
Netherlands,Both Sexes,25-29 years,2016,0.028309142,0.039692927,0.01915327
Netherlands,Male,30-34 years,2016,0.0420483458737643,0.0603505092356611,0.0258853352406526
Netherlands,Female,30-34 years,2016,0.009622888664436,0.0147516372806465,0.0056987654972784
Netherlands,Both Sexes,30-34 years,2016,0.025756747,0.037564197,0.01571742
Netherlands,Male,35-39 years,2016,0.03922653690502,0.0526547603493276,0.0276040235114489
Netherlands,Female,35-39 years,2016,0.0085225320368041,0.0120101529036541,0.0054513111543822
Netherlands,Both Sexes,35-39 years,2016,0.023756134,0.031804003,0.016809698
Netherlands,Male,40-44 years,2016,0.036882856840441,0.0500419131311627,0.0267974252220278
Netherlands,Female,40-44 years,2016,0.0075994228121599,0.0114824975659674,0.0050214244523534
Netherlands,Both Sexes,40-44 years,2016,0.022094195,0.029828495,0.01601738
Netherlands,Male,15-19 years,2017,0.0165071310269907,0.0260746522398185,0.0097157804440408
Netherlands,Female,15-19 years,2017,0.0060911596897031,0.0093651766938512,0.0034481225407313
Netherlands,Both Sexes,15-19 years,2017,0.011283183,0.017797239,0.006425248
Netherlands,Male,20-24 years,2017,0.0429942157784436,0.0666463598860562,0.0253036377990292
Netherlands,Female,20-24 years,2017,0.0128068145078334,0.0201220248516535,0.0072722913181524
Netherlands,Both Sexes,20-24 years,2017,0.027836614,0.043433349,0.016362756
Netherlands,Male,25-29 years,2017,0.0462155591096529,0.0636799982681781,0.0315034925545118
Netherlands,Female,25-29 years,2017,0.0118873419653997,0.0169430605044521,0.007970080639913
Netherlands,Both Sexes,25-29 years,2017,0.028992891,0.040017152,0.019760373
Netherlands,Male,30-34 years,2017,0.0437259630097524,0.0635284289638535,0.0272051190022663
Netherlands,Female,30-34 years,2017,0.0098777925100918,0.0149912955265773,0.0058936671624788
Netherlands,Both Sexes,30-34 years,2017,0.026714941,0.038541647,0.016341876
Netherlands,Male,35-39 years,2017,0.0415807469746489,0.0555924265889551,0.0288966355603255
Netherlands,Female,35-39 years,2017,0.0087788683240506,0.0121934950806723,0.0056923977545034
Netherlands,Both Sexes,35-39 years,2017,0.025025183,0.033390733,0.017672456
Netherlands,Male,40-44 years,2017,0.0396485432181279,0.0521438333532069,0.0293258514510217
Netherlands,Female,40-44 years,2017,0.0078318729735719,0.0117181696932629,0.0052765430408504
Netherlands,Both Sexes,40-44 years,2017,0.023555273,0.030843139,0.017697756
Netherlands,Male,15-19 years,2018,0.0166951971281842,0.026178751596492,0.0099185633295095
Netherlands,Female,15-19 years,2018,0.0061101261428089,0.0095351461839671,0.0034705704324787
Netherlands,Both Sexes,15-19 years,2018,0.011377078,0.017718512,0.006647416
Netherlands,Male,20-24 years,2018,0.0436226687421951,0.067407066901192,0.0255617247680015
Netherlands,Female,20-24 years,2018,0.0129029576177578,0.0206373372340147,0.0073979882622526
Netherlands,Both Sexes,20-24 years,2018,0.028163849,0.044856046,0.016536338
Netherlands,Male,25-29 years,2018,0.0474129592667939,0.06434657263979,0.0325817306092138
Netherlands,Female,25-29 years,2018,0.0121111478796662,0.0171626308617163,0.0079999895284628
Netherlands,Both Sexes,25-29 years,2018,0.029696982,0.040406351,0.020308434
Netherlands,Male,30-34 years,2018,0.0454515399568554,0.065445459195129,0.028086015560906
Netherlands,Female,30-34 years,2018,0.0101800219763026,0.0152607376530091,0.0059234412191728
Netherlands,Both Sexes,30-34 years,2018,0.027729221,0.039605971,0.017170236
Netherlands,Male,35-39 years,2018,0.0441047245300779,0.0586419305143722,0.0304359549101471
Netherlands,Female,35-39 years,2018,0.0090723811564091,0.0124014873942313,0.0059792581647192
Netherlands,Both Sexes,35-39 years,2018,0.026432638,0.035263313,0.01863326
Netherlands,Male,40-44 years,2018,0.0426695065211941,0.0548357138492806,0.0320875098999633
Netherlands,Female,40-44 years,2018,0.0080911352935766,0.0117849236986642,0.0053674754011532
Netherlands,Both Sexes,40-44 years,2018,0.025167341,0.032609304,0.018996609
Netherlands,Male,15-19 years,2019,0.016858892055619,0.0265565732723396,0.0099460801169109
Netherlands,Female,15-19 years,2019,0.0061281831376463,0.0096721974851105,0.0034953460769876
Netherlands,Both Sexes,15-19 years,2019,0.011456101,0.017600459,0.006810777
Netherlands,Male,20-24 years,2019,0.0441581836326752,0.0682057494513932,0.0263271785480056
Netherlands,Female,20-24 years,2019,0.0129945336500127,0.0208694769541774,0.0074617816032784
Netherlands,Both Sexes,20-24 years,2019,0.028453154,0.04465923,0.01658053
Netherlands,Male,25-29 years,2019,0.0483798562773657,0.0660690681944932,0.0331673132174045
Netherlands,Female,25-29 years,2019,0.0123118763600975,0.017664067047603,0.0081200101688981
Netherlands,Both Sexes,25-29 years,2019,0.030281406,0.04096745,0.02101943
Netherlands,Male,30-34 years,2019,0.0468375438651088,0.0673486597981859,0.0288971211848149
Netherlands,Female,30-34 years,2019,0.0104400534372777,0.0155826115533321,0.0060446973309195
Netherlands,Both Sexes,30-34 years,2019,0.028555183,0.040799758,0.017551005
Netherlands,Male,35-39 years,2019,0.046140174458068,0.0617303972925127,0.0323620866280662
Netherlands,Female,35-39 years,2019,0.0093182286041979,0.0126201385201158,0.0061667787023214
Netherlands,Both Sexes,35-39 years,2019,0.027585175,0.036700115,0.019199973
Netherlands,Male,40-44 years,2019,0.0451140385727134,0.0577384730964219,0.0331801463698453
Netherlands,Female,40-44 years,2019,0.0083057729188941,0.0121245623919065,0.0054301856936128
Netherlands,Both Sexes,40-44 years,2019,0.026483758,0.034217154,0.019704202
Netherlands,Male,15-19 years,2020,0.0168789400956557,0.0266893977509509,0.0099101519449747
Netherlands,Female,15-19 years,2020,0.0061267115545031,0.0095328356647792,0.0035228630728465
Netherlands,Both Sexes,15-19 years,2020,0.011462651,0.017504212,0.006771638
Netherlands,Male,20-24 years,2020,0.0443418845745816,0.0672781930209405,0.0263162189881153
Netherlands,Female,20-24 years,2020,0.0130460377011103,0.0210468831824142,0.0074509018851152
Netherlands,Both Sexes,20-24 years,2020,0.028578241,0.044466482,0.016779293
Netherlands,Male,25-29 years,2020,0.0487360314672766,0.0663244299134333,0.0331188209764389
Netherlands,Female,25-29 years,2020,0.0124189063717539,0.0177756396943608,0.0080433884855451
Netherlands,Both Sexes,25-29 years,2020,0.030543067,0.041812223,0.020790795
Netherlands,Male,30-34 years,2020,0.0474082703634958,0.0677313344089878,0.0294552095399804
Netherlands,Female,30-34 years,2020,0.0105631599237826,0.0158623110873706,0.006141623232263
Netherlands,Both Sexes,30-34 years,2020,0.028918165,0.041440247,0.017941645
Netherlands,Male,35-39 years,2020,0.0469680442128336,0.0640564485748738,0.0322624098142959
Netherlands,Female,35-39 years,2020,0.0094289884017481,0.0129346014179536,0.0062652067790123
Netherlands,Both Sexes,35-39 years,2020,0.028095376,0.037651521,0.019427549
Netherlands,Male,40-44 years,2020,0.0461004024336188,0.0605739682925256,0.0333985337663698
Netherlands,Female,40-44 years,2020,0.0084029540304785,0.0121209617223294,0.0055016514942809
Netherlands,Both Sexes,40-44 years,2020,0.027038412,0.035259928,0.019763498
Netherlands,Male,15-19 years,2021,0.01686649767725,0.0264722089854898,0.0099298273284005
Netherlands,Female,15-19 years,2021,0.0061515536947312,0.0095273836212898,0.0035638151380323
Netherlands,Both Sexes,15-19 years,2021,0.011473864,0.01782888,0.006879246
Netherlands,Male,20-24 years,2021,0.044288824392477,0.0677049309250898,0.0272172274643115
Netherlands,Female,20-24 years,2021,0.0130871374169217,0.0211800277768591,0.0074173429821942
Netherlands,Both Sexes,20-24 years,2021,0.028588383,0.044046038,0.017475683
Netherlands,Male,25-29 years,2021,0.0486277706524462,0.0661521331228984,0.032709881545776
Netherlands,Female,25-29 years,2021,0.0124406689334108,0.0179735271078074,0.0079362253712475
Netherlands,Both Sexes,25-29 years,2021,0.030513458,0.041659293,0.020805631
Netherlands,Male,30-34 years,2021,0.0472647021598185,0.0672037187648295,0.0307604052793096
Netherlands,Female,30-34 years,2021,0.0105636636421732,0.015963901789682,0.0061899786346034
Netherlands,Both Sexes,30-34 years,2021,0.028897088,0.04159135,0.018533514
Netherlands,Male,35-39 years,2021,0.0467078489788262,0.0611540601029813,0.0342687412864845
Netherlands,Female,35-39 years,2021,0.0094029519677817,0.012906670191351,0.0065891477278204
Netherlands,Both Sexes,35-39 years,2021,0.027981574,0.036706462,0.020685022
Netherlands,Male,40-44 years,2021,0.045596351595508,0.058502860582111,0.0341429687485663
Netherlands,Female,40-44 years,2021,0.008364905174628,0.0119846046869052,0.005697690000585
Netherlands,Both Sexes,40-44 years,2021,0.026801851,0.034386186,0.020359534
Netherlands,Male,15-19 years,2022,0.0168082507817745,0.0261416321369914,0.0098748848267087
Netherlands,Female,15-19 years,2022,0.006175883077549,0.0095355273993839,0.0035261132530258
Netherlands,Both Sexes,15-19 years,2022,0.011471032,0.018179643,0.00697197
Netherlands,Male,20-24 years,2022,0.0442182225303742,0.0679891399121254,0.0267421240608331
Netherlands,Female,20-24 years,2022,0.0131370186083171,0.0210239355325714,0.0074877651531307
Netherlands,Both Sexes,20-24 years,2022,0.028581069,0.043815142,0.017030588
Netherlands,Male,25-29 years,2022,0.0484698572422164,0.0666447123072584,0.0327946593784841
Netherlands,Female,25-29 years,2022,0.0124598958878103,0.0178557525471675,0.0078484504757467
Netherlands,Both Sexes,25-29 years,2022,0.030476966,0.04189975,0.020922886
Netherlands,Male,30-34 years,2022,0.0470469134350465,0.0699432618844772,0.030586191577615
Netherlands,Female,30-34 years,2022,0.0105577461916514,0.0161421261864066,0.0061818042142596
Netherlands,Both Sexes,30-34 years,2022,0.028839341,0.042673217,0.018835411
Netherlands,Male,35-39 years,2022,0.046380654980027,0.0619578402388711,0.0340965665440488
Netherlands,Female,35-39 years,2022,0.0093724165010486,0.0132212084962775,0.0062810344239496
Netherlands,Both Sexes,35-39 years,2022,0.027839577,0.037085772,0.020643807
