location,sex,age,year,percent_of_prevalence,upper_bound,lower_bound,generation,prevalence %
Ireland,Female,20-24 years,2013,0.042710419,0.065679137,0.026024794,Millennial,4.27%
Ireland,Both Sexes,20-24 years,2013,0.062704203,0.09425302,0.040033381,Millennial,6.27%
Ireland,Male,25-29 years,2013,0.093841567,0.1216399472674239,0.068228587,Millennial,9.38%
Ireland,Female,25-29 years,2013,0.041911296,0.05829572,0.029211704,Millennial,4.19%
Ireland,Both Sexes,25-29 years,2013,0.066483314,0.087090216,0.04883523,Millennial,6.65%
Ireland,Male,30-34 years,2013,0.090615696,0.11924841,0.061790384,Millennial,9.06%
Ireland,Female,30-34 years,2013,0.035394795,0.051503869,0.022234059,Millennial,3.54%
Ireland,Both Sexes,30-34 years,2013,0.062009169,0.082744897,0.041739821,Millennial,6.20%
Ireland,Male,35-39 years,2013,0.087051498,0.1070406117438463,0.067337945,Gen_X,8.71%
Ireland,Female,35-39 years,2013,0.033012117,0.04460351,0.022770868,Gen_X,3.30%
Ireland,Both Sexes,35-39 years,2013,0.059699543,0.074326648,0.045283807,Gen_X,5.97%
Ireland,Male,40-44 years,2013,0.082835613,0.1043441796122831,0.061502263,Gen_X,8.28%
Ireland,Female,40-44 years,2013,0.031090028,0.043757237,0.021152495,Gen_X,3.11%
Ireland,Both Sexes,40-44 years,2013,0.056877135,0.073598259,0.042098086,Gen_X,5.69%
Ireland,Male,15-19 years,2014,0.029703711,0.045167286,0.018001357,Gen_Z,2.97%
Ireland,Female,15-19 years,2014,0.017508687,0.02611626,0.010427382,Gen_Z,1.75%
Ireland,Both Sexes,15-19 years,2014,0.023586475,0.035460229,0.014198393,Gen_Z,2.36%
Ireland,Male,20-24 years,2014,0.083549557,0.1233568354726155,0.053315758,Millennial,8.35%
Ireland,Female,20-24 years,2014,0.042659607,0.065638401,0.025632687,Millennial,4.27%
Ireland,Both Sexes,20-24 years,2014,0.062694686,0.094309904,0.039592837,Millennial,6.27%
Ireland,Male,25-29 years,2014,0.093552908,0.1221684713622046,0.068263762,Millennial,9.36%
Ireland,Female,25-29 years,2014,0.041889406,0.058320268,0.028660292,Millennial,4.19%
Ireland,Both Sexes,25-29 years,2014,0.06642252,0.086840491,0.048489992,Millennial,6.64%
Ireland,Male,30-34 years,2014,0.090153151,0.1188213738363398,0.060842194,Millennial,9.02%
Ireland,Female,30-34 years,2014,0.035369514,0.05115859,0.022197016,Millennial,3.54%
Ireland,Both Sexes,30-34 years,2014,0.061621026,0.082122873,0.040804852,Millennial,6.16%
Ireland,Male,35-39 years,2014,0.086081114,0.1070540986852727,0.06528447,Gen_X,8.61%
Ireland,Female,35-39 years,2014,0.032836418,0.044309314,0.02286712,Gen_X,3.28%
Ireland,Both Sexes,35-39 years,2014,0.058992963,0.073535975,0.044254284,Gen_X,5.90%
Ireland,Male,40-44 years,2014,0.081437134,0.1042865913108484,0.060448022,Gen_X,8.14%
Ireland,Female,40-44 years,2014,0.030734695,0.043503201,0.020718138,Gen_X,3.07%
Ireland,Both Sexes,40-44 years,2014,0.055897416,0.07280135,0.041239448,Gen_X,5.59%
Ireland,Male,15-19 years,2015,0.02966034,0.044793349,0.01797991,Gen_Z,2.97%
Ireland,Female,15-19 years,2015,0.017491075,0.026020862,0.010517395,Gen_Z,1.75%
Ireland,Both Sexes,15-19 years,2015,0.023556074,0.035481333,0.01407315,Gen_Z,2.36%
Ireland,Male,20-24 years,2015,0.083394287,0.1236513371114805,0.053142317,Millennial,8.34%
Ireland,Female,20-24 years,2015,0.042586567,0.065826091,0.025512079,Millennial,4.26%
Ireland,Both Sexes,20-24 years,2015,0.062645963,0.094374801,0.039402837,Millennial,6.26%
Ireland,Male,25-29 years,2015,0.093238196,0.1233010898264361,0.067492355,Millennial,9.32%
Ireland,Female,25-29 years,2015,0.041847489,0.059326215,0.02846977,Millennial,4.18%
Ireland,Both Sexes,25-29 years,2015,0.066370123,0.087359487,0.048446937,Millennial,6.64%
Ireland,Male,30-34 years,2015,0.089656914,0.1191515874784916,0.0591142,Millennial,8.97%
Ireland,Female,30-34 years,2015,0.035320012,0.05152349,0.022109631,Millennial,3.53%
Ireland,Both Sexes,30-34 years,2015,0.061192679,0.082193265,0.039345403,Millennial,6.12%
Ireland,Male,35-39 years,2015,0.085059661,0.1069222119291289,0.063337523,Gen_X,8.51%
Ireland,Female,35-39 years,2015,0.032638078,0.045049656,0.02216595,Gen_X,3.26%
Ireland,Both Sexes,35-39 years,2015,0.058302308,0.073510827,0.043760922,Gen_X,5.83%
Ireland,Male,40-44 years,2015,0.080034192,0.1040228313345913,0.058277086,Gen_X,8.00%
Ireland,Female,40-44 years,2015,0.030363357,0.043861907,0.020359786,Gen_X,3.04%
Ireland,Both Sexes,40-44 years,2015,0.054957905,0.071796411,0.04075907,Gen_X,5.50%
Ireland,Male,15-19 years,2016,0.029489115,0.045063291,0.017953145,Gen_Z,2.95%
Ireland,Female,15-19 years,2016,0.017409335,0.026029673,0.01035154,Gen_Z,1.74%
Ireland,Both Sexes,15-19 years,2016,0.023422525,0.035292279,0.01387136,Gen_Z,2.34%
Ireland,Male,20-24 years,2016,0.08287262,0.122597051,0.052638083,Millennial,8.29%
Ireland,Female,20-24 years,2016,0.042303322,0.065500023,0.025237263,Millennial,4.23%
Ireland,Both Sexes,20-24 years,2016,0.062296443,0.093567256,0.039028775,Millennial,6.23%
Ireland,Male,25-29 years,2016,0.09252018,0.1211998357612768,0.067082087,Millennial,9.25%
Ireland,Female,25-29 years,2016,0.04159915,0.058657584,0.028591281,Millennial,4.16%
Ireland,Both Sexes,25-29 years,2016,0.066097938,0.087887347,0.04766615,Millennial,6.61%
Ireland,Male,30-34 years,2016,0.0886991,0.1182649445023481,0.058579259,Millennial,8.87%
Ireland,Female,30-34 years,2016,0.035105871,0.050759444,0.02137433,Millennial,3.51%
Ireland,Both Sexes,30-34 years,2016,0.060485681,0.081166251,0.038874682,Millennial,6.05%
Ireland,Male,35-39 years,2016,0.083598223,0.1056517296225947,0.062478307,Millennial,8.36%
Ireland,Female,35-39 years,2016,0.032296659,0.043826512,0.022187654,Millennial,3.23%
Ireland,Both Sexes,35-39 years,2016,0.057299041,0.07252297,0.042470522,Millennial,5.73%
Ireland,Male,40-44 years,2016,0.078306602,0.1007118151199951,0.057543797,Gen_X,7.83%
Ireland,Female,40-44 years,2016,0.029894588,0.042124442,0.020241251,Gen_X,2.99%
Ireland,Both Sexes,40-44 years,2016,0.053812944,0.069910557,0.040383441,Gen_X,5.38%
Ireland,Male,15-19 years,2017,0.029151102,0.044871298,0.017435055,Gen_Z,2.92%
Ireland,Female,15-19 years,2017,0.017240714,0.026043263,0.010051779,Gen_Z,1.72%
Ireland,Both Sexes,15-19 years,2017,0.023154938,0.03512896,0.013711202,Gen_Z,2.32%
Ireland,Male,20-24 years,2017,0.081821933,0.1214917215704398,0.052390486,Gen_Z,8.18%
Ireland,Female,20-24 years,2017,0.041719828,0.064963735,0.025037294,Gen_Z,4.17%
Ireland,Both Sexes,20-24 years,2017,0.061567188,0.092507054,0.03864488,Gen_Z,6.16%
Ireland,Male,25-29 years,2017,0.091206467,0.1188196841541825,0.065610675,Millennial,9.12%
Ireland,Female,25-29 years,2017,0.04104204,0.058464827,0.028440567,Millennial,4.10%
Ireland,Both Sexes,25-29 years,2017,0.065247881,0.087449686,0.046868281,Millennial,6.52%
Ireland,Male,30-34 years,2017,0.087069879,0.1165063995083089,0.05854776,Millennial,8.71%
Ireland,Female,30-34 years,2017,0.034646503,0.050560496,0.021032822,Millennial,3.46%
Ireland,Both Sexes,30-34 years,2017,0.059430731,0.08024361,0.038479546,Millennial,5.94%
Ireland,Male,35-39 years,2017,0.081506786,0.1024903481848491,0.061236439,Millennial,8.15%
Ireland,Female,35-39 years,2017,0.031738452,0.043088665,0.021567842,Millennial,3.17%
Ireland,Both Sexes,35-39 years,2017,0.05584517,0.071741839,0.040936031,Millennial,5.58%
Ireland,Male,40-44 years,2017,0.076065781,0.097366741,0.056027188,Gen_X,7.61%
Ireland,Female,40-44 years,2017,0.029265533,0.041231659,0.019939974,Gen_X,2.93%
Ireland,Both Sexes,40-44 years,2017,0.052346416,0.067645135,0.03916949,Gen_X,5.23%
Ireland,Male,15-19 years,2018,0.028720034,0.044618333,0.016996916,Gen_Z,2.87%
Ireland,Female,15-19 years,2018,0.01702301,0.025625549,0.009931541,Gen_Z,1.70%
Ireland,Both Sexes,15-19 years,2018,0.022821016,0.035093869,0.013380405,Gen_Z,2.28%
Ireland,Male,20-24 years,2018,0.080454716,0.1212335374763691,0.051062598,Gen_Z,8.05%
Ireland,Female,20-24 years,2018,0.040969589,0.063208993,0.024269916,Gen_Z,4.10%
Ireland,Both Sexes,20-24 years,2018,0.060536063,0.091724873,0.036948047,Gen_Z,6.05%
Ireland,Male,25-29 years,2018,0.089533705,0.1187007845934561,0.064527764,Millennial,8.95%
Ireland,Female,25-29 years,2018,0.040293807,0.057317135,0.027583282,Millennial,4.03%
Ireland,Both Sexes,25-29 years,2018,0.064177479,0.085773993,0.046147853,Millennial,6.42%
Ireland,Male,30-34 years,2018,0.085092676,0.1134507250333321,0.056842287,Millennial,8.51%
Ireland,Female,30-34 years,2018,0.034027273,0.048729142,0.020690638,Millennial,3.40%
Ireland,Both Sexes,30-34 years,2018,0.058170354,0.078587728,0.037591982,Millennial,5.82%
Ireland,Male,35-39 years,2018,0.079154414,0.1003852050001449,0.059784213,Millennial,7.92%
Ireland,Female,35-39 years,2018,0.031043986,0.041788781,0.020452374,Millennial,3.10%
Ireland,Both Sexes,35-39 years,2018,0.054204479,0.069980257,0.039535422,Millennial,5.42%
Ireland,Male,40-44 years,2018,0.073660752,0.094671243,0.054073709,Gen_X,7.37%
Ireland,Female,40-44 years,2018,0.028541074,0.040733356,0.019179739,Gen_X,2.85%
Ireland,Both Sexes,40-44 years,2018,0.050727939,0.064986755,0.037736858,Gen_X,5.07%
Ireland,Male,15-19 years,2019,0.028283713,0.044421454,0.01632471,Gen_Z,2.83%
Ireland,Female,15-19 years,2019,0.016798945,0.025366501,0.009824952,Gen_Z,1.68%
Ireland,Both Sexes,15-19 years,2019,0.022481837,0.035065921,0.013024381,Gen_Z,2.25%
Ireland,Male,20-24 years,2019,0.07900874,0.1202717040711613,0.048149865,Gen_Z,7.90%
Ireland,Female,20-24 years,2019,0.04019166,0.062108238,0.023231873,Gen_Z,4.02%
Ireland,Both Sexes,20-24 years,2019,0.059454369,0.090947178,0.034885886,Gen_Z,5.95%
Ireland,Male,25-29 years,2019,0.087767494,0.1172049397767562,0.062962207,Millennial,8.78%
Ireland,Female,25-29 years,2019,0.039476378,0.056299253,0.026508333,Millennial,3.95%
Ireland,Both Sexes,25-29 years,2019,0.062961221,0.084886412,0.045065764,Millennial,6.30%
Ireland,Male,30-34 years,2019,0.083109014,0.1136854725687546,0.054410074,Millennial,8.31%
Ireland,Female,30-34 years,2019,0.0333358,0.048152523,0.020232456,Millennial,3.33%
Ireland,Both Sexes,30-34 years,2019,0.056914631,0.077928292,0.036468032,Millennial,5.69%
Ireland,Male,35-39 years,2019,0.076923037,0.098034315,0.056493095,Millennial,7.69%
Ireland,Female,35-39 years,2019,0.030294892,0.041162105,0.019548493,Millennial,3.03%
Ireland,Both Sexes,35-39 years,2019,0.052651165,0.068555332,0.038023247,Millennial,5.27%
Ireland,Male,40-44 years,2019,0.071451547,0.093766582,0.052196445,Gen_X,7.15%
Ireland,Female,40-44 years,2019,0.027786894,0.040051087,0.01840569,Gen_X,2.78%
Ireland,Both Sexes,40-44 years,2019,0.049172218,0.06362533,0.03605985,Gen_X,4.92%
Italy,Male,15-19 years,2010,0.016641179,0.023031422,0.011266629,Millennial,1.66%
Italy,Female,15-19 years,2010,0.009569074,0.013530531,0.006483592,Millennial,0.96%
Italy,Both Sexes,15-19 years,2010,0.013085499,0.018029464,0.008929318,Millennial,1.31%
Italy,Male,20-24 years,2010,0.045827714,0.063778369,0.031761955,Millennial,4.58%
Italy,Female,20-24 years,2010,0.024038251,0.034771955,0.016463941,Millennial,2.40%
Italy,Both Sexes,20-24 years,2010,0.034864007,0.049416741,0.024216279,Millennial,3.49%
Italy,Male,25-29 years,2010,0.049700734,0.064402839,0.036884508,Millennial,4.97%
Italy,Female,25-29 years,2010,0.023636785,0.030150768,0.017389158,Millennial,2.36%
Italy,Both Sexes,25-29 years,2010,0.036491433,0.04743915,0.027336904,Millennial,3.65%
Italy,Male,30-34 years,2010,0.045548927,0.062232512,0.031519439,Gen_X,4.55%
Italy,Female,30-34 years,2010,0.019853225,0.027483465,0.012975506,Gen_X,1.99%
Italy,Both Sexes,30-34 years,2010,0.032557944,0.044559125,0.022278042,Gen_X,3.26%
Italy,Male,35-39 years,2010,0.038074907,0.049356891,0.027601258,Gen_X,3.81%
Italy,Female,35-39 years,2010,0.016694636,0.022521199,0.011599391,Gen_X,1.67%
Italy,Both Sexes,35-39 years,2010,0.027278543,0.035752828,0.019727953,Gen_X,2.73%
Italy,Male,40-44 years,2010,0.031243594,0.042697705,0.022307938,Gen_X,3.12%
Italy,Female,40-44 years,2010,0.013762094,0.01926382,0.009377313,Gen_X,1.38%
Italy,Both Sexes,40-44 years,2010,0.022412983,0.031129242,0.015906892,Gen_X,2.24%
Italy,Male,15-19 years,2011,0.01666485,0.02300191,0.011287535,Millennial,1.67%
Italy,Female,15-19 years,2011,0.009571912,0.013535601,0.006497898,Millennial,0.96%
Italy,Both Sexes,15-19 years,2011,0.013102964,0.018001458,0.008927135,Millennial,1.31%
Italy,Male,20-24 years,2011,0.045928319,0.064077476,0.031943569,Millennial,4.59%
Italy,Female,20-24 years,2011,0.024062376,0.034728948,0.016515955,Millennial,2.41%
Italy,Both Sexes,20-24 years,2011,0.034942028,0.049569575,0.024291464,Millennial,3.49%
Italy,Male,25-29 years,2011,0.049768794,0.064448931,0.03683372,Millennial,4.98%
Italy,Female,25-29 years,2011,0.023683384,0.030206484,0.017414886,Millennial,2.37%
Italy,Both Sexes,25-29 years,2011,0.036542925,0.04740331,0.027330779,Millennial,3.65%
Italy,Male,30-34 years,2011,0.045568189,0.062248788,0.031429954,Millennial,4.56%
Italy,Female,30-34 years,2011,0.019895405,0.027529985,0.012998439,Millennial,1.99%
Italy,Both Sexes,30-34 years,2011,0.032572498,0.044526968,0.022315552,Millennial,3.26%
Italy,Male,35-39 years,2011,0.038061761,0.049350879,0.027517803,Gen_X,3.81%
Italy,Female,35-39 years,2011,0.016723744,0.022527343,0.011600058,Gen_X,1.67%
Italy,Both Sexes,35-39 years,2011,0.027273947,0.035704398,0.019764637,Gen_X,2.73%
Italy,Male,40-44 years,2011,0.031213557,0.04286993,0.022318717,Gen_X,3.12%
Italy,Female,40-44 years,2011,0.013780581,0.019294375,0.009432743,Gen_X,1.38%
Italy,Both Sexes,40-44 years,2011,0.022393399,0.031038614,0.015834614,Gen_X,2.24%
Italy,Male,15-19 years,2012,0.016717297,0.0229991,0.011321177,Gen_Z,1.67%
Italy,Female,15-19 years,2012,0.009581695,0.013598851,0.006518419,Gen_Z,0.96%
Italy,Both Sexes,15-19 years,2012,0.013137485,0.018137288,0.008943284,Gen_Z,1.31%
Italy,Male,20-24 years,2012,0.046137675,0.06448728,0.032145319,Millennial,4.61%
Italy,Female,20-24 years,2012,0.024120857,0.03473686,0.016598509,Millennial,2.41%
Italy,Both Sexes,20-24 years,2012,0.03508987,0.049794509,0.024406438,Millennial,3.51%
Italy,Male,25-29 years,2012,0.049870541,0.064841222,0.036841286,Millennial,4.99%
Italy,Female,25-29 years,2012,0.023780534,0.030398211,0.017478616,Millennial,2.38%
Italy,Both Sexes,25-29 years,2012,0.036662993,0.047466901,0.027383245,Millennial,3.67%
Italy,Male,30-34 years,2012,0.04556991,0.062096217,0.031330556,Millennial,4.56%
Italy,Female,30-34 years,2012,0.020001135,0.027738536,0.01304257,Millennial,2.00%
Italy,Both Sexes,30-34 years,2012,0.032618174,0.044541982,0.022328269,Millennial,3.26%
Italy,Male,35-39 years,2012,0.038007209,0.049294589,0.02744918,Gen_X,3.80%
Italy,Female,35-39 years,2012,0.016794765,0.022587836,0.011663497,Gen_X,1.68%
Italy,Both Sexes,35-39 years,2012,0.027280819,0.035673313,0.019765861,Gen_X,2.73%
Italy,Male,40-44 years,2012,0.031123452,0.042927774,0.022174517,Gen_X,3.11%
Italy,Female,40-44 years,2012,0.013824976,0.019263314,0.009505133,Gen_X,1.38%
Italy,Both Sexes,40-44 years,2012,0.022358704,0.030923442,0.015766977,Gen_X,2.24%
Italy,Male,15-19 years,2013,0.01677614,0.022998088,0.01132099,Gen_Z,1.68%
Italy,Female,15-19 years,2013,0.009596234,0.013589292,0.006541247,Gen_Z,0.96%
Italy,Both Sexes,15-19 years,2013,0.013178274,0.018354249,0.008961279,Gen_Z,1.32%
Italy,Male,20-24 years,2013,0.046375631,0.064898205,0.032326869,Millennial,4.64%
Italy,Female,20-24 years,2013,0.024189288,0.034736703,0.016522738,Millennial,2.42%
Italy,Both Sexes,20-24 years,2013,0.035257955,0.049956259,0.024541267,Millennial,3.53%
Italy,Male,25-29 years,2013,0.049969991,0.065324808,0.036898564,Millennial,5.00%
Italy,Female,25-29 years,2013,0.023892046,0.030745777,0.017554976,Millennial,2.39%
Italy,Both Sexes,25-29 years,2013,0.036797247,0.047597817,0.027451995,Millennial,3.68%
Italy,Male,30-34 years,2013,0.045546807,0.061934949,0.031174126,Millennial,4.55%
Italy,Female,30-34 years,2013,0.020127458,0.027999928,0.013089885,Millennial,2.01%
Italy,Both Sexes,30-34 years,2013,0.032682517,0.044581564,0.022313732,Millennial,3.27%
Italy,Male,35-39 years,2013,0.037918723,0.049167059,0.027408508,Gen_X,3.79%
Italy,Female,35-39 years,2013,0.016879392,0.022652907,0.011793159,Gen_X,1.69%
Italy,Both Sexes,35-39 years,2013,0.027278288,0.035633331,0.019729752,Gen_X,2.73%
Italy,Male,40-44 years,2013,0.030997938,0.042678649,0.021993952,Gen_X,3.10%
Italy,Female,40-44 years,2013,0.01387762,0.019241367,0.009521965,Gen_X,1.39%
Italy,Both Sexes,40-44 years,2013,0.022326137,0.030815609,0.01581099,Gen_X,2.23%
Italy,Male,15-19 years,2014,0.016827033,0.023155196,0.011308316,Gen_Z,1.68%
Italy,Female,15-19 years,2014,0.009610892,0.013571109,0.006555177,Gen_Z,0.96%
Italy,Both Sexes,15-19 years,2014,0.013217387,0.018477049,0.008972792,Gen_Z,1.32%
Italy,Male,20-24 years,2014,0.046575903,0.065203174,0.032449095,Millennial,4.66%
Italy,Female,20-24 years,2014,0.024248884,0.034784676,0.016382342,Millennial,2.42%
Italy,Both Sexes,20-24 years,2014,0.035404783,0.050111935,0.024654109,Millennial,3.54%
Italy,Male,25-29 years,2014,0.050048217,0.065583054,0.037061064,Millennial,5.00%
Italy,Female,25-29 years,2014,0.023984155,0.031143689,0.017618219,Millennial,2.40%
Italy,Both Sexes,25-29 years,2014,0.036909941,0.047702865,0.027502403,Millennial,3.69%
Italy,Male,30-34 years,2014,0.045501156,0.06176927,0.030982187,Millennial,4.55%
Italy,Female,30-34 years,2014,0.020233445,0.028133458,0.01312594,Millennial,2.02%
Italy,Both Sexes,30-34 years,2014,0.03273623,0.04466554,0.022293453,Millennial,3.27%
Italy,Male,35-39 years,2014,0.037808396,0.048972805,0.027355852,Gen_X,3.78%
Italy,Female,35-39 years,2014,0.016950704,0.022681872,0.011840521,Gen_X,1.70%
Italy,Both Sexes,35-39 years,2014,0.027269511,0.035592535,0.019659946,Gen_X,2.73%
Italy,Male,40-44 years,2014,0.030863157,0.042429257,0.0218097,Gen_X,3.09%
Italy,Female,40-44 years,2014,0.013919063,0.019223565,0.009556703,Gen_X,1.39%
Italy,Both Sexes,40-44 years,2014,0.022282355,0.030702546,0.015829167,Gen_X,2.23%
Italy,Male,15-19 years,2015,0.01684501,0.023308272,0.01126294,Gen_Z,1.68%
Italy,Female,15-19 years,2015,0.00962237,0.013515309,0.006562442,Gen_Z,0.96%
Italy,Both Sexes,15-19 years,2015,0.013237247,0.018481054,0.008964297,Gen_Z,1.32%
Italy,Male,20-24 years,2015,0.046655027,0.065103815,0.032584435,Millennial,4.67%
Italy,Female,20-24 years,2015,0.024277663,0.034764266,0.016220299,Millennial,2.43%
Italy,Both Sexes,20-24 years,2015,0.035488875,0.050054722,0.024706178,Millennial,3.55%
Italy,Male,25-29 years,2015,0.05006654,0.06552502,0.037178486,Millennial,5.01%
Italy,Female,25-29 years,2015,0.024023694,0.03124779,0.017673082,Millennial,2.40%
Italy,Both Sexes,25-29 years,2015,0.036970566,0.047770194,0.027501777,Millennial,3.70%
Italy,Male,30-34 years,2015,0.045425012,0.06173616,0.030759211,Millennial,4.54%
Italy,Female,30-34 years,2015,0.020277265,0.02822162,0.013135205,Millennial,2.03%
Italy,Both Sexes,30-34 years,2015,0.032743443,0.044715922,0.022216797,Millennial,3.27%
Italy,Male,35-39 years,2015,0.037680084,0.048744292,0.027296246,Gen_X,3.77%
Italy,Female,35-39 years,2015,0.016978652,0.022653575,0.011899386,Gen_X,1.70%
Italy,Both Sexes,35-39 years,2015,0.027226331,0.035516486,0.019540818,Gen_X,2.72%
Italy,Male,40-44 years,2015,0.030743864,0.042274152,0.021733957,Gen_X,3.07%
Italy,Female,40-44 years,2015,0.013930422,0.019212805,0.009619291,Gen_X,1.39%
Italy,Both Sexes,40-44 years,2015,0.022235563,0.03059677,0.015783639,Gen_X,2.22%
Italy,Male,15-19 years,2016,0.016715951,0.023059038,0.01123267,Gen_Z,1.67%
Italy,Female,15-19 years,2016,0.009637738,0.013591869,0.006588906,Gen_Z,0.96%
Italy,Both Sexes,15-19 years,2016,0.013185336,0.018423974,0.00897288,Gen_Z,1.32%
Italy,Male,20-24 years,2016,0.046189206,0.064343807,0.032219319,Millennial,4.62%
Italy,Female,20-24 years,2016,0.024264496,0.034687107,0.016293667,Millennial,2.43%
Italy,Both Sexes,20-24 years,2016,0.035285758,0.049690213,0.024588918,Millennial,3.53%
Italy,Male,25-29 years,2016,0.049524949,0.064887934,0.036711737,Millennial,4.95%
Italy,Female,25-29 years,2016,0.0239456,0.0312016,0.017672256,Millennial,2.39%
Italy,Both Sexes,25-29 years,2016,0.036706908,0.04751142,0.027348909,Millennial,3.67%
Italy,Male,30-34 years,2016,0.04490346,0.061087301,0.030413543,Millennial,4.49%
Italy,Female,30-34 years,2016,0.020153533,0.027908677,0.013116587,Millennial,2.02%
Italy,Both Sexes,30-34 years,2016,0.032431153,0.04412561,0.022015276,Millennial,3.24%
Italy,Male,35-39 years,2016,0.037320662,0.048314061,0.027042929,Millennial,3.73%
Italy,Female,35-39 years,2016,0.016852125,0.022507502,0.011824803,Millennial,1.69%
Italy,Both Sexes,35-39 years,2016,0.026998473,0.035108182,0.019434846,Millennial,2.70%
Italy,Male,40-44 years,2016,0.030576794,0.041850258,0.021689539,Gen_X,3.06%
Italy,Female,40-44 years,2016,0.013813306,0.019107958,0.009497425,Gen_X,1.38%
Italy,Both Sexes,40-44 years,2016,0.022098503,0.030374261,0.015802203,Gen_X,2.21%
Italy,Male,15-19 years,2017,0.016405512,0.022565067,0.011082304,Gen_Z,1.64%
Italy,Female,15-19 years,2017,0.009661501,0.013578757,0.006627152,Gen_Z,0.97%
Italy,Both Sexes,15-19 years,2017,0.013042649,0.018235441,0.008923077,Gen_Z,1.30%
Italy,Male,20-24 years,2017,0.045070077,0.06270974,0.031500998,Gen_Z,4.51%
Italy,Female,20-24 years,2017,0.024223196,0.034539904,0.016358856,Gen_Z,2.42%
Italy,Both Sexes,20-24 years,2017,0.034746546,0.0488648,0.024236611,Gen_Z,3.47%
Italy,Male,25-29 years,2017,0.048254362,0.063254684,0.035690271,Millennial,4.83%
Italy,Female,25-29 years,2017,0.023753633,0.030921211,0.017598435,Millennial,2.38%
Italy,Both Sexes,25-29 years,2017,0.03601345,0.046767368,0.026851969,Millennial,3.60%
Italy,Male,30-34 years,2017,0.043786191,0.059686109,0.029678803,Millennial,4.38%
Italy,Female,30-34 years,2017,0.019850845,0.027397539,0.013007284,Millennial,1.99%
Italy,Both Sexes,30-34 years,2017,0.031746533,0.043090792,0.02157989,Millennial,3.17%
Italy,Male,35-39 years,2017,0.036644799,0.047439024,0.026609303,Millennial,3.66%
Italy,Female,35-39 years,2017,0.016550817,0.022109812,0.011630593,Millennial,1.66%
Italy,Both Sexes,35-39 years,2017,0.026518129,0.034386952,0.019188978,Millennial,2.65%
Italy,Male,40-44 years,2017,0.030317342,0.041332602,0.021608848,Gen_X,3.03%
Italy,Female,40-44 years,2017,0.01353982,0.018799078,0.009294591,Gen_X,1.35%
Italy,Both Sexes,40-44 years,2017,0.021840192,0.029973531,0.015683655,Gen_X,2.18%
Italy,Male,15-19 years,2018,0.016024949,0.021950413,0.01087567,Gen_Z,1.60%
Italy,Female,15-19 years,2018,0.009685634,0.013537634,0.006662094,Gen_Z,0.97%
Italy,Both Sexes,15-19 years,2018,0.012860856,0.017947331,0.008842679,Gen_Z,1.29%
Italy,Male,20-24 years,2018,0.043711526,0.060791042,0.0305391,Gen_Z,4.37%
Italy,Female,20-24 years,2018,0.024164544,0.034391485,0.01640813,Gen_Z,2.42%
Italy,Both Sexes,20-24 years,2018,0.034076795,0.047904334,0.023737989,Gen_Z,3.41%
Italy,Male,25-29 years,2018,0.046725702,0.061144108,0.034575949,Millennial,4.67%
Italy,Female,25-29 years,2018,0.023504217,0.030655341,0.017481151,Millennial,2.35%
Italy,Both Sexes,25-29 years,2018,0.035159153,0.045829827,0.026234528,Millennial,3.52%
Italy,Male,30-34 years,2018,0.042464132,0.057630645,0.02881174,Millennial,4.25%
Italy,Female,30-34 years,2018,0.019474665,0.026867794,0.012840018,Millennial,1.95%
Italy,Both Sexes,30-34 years,2018,0.030919809,0.041973293,0.021043534,Millennial,3.09%
Italy,Male,35-39 years,2018,0.035863376,0.046404811,0.026322783,Millennial,3.59%
Italy,Female,35-39 years,2018,0.016178909,0.021611447,0.011444399,Millennial,1.62%
Italy,Both Sexes,35-39 years,2018,0.02595296,0.033604246,0.018893265,Millennial,2.60%
Italy,Male,40-44 years,2018,0.03002502,0.040746569,0.02151423,Gen_X,3.00%
Italy,Female,40-44 years,2018,0.013201118,0.018410411,0.009068191,Gen_X,1.32%
Italy,Both Sexes,40-44 years,2018,0.021526377,0.029490109,0.015509434,Gen_X,2.15%
Italy,Male,15-19 years,2019,0.015689059,0.021501137,0.010697408,Gen_Z,1.57%
Italy,Female,15-19 years,2019,0.009704636,0.013549173,0.006636482,Gen_Z,0.97%
Italy,Both Sexes,15-19 years,2019,0.012693142,0.017611317,0.008768205,Gen_Z,1.27%
Italy,Male,20-24 years,2019,0.04253383,0.059164224,0.029711583,Gen_Z,4.25%
Italy,Female,20-24 years,2019,0.024090236,0.034285031,0.016411192,Gen_Z,2.41%
Italy,Both Sexes,20-24 years,2019,0.033490628,0.047128833,0.02329907,Gen_Z,3.35%
Italy,Male,25-29 years,2019,0.045415427,0.059351145,0.033697844,Millennial,4.54%
Italy,Female,25-29 years,2019,0.023254359,0.03039475,0.017346786,Millennial,2.33%
Italy,Both Sexes,25-29 years,2019,0.034404303,0.044968502,0.025684878,Millennial,3.44%
Italy,Male,30-34 years,2019,0.041337009,0.055841288,0.028029279,Millennial,4.13%
Italy,Female,30-34 years,2019,0.019131854,0.026348845,0.01267143,Millennial,1.91%
Italy,Both Sexes,30-34 years,2019,0.030204332,0.041032799,0.020569136,Millennial,3.02%
Italy,Male,35-39 years,2019,0.035189314,0.045529979,0.026094669,Millennial,3.52%
Italy,Female,35-39 years,2019,0.015841941,0.02117329,0.011176439,Millennial,1.58%
Italy,Both Sexes,35-39 years,2019,0.025458565,0.032900426,0.018591173,Millennial,2.55%
