location,sex,age,year,percent_of_prevalence,upper_bound,lower_bound,generation,prevalence %
Czechia,Female,30-34 years,2016,0.030705373,0.044252229,0.018652553,Millennial,3.07%
Czechia,Both Sexes,30-34 years,2016,0.036026536,0.049329356,0.024720503,Millennial,3.60%
Czechia,Male,35-39 years,2016,0.039719853,0.050354971,0.030540012,Millennial,3.97%
Czechia,Female,35-39 years,2016,0.031006766,0.041732507,0.021272358,Millennial,3.10%
Czechia,Both Sexes,35-39 years,2016,0.035479373,0.044516969,0.027051688,Millennial,3.55%
Czechia,Male,40-44 years,2016,0.038458187,0.050450035,0.029830841,Gen_X,3.85%
Czechia,Female,40-44 years,2016,0.030339168,0.041384588,0.020360588,Gen_X,3.03%
Czechia,Both Sexes,40-44 years,2016,0.034500486,0.043337361,0.025953315,Gen_X,3.45%
Czechia,Male,15-19 years,2017,0.009604033,0.015160015,0.005351048,Gen_Z,0.96%
Czechia,Female,15-19 years,2017,0.006482702,0.010536928,0.003558418,Gen_Z,0.65%
Czechia,Both Sexes,15-19 years,2017,0.008053545,0.012914109,0.00450786,Gen_Z,0.81%
Czechia,Male,20-24 years,2017,0.027226687,0.041983587,0.017368821,Gen_Z,2.72%
Czechia,Female,20-24 years,2017,0.019027141,0.029741461,0.011296366,Gen_Z,1.90%
Czechia,Both Sexes,20-24 years,2017,0.023164629,0.03509188,0.014720886,Gen_Z,2.32%
Czechia,Male,25-29 years,2017,0.037069545,0.050261589,0.026782152,Millennial,3.71%
Czechia,Female,25-29 years,2017,0.026945071,0.037809136,0.017657793,Millennial,2.69%
Czechia,Both Sexes,25-29 years,2017,0.032090483,0.042359127,0.022485261,Millennial,3.21%
Czechia,Male,30-34 years,2017,0.040756182,0.054695963,0.029322647,Millennial,4.08%
Czechia,Female,30-34 years,2017,0.030577588,0.043384394,0.018787826,Millennial,3.06%
Czechia,Both Sexes,30-34 years,2017,0.035801249,0.047911355,0.024927818,Millennial,3.58%
Czechia,Male,35-39 years,2017,0.038957539,0.048725044,0.031493932,Millennial,3.90%
Czechia,Female,35-39 years,2017,0.031052337,0.041299656,0.022287346,Millennial,3.11%
Czechia,Both Sexes,35-39 years,2017,0.035111171,0.044254285,0.027005577,Millennial,3.51%
Czechia,Male,40-44 years,2017,0.037099218,0.048156567,0.028793355,Gen_X,3.71%
Czechia,Female,40-44 years,2017,0.030552247,0.041844301,0.020593195,Gen_X,3.06%
Czechia,Both Sexes,40-44 years,2017,0.033905566,0.042902491,0.025744267,Gen_X,3.39%
Czechia,Male,15-19 years,2018,0.009386208,0.014729409,0.005340936,Gen_Z,0.94%
Czechia,Female,15-19 years,2018,0.006495785,0.010544427,0.003594176,Gen_Z,0.65%
Czechia,Both Sexes,15-19 years,2018,0.007948985,0.012642525,0.004444311,Gen_Z,0.79%
Czechia,Male,20-24 years,2018,0.026513989,0.040878452,0.017101362,Gen_Z,2.65%
Czechia,Female,20-24 years,2018,0.019030752,0.029750611,0.011284149,Gen_Z,1.90%
Czechia,Both Sexes,20-24 years,2018,0.022804643,0.034818121,0.014460944,Gen_Z,2.28%
Czechia,Male,25-29 years,2018,0.036579054,0.049210708,0.026878156,Millennial,3.66%
Czechia,Female,25-29 years,2018,0.026828284,0.037638423,0.017753415,Millennial,2.68%
Czechia,Both Sexes,25-29 years,2018,0.031787421,0.042204561,0.022504711,Millennial,3.18%
Czechia,Male,30-34 years,2018,0.040359479,0.053742815,0.030398451,Millennial,4.04%
Czechia,Female,30-34 years,2018,0.030413319,0.043021178,0.018971231,Millennial,3.04%
Czechia,Both Sexes,30-34 years,2018,0.035508213,0.046470502,0.024829935,Millennial,3.55%
Czechia,Male,35-39 years,2018,0.03803656,0.047836266,0.030965111,Millennial,3.80%
Czechia,Female,35-39 years,2018,0.031081525,0.041371842,0.022385764,Millennial,3.11%
Czechia,Both Sexes,35-39 years,2018,0.034653901,0.043935106,0.027040994,Millennial,3.47%
Czechia,Male,40-44 years,2018,0.035463073,0.047898285,0.02767301,Gen_X,3.55%
Czechia,Female,40-44 years,2018,0.030781085,0.043000548,0.021052226,Gen_X,3.08%
Czechia,Both Sexes,40-44 years,2018,0.033176657,0.042397901,0.025566625,Gen_X,3.32%
Czechia,Male,15-19 years,2019,0.009194299,0.014359553,0.005112754,Gen_Z,0.92%
Czechia,Female,15-19 years,2019,0.006507197,0.010629227,0.003579252,Gen_Z,0.65%
Czechia,Both Sexes,15-19 years,2019,0.007857783,0.012343771,0.004390275,Gen_Z,0.79%
Czechia,Male,20-24 years,2019,0.025900591,0.039612342,0.016713848,Gen_Z,2.59%
Czechia,Female,20-24 years,2019,0.019031976,0.029809043,0.01119353,Gen_Z,1.90%
Czechia,Both Sexes,20-24 years,2019,0.022494606,0.034613648,0.014281657,Gen_Z,2.25%
Czechia,Male,25-29 years,2019,0.03615751,0.047703425,0.026620438,Millennial,3.62%
Czechia,Female,25-29 years,2019,0.026718421,0.037339857,0.017792673,Millennial,2.67%
Czechia,Both Sexes,25-29 years,2019,0.031523631,0.042146319,0.02289737,Millennial,3.15%
Czechia,Male,30-34 years,2019,0.040019159,0.052734454,0.030463666,Millennial,4.00%
Czechia,Female,30-34 years,2019,0.030261781,0.04244833,0.019042116,Millennial,3.03%
Czechia,Both Sexes,30-34 years,2019,0.035250986,0.045288479,0.024988884,Millennial,3.53%
Czechia,Male,35-39 years,2019,0.037255886,0.047741534,0.029855186,Millennial,3.73%
Czechia,Female,35-39 years,2019,0.031088236,0.04198086,0.022330186,Millennial,3.11%
Czechia,Both Sexes,35-39 years,2019,0.034256087,0.04298992,0.026997467,Millennial,3.43%
Czechia,Male,40-44 years,2019,0.034073571,0.046023857,0.026241897,Gen_X,3.41%
Czechia,Female,40-44 years,2019,0.030961833,0.042648539,0.021347422,Gen_X,3.10%
Czechia,Both Sexes,40-44 years,2019,0.032554431,0.042108747,0.025161069,Gen_X,3.26%
Germany,Male,15-19 years,2010,0.026290566,0.03557582,0.018200803,Millennial,2.63%
Germany,Female,15-19 years,2010,0.012436908,0.017505576,0.008449,Millennial,1.24%
Germany,Both Sexes,15-19 years,2010,0.01926861,0.02611463,0.01353006,Millennial,1.93%
Germany,Male,20-24 years,2010,0.068197016,0.088561211,0.050305361,Millennial,6.82%
Germany,Female,20-24 years,2010,0.028174026,0.03728936,0.020466669,Millennial,2.82%
Germany,Both Sexes,20-24 years,2010,0.048072695,0.061984733,0.035630842,Millennial,4.81%
Germany,Male,25-29 years,2010,0.061027591,0.075644311,0.049293601,Millennial,6.10%
Germany,Female,25-29 years,2010,0.023400429,0.028996805,0.018750891,Millennial,2.34%
Germany,Both Sexes,25-29 years,2010,0.042152867,0.051756432,0.03468901,Millennial,4.22%
Germany,Male,30-34 years,2010,0.048412425,0.062997461,0.036227651,Gen_X,4.84%
Germany,Female,30-34 years,2010,0.017090497,0.023287335,0.012152694,Gen_X,1.71%
Germany,Both Sexes,30-34 years,2010,0.032712833,0.042044105,0.02478088,Gen_X,3.27%
Germany,Male,35-39 years,2010,0.044712668,0.053966438,0.036375057,Gen_X,4.47%
Germany,Female,35-39 years,2010,0.016661705,0.020458671,0.012862705,Gen_X,1.67%
Germany,Both Sexes,35-39 years,2010,0.03072982,0.036344634,0.025185368,Gen_X,3.07%
Germany,Male,40-44 years,2010,0.042991105,0.051682942,0.035933855,Gen_X,4.30%
Germany,Female,40-44 years,2010,0.016633381,0.021426922,0.012595099,Gen_X,1.66%
Germany,Both Sexes,40-44 years,2010,0.029973894,0.035438688,0.024947311,Gen_X,3.00%
Germany,Male,15-19 years,2011,0.025472777,0.035041384,0.017264186,Millennial,2.55%
Germany,Female,15-19 years,2011,0.012181217,0.017291005,0.008079458,Millennial,1.22%
Germany,Both Sexes,15-19 years,2011,0.018741167,0.025550716,0.012841652,Millennial,1.87%
Germany,Male,20-24 years,2011,0.066063254,0.086375559,0.04806732,Millennial,6.61%
Germany,Female,20-24 years,2011,0.027602476,0.037335346,0.019965002,Millennial,2.76%
Germany,Both Sexes,20-24 years,2011,0.046746266,0.06245915,0.03417987,Millennial,4.67%
Germany,Male,25-29 years,2011,0.060136439,0.074621412,0.048171507,Millennial,6.01%
Germany,Female,25-29 years,2011,0.02321442,0.029115605,0.018256049,Millennial,2.32%
Germany,Both Sexes,25-29 years,2011,0.041655875,0.051060788,0.033604963,Millennial,4.17%
Germany,Male,30-34 years,2011,0.048732089,0.063187965,0.036921358,Millennial,4.87%
Germany,Female,30-34 years,2011,0.017224851,0.023200056,0.012088253,Millennial,1.72%
Germany,Both Sexes,30-34 years,2011,0.03292301,0.041703963,0.025171009,Millennial,3.29%
Germany,Male,35-39 years,2011,0.045096853,0.053900593,0.037298134,Gen_X,4.51%
Germany,Female,35-39 years,2011,0.016596117,0.020427556,0.012813354,Gen_X,1.66%
Germany,Both Sexes,35-39 years,2011,0.030848078,0.036714153,0.025548462,Gen_X,3.08%
Germany,Male,40-44 years,2011,0.043349701,0.051466182,0.036643348,Gen_X,4.33%
Germany,Female,40-44 years,2011,0.016354908,0.020956727,0.012238423,Gen_X,1.64%
Germany,Both Sexes,40-44 years,2011,0.029970292,0.035491486,0.024851842,Gen_X,3.00%
Germany,Male,15-19 years,2012,0.023917456,0.032754504,0.016015189,Gen_Z,2.39%
Germany,Female,15-19 years,2012,0.011596266,0.016631872,0.007580718,Gen_Z,1.16%
Germany,Both Sexes,15-19 years,2012,0.017687797,0.024723318,0.011705111,Gen_Z,1.77%
Germany,Male,20-24 years,2012,0.061811563,0.0839961,0.043374544,Millennial,6.18%
Germany,Female,20-24 years,2012,0.026241372,0.037049131,0.018714172,Millennial,2.62%
Germany,Both Sexes,20-24 years,2012,0.043963785,0.060697032,0.030687083,Millennial,4.40%
Germany,Male,25-29 years,2012,0.058546093,0.072422746,0.045608139,Millennial,5.85%
Germany,Female,25-29 years,2012,0.022751151,0.02882296,0.017399283,Millennial,2.28%
Germany,Both Sexes,25-29 years,2012,0.040686083,0.04967299,0.032000727,Millennial,4.07%
Germany,Male,30-34 years,2012,0.04950015,0.06296334,0.037231961,Millennial,4.95%
Germany,Female,30-34 years,2012,0.017419494,0.023820517,0.011852387,Millennial,1.74%
Germany,Both Sexes,30-34 years,2012,0.033420027,0.041641571,0.025443107,Millennial,3.34%
Germany,Male,35-39 years,2012,0.046035866,0.055263275,0.038491639,Gen_X,4.60%
Germany,Female,35-39 years,2012,0.016491077,0.02055322,0.012341701,Gen_X,1.65%
Germany,Both Sexes,35-39 years,2012,0.031252709,0.037544546,0.025966474,Gen_X,3.13%
Germany,Male,40-44 years,2012,0.044241765,0.052936862,0.037385576,Gen_X,4.42%
Germany,Female,40-44 years,2012,0.01593716,0.020521217,0.011809906,Gen_X,1.59%
Germany,Both Sexes,40-44 years,2012,0.030174203,0.036297537,0.024942757,Gen_X,3.02%
Germany,Male,15-19 years,2013,0.022096108,0.031672013,0.013929455,Gen_Z,2.21%
Germany,Female,15-19 years,2013,0.010895528,0.015979022,0.00695268,Gen_Z,1.09%
Germany,Both Sexes,15-19 years,2013,0.016448182,0.023871227,0.010299067,Gen_Z,1.64%
Germany,Male,20-24 years,2013,0.056780867,0.080543952,0.037468386,Millennial,5.68%
Germany,Female,20-24 years,2013,0.024586933,0.036283301,0.016949357,Millennial,2.46%
Germany,Both Sexes,20-24 years,2013,0.040672998,0.058300114,0.02708012,Millennial,4.07%
Germany,Male,25-29 years,2013,0.056676628,0.07092883,0.043484848,Millennial,5.67%
Germany,Female,25-29 years,2013,0.022166386,0.028738108,0.016329513,Millennial,2.22%
Germany,Both Sexes,25-29 years,2013,0.039530756,0.049165659,0.030314522,Millennial,3.95%
Germany,Male,30-34 years,2013,0.050418126,0.065216125,0.036409285,Millennial,5.04%
Germany,Female,30-34 years,2013,0.017620319,0.024229049,0.011604419,Millennial,1.76%
Germany,Both Sexes,30-34 years,2013,0.034020402,0.043107389,0.025002638,Millennial,3.40%
Germany,Male,35-39 years,2013,0.047211375,0.057074007,0.03895691,Gen_X,4.72%
Germany,Female,35-39 years,2013,0.016364437,0.020671013,0.011722905,Gen_X,1.64%
Germany,Both Sexes,35-39 years,2013,0.03178962,0.038648579,0.02595296,Gen_X,3.18%
Germany,Male,40-44 years,2013,0.045391965,0.055381104,0.037178073,Gen_X,4.54%
Germany,Female,40-44 years,2013,0.01547125,0.020215311,0.01102925,Gen_X,1.55%
Germany,Both Sexes,40-44 years,2013,0.030485387,0.036979047,0.024549504,Gen_X,3.05%
Germany,Male,15-19 years,2014,0.020489754,0.030443194,0.012337829,Gen_Z,2.05%
Germany,Female,15-19 years,2014,0.010294327,0.015493312,0.006233711,Gen_Z,1.03%
Germany,Both Sexes,15-19 years,2014,0.015373064,0.022984995,0.009238746,Gen_Z,1.54%
Germany,Male,20-24 years,2014,0.052334961,0.076388348,0.033363719,Millennial,5.23%
Germany,Female,20-24 years,2014,0.023137132,0.03594391,0.014464847,Millennial,2.31%
Germany,Both Sexes,20-24 years,2014,0.037805354,0.05558989,0.024034228,Millennial,3.78%
Germany,Male,25-29 years,2014,0.05495575,0.069712885,0.04082574,Millennial,5.50%
Germany,Female,25-29 years,2014,0.021616329,0.029155093,0.015422405,Millennial,2.16%
Germany,Both Sexes,25-29 years,2014,0.038462392,0.048681618,0.028637581,Millennial,3.85%
Germany,Male,30-34 years,2014,0.051188492,0.067449754,0.035703769,Millennial,5.12%
Germany,Female,30-34 years,2014,0.017773299,0.025506202,0.011427691,Millennial,1.78%
Germany,Both Sexes,30-34 years,2014,0.034550104,0.044878031,0.024543259,Millennial,3.46%
Germany,Male,35-39 years,2014,0.048303834,0.059468205,0.038854947,Gen_X,4.83%
Germany,Female,35-39 years,2014,0.016234091,0.021222576,0.011491457,Gen_X,1.62%
Germany,Both Sexes,35-39 years,2014,0.03229153,0.039509323,0.026143747,Gen_X,3.23%
Germany,Male,40-44 years,2014,0.046524027,0.059177388,0.037155438,Gen_X,4.65%
Germany,Female,40-44 years,2014,0.015048376,0.020295018,0.010416559,Gen_X,1.50%
Germany,Both Sexes,40-44 years,2014,0.030816562,0.039474045,0.024088595,Gen_X,3.08%
Germany,Male,15-19 years,2015,0.019585044,0.02998345,0.011693437,Gen_Z,1.96%
Germany,Female,15-19 years,2015,0.010008599,0.015526788,0.005691816,Gen_Z,1.00%
Germany,Both Sexes,15-19 years,2015,0.014800547,0.022340147,0.008878529,Gen_Z,1.48%
Germany,Male,20-24 years,2015,0.049848693,0.074521337,0.031544306,Millennial,4.98%
Germany,Female,20-24 years,2015,0.022390895,0.035725616,0.012961466,Millennial,2.24%
Germany,Both Sexes,20-24 years,2015,0.036269137,0.054834359,0.022445342,Millennial,3.63%
Germany,Male,25-29 years,2015,0.053811401,0.070186134,0.039205307,Millennial,5.38%
Germany,Female,25-29 years,2015,0.021257536,0.02983043,0.014548915,Millennial,2.13%
Germany,Both Sexes,25-29 years,2015,0.037784821,0.049012537,0.027343603,Millennial,3.78%
Germany,Male,30-34 years,2015,0.051513096,0.069075403,0.035705398,Millennial,5.15%
Germany,Female,30-34 years,2015,0.017824344,0.026200954,0.011332316,Millennial,1.78%
Germany,Both Sexes,30-34 years,2015,0.034813194,0.046234038,0.024303099,Millennial,3.48%
Germany,Male,35-39 years,2015,0.048995353,0.06190224,0.037612227,Gen_X,4.90%
Germany,Female,35-39 years,2015,0.016117928,0.021716681,0.011159947,Gen_X,1.61%
Germany,Both Sexes,35-39 years,2015,0.032593222,0.040203852,0.025621186,Gen_X,3.26%
Germany,Male,40-44 years,2015,0.04736228,0.063313418,0.036511897,Gen_X,4.74%
Germany,Female,40-44 years,2015,0.014759734,0.020571496,0.010012678,Gen_X,1.48%
Germany,Both Sexes,40-44 years,2015,0.031091175,0.040967251,0.023946524,Gen_X,3.11%
Germany,Male,15-19 years,2016,0.019230511,0.02965608,0.011646044,Gen_Z,1.92%
Germany,Female,15-19 years,2016,0.009960062,0.015371492,0.00564967,Gen_Z,1.00%
Germany,Both Sexes,15-19 years,2016,0.014611166,0.022382035,0.008654925,Gen_Z,1.46%
Germany,Male,20-24 years,2016,0.048910689,0.072356737,0.031200589,Millennial,4.89%
Germany,Female,20-24 years,2016,0.022180807,0.03532486,0.012795159,Millennial,2.22%
Germany,Both Sexes,20-24 years,2016,0.035760603,0.053939908,0.022585755,Millennial,3.58%
Germany,Male,25-29 years,2016,0.053134461,0.069458378,0.038747505,Millennial,5.31%
Germany,Female,25-29 years,2016,0.021042628,0.029839502,0.014591134,Millennial,2.10%
Germany,Both Sexes,25-29 years,2016,0.037380131,0.049075034,0.026600554,Millennial,3.74%
Germany,Male,30-34 years,2016,0.051406761,0.067942004,0.035411359,Millennial,5.14%
Germany,Female,30-34 years,2016,0.017737665,0.026203758,0.01104898,Millennial,1.77%
Germany,Both Sexes,30-34 years,2016,0.034774876,0.045388706,0.0244981,Millennial,3.48%
Germany,Male,35-39 years,2016,0.049323324,0.060385704,0.039031623,Millennial,4.93%
Germany,Female,35-39 years,2016,0.015980709,0.021668806,0.011257086,Millennial,1.60%
Germany,Both Sexes,35-39 years,2016,0.03270438,0.039349354,0.025893317,Millennial,3.27%
Germany,Male,40-44 years,2016,0.047930582,0.06111414,0.038347931,Gen_X,4.79%
Germany,Female,40-44 years,2016,0.014566,0.020145255,0.009821535,Gen_X,1.46%
Germany,Both Sexes,40-44 years,2016,0.031268314,0.039621743,0.024768489,Gen_X,3.13%
Germany,Male,15-19 years,2017,0.018949921,0.02907294,0.011733028,Gen_Z,1.89%
Germany,Female,15-19 years,2017,0.009926003,0.015360105,0.005501191,Gen_Z,0.99%
Germany,Both Sexes,15-19 years,2017,0.01445154,0.022271007,0.008461337,Gen_Z,1.45%
Germany,Male,20-24 years,2017,0.048173841,0.070900367,0.030821691,Gen_Z,4.82%
Germany,Female,20-24 years,2017,0.022009066,0.035256536,0.012580038,Gen_Z,2.20%
Germany,Both Sexes,20-24 years,2017,0.035344675,0.05315145,0.022510498,Gen_Z,3.53%
Germany,Male,25-29 years,2017,0.052541857,0.068870679,0.038559558,Millennial,5.25%
Germany,Female,25-29 years,2017,0.020834768,0.029576708,0.014372808,Millennial,2.08%
Germany,Both Sexes,25-29 years,2017,0.036994867,0.049034393,0.026882254,Millennial,3.70%
Germany,Male,30-34 years,2017,0.051146489,0.067171211,0.036095803,Millennial,5.11%
Germany,Female,30-34 years,2017,0.017555703,0.026048184,0.011030333,Millennial,1.76%
Germany,Both Sexes,30-34 years,2017,0.034597677,0.04483026,0.024401163,Millennial,3.46%
Germany,Male,35-39 years,2017,0.049572538,0.059267505,0.039329811,Millennial,4.96%
Germany,Female,35-39 years,2017,0.015802185,0.021457198,0.011069508,Millennial,1.58%
Germany,Both Sexes,35-39 years,2017,0.03275462,0.039572404,0.025407267,Millennial,3.28%
Germany,Male,40-44 years,2017,0.048460746,0.058855224,0.040094374,Gen_X,4.85%
Germany,Female,40-44 years,2017,0.01437994,0.019703135,0.009814948,Gen_X,1.44%
Germany,Both Sexes,40-44 years,2017,0.031434232,0.037767078,0.025218128,Gen_X,3.14%
Germany,Male,15-19 years,2018,0.018733868,0.028686355,0.011275938,Gen_Z,1.87%
Germany,Female,15-19 years,2018,0.009902706,0.015453809,0.005637576,Gen_Z,0.99%
Germany,Both Sexes,15-19 years,2018,0.014322,0.021962283,0.008293272,Gen_Z,1.43%
Germany,Male,20-24 years,2018,0.047611082,0.070727129,0.030341888,Gen_Z,4.76%
Germany,Female,20-24 years,2018,0.021877308,0.035325988,0.012679104,Gen_Z,2.19%
Germany,Both Sexes,20-24 years,2018,0.035004071,0.052964466,0.022052787,Gen_Z,3.50%
Germany,Male,25-29 years,2018,0.052060906,0.069186525,0.037927255,Millennial,5.21%
Germany,Female,25-29 years,2018,0.020655382,0.029253442,0.014021302,Millennial,2.07%
Germany,Both Sexes,25-29 years,2018,0.036675804,0.048998138,0.027053127,Millennial,3.67%
Germany,Male,30-34 years,2018,0.050832671,0.06732706,0.036756993,Millennial,5.08%
Germany,Female,30-34 years,2018,0.017341244,0.025626654,0.010785582,Millennial,1.73%
Germany,Both Sexes,30-34 years,2018,0.034368661,0.04482767,0.024350912,Millennial,3.44%
Germany,Male,35-39 years,2018,0.049793494,0.059659543,0.040309574,Millennial,4.98%
Germany,Female,35-39 years,2018,0.015622542,0.021390123,0.010786391,Millennial,1.56%
Germany,Both Sexes,35-39 years,2018,0.032786848,0.039797355,0.025587995,Millennial,3.28%
Germany,Male,40-44 years,2018,0.048990713,0.05868057,0.040579991,Gen_X,4.90%
Germany,Female,40-44 years,2018,0.014220756,0.019443527,0.009762754,Gen_X,1.42%
Germany,Both Sexes,40-44 years,2018,0.031611992,0.03771958,0.02591299,Gen_X,3.16%
Germany,Male,15-19 years,2019,0.018575142,0.028239495,0.0110918,Gen_Z,1.86%
Germany,Female,15-19 years,2019,0.009887665,0.015690919,0.005691372,Gen_Z,0.99%
Germany,Both Sexes,15-19 years,2019,0.014213258,0.021718658,0.00812895,Gen_Z,1.42%
Germany,Male,20-24 years,2019,0.047200779,0.071492796,0.030106662,Gen_Z,4.72%
Germany,Female,20-24 years,2019,0.021787988,0.035340943,0.012680066,Gen_Z,2.18%
Germany,Both Sexes,20-24 years,2019,0.034756059,0.052748658,0.021619036,Gen_Z,3.48%
Germany,Male,25-29 years,2019,0.05172132,0.069077032,0.036595942,Millennial,5.17%
Germany,Female,25-29 years,2019,0.020526191,0.02908462,0.0136818,Millennial,2.05%
Germany,Both Sexes,25-29 years,2019,0.036441563,0.049079741,0.026234393,Millennial,3.64%
Germany,Male,30-34 years,2019,0.050569231,0.067677674,0.035745831,Millennial,5.06%
Germany,Female,30-34 years,2019,0.017157242,0.025087716,0.010569284,Millennial,1.72%
Germany,Both Sexes,30-34 years,2019,0.034148965,0.044525007,0.024202194,Millennial,3.41%
Germany,Male,35-39 years,2019,0.050038119,0.061132092,0.03972013,Millennial,5.00%
Germany,Female,35-39 years,2019,0.015482057,0.02105563,0.010493994,Millennial,1.55%
Germany,Both Sexes,35-39 years,2019,0.032862449,0.040093197,0.025673359,Millennial,3.29%
Germany,Male,40-44 years,2019,0.049558183,0.060095619,0.039456778,Gen_X,4.96%
Germany,Female,40-44 years,2019,0.014107696,0.019296333,0.009651637,Gen_X,1.41%
Germany,Both Sexes,40-44 years,2019,0.031829225,0.037840869,0.025938859,Gen_X,3.18%
Ireland,Male,15-19 years,2010,0.029760893,0.045495232,0.017785369,Millennial,2.98%
Ireland,Female,15-19 years,2010,0.017504544,0.026457699,0.010316232,Millennial,1.75%
Ireland,Both Sexes,15-19 years,2010,0.023581228,0.034921355,0.013833814,Millennial,2.36%
Ireland,Male,20-24 years,2010,0.083846239,0.1257547874457991,0.052525788,Millennial,8.38%
Ireland,Female,20-24 years,2010,0.042703087,0.065917143,0.025092052,Millennial,4.27%
Ireland,Both Sexes,20-24 years,2010,0.062571584,0.094413108,0.03921945,Millennial,6.26%
Ireland,Male,25-29 years,2010,0.094274448,0.1245191697259515,0.070362833,Millennial,9.43%
Ireland,Female,25-29 years,2010,0.041853652,0.058389538,0.028259114,Millennial,4.19%
Ireland,Both Sexes,25-29 years,2010,0.067067276,0.089023815,0.049957907,Millennial,6.71%
Ireland,Male,30-34 years,2010,0.091355849,0.1206821958813263,0.063294437,Gen_X,9.14%
Ireland,Female,30-34 years,2010,0.035322257,0.051005864,0.022603748,Gen_X,3.53%
Ireland,Both Sexes,30-34 years,2010,0.063013718,0.085004295,0.042024637,Gen_X,6.30%
Ireland,Male,35-39 years,2010,0.088642956,0.1116360827714213,0.066508886,Gen_X,8.86%
Ireland,Female,35-39 years,2010,0.03327434,0.045846205,0.022619882,Gen_X,3.33%
Ireland,Both Sexes,35-39 years,2010,0.060930393,0.07594456,0.046374081,Gen_X,6.09%
Ireland,Male,40-44 years,2010,0.08523674,0.1087446213506689,0.062616945,Gen_X,8.52%
Ireland,Female,40-44 years,2010,0.031674069,0.045761713,0.021417772,Gen_X,3.17%
Ireland,Both Sexes,40-44 years,2010,0.058526854,0.076653261,0.043252341,Gen_X,5.85%
Ireland,Male,15-19 years,2011,0.029768959,0.04506599,0.017906537,Millennial,2.98%
Ireland,Female,15-19 years,2011,0.01751572,0.026226259,0.010528417,Millennial,1.75%
Ireland,Both Sexes,15-19 years,2011,0.023593269,0.035121564,0.013713125,Millennial,2.36%
Ireland,Male,20-24 years,2011,0.08385118,0.124080223,0.05349175,Millennial,8.39%
Ireland,Female,20-24 years,2011,0.042732582,0.066072214,0.025595915,Millennial,4.27%
Ireland,Both Sexes,20-24 years,2011,0.062645226,0.094346319,0.039749752,Millennial,6.26%
Ireland,Male,25-29 years,2011,0.094225197,0.1227707376190597,0.070372623,Millennial,9.42%
Ireland,Female,25-29 years,2011,0.041892759,0.057886621,0.029573678,Millennial,4.19%
Ireland,Both Sexes,25-29 years,2011,0.066783064,0.088084271,0.049289544,Millennial,6.68%
Ireland,Male,30-34 years,2011,0.091257801,0.119853526,0.062253392,Millennial,9.13%
Ireland,Female,30-34 years,2011,0.035370974,0.050157374,0.022673193,Millennial,3.54%
Ireland,Both Sexes,30-34 years,2011,0.062774782,0.08347772,0.042678483,Millennial,6.28%
Ireland,Male,35-39 years,2011,0.088431201,0.1105188325213757,0.067982022,Gen_X,8.84%
Ireland,Female,35-39 years,2011,0.033243673,0.045933596,0.022512691,Gen_X,3.32%
Ireland,Both Sexes,35-39 years,2011,0.060702175,0.075425698,0.046551754,Gen_X,6.07%
Ireland,Male,40-44 years,2011,0.08491026,0.1078471725342963,0.063116263,Gen_X,8.49%
Ireland,Female,40-44 years,2011,0.031598174,0.044688204,0.021527722,Gen_X,3.16%
Ireland,Both Sexes,40-44 years,2011,0.058289805,0.076066883,0.043417162,Gen_X,5.83%
Ireland,Male,15-19 years,2012,0.029761601,0.04468174,0.017948747,Gen_Z,2.98%
Ireland,Female,15-19 years,2012,0.017520739,0.026170482,0.010589454,Gen_Z,1.75%
Ireland,Both Sexes,15-19 years,2012,0.023611924,0.035203829,0.0139418,Gen_Z,2.36%
Ireland,Male,20-24 years,2012,0.083797722,0.1233390178873882,0.054000211,Millennial,8.38%
Ireland,Female,20-24 years,2012,0.042735546,0.06592519,0.025886259,Millennial,4.27%
Ireland,Both Sexes,20-24 years,2012,0.062646388,0.094220415,0.040168537,Millennial,6.26%
Ireland,Male,25-29 years,2012,0.094074156,0.1222010813076799,0.069731304,Millennial,9.41%
Ireland,Female,25-29 years,2012,0.041912514,0.058055782,0.029379879,Millennial,4.19%
Ireland,Both Sexes,25-29 years,2012,0.06661054,0.087791303,0.048593598,Millennial,6.66%
Ireland,Male,30-34 years,2012,0.090998008,0.1188206414569476,0.06254844,Millennial,9.10%
Ireland,Female,30-34 years,2012,0.035395366,0.050135981,0.022444541,Millennial,3.54%
Ireland,Both Sexes,30-34 years,2012,0.062415235,0.082939295,0.042409563,Millennial,6.24%
Ireland,Male,35-39 years,2012,0.087868154,0.1091024235856685,0.068903034,Gen_X,8.79%
Ireland,Female,35-39 years,2012,0.033152155,0.045074587,0.022574331,Gen_X,3.32%
Ireland,Both Sexes,35-39 years,2012,0.060288936,0.074666316,0.046274134,Gen_X,6.03%
Ireland,Male,40-44 years,2012,0.08405219,0.1057579381289717,0.063056294,Gen_X,8.41%
Ireland,Female,40-44 years,2012,0.031390718,0.043930843,0.021492202,Gen_X,3.14%
Ireland,Both Sexes,40-44 years,2012,0.057689518,0.074703509,0.043353751,Gen_X,5.77%
Ireland,Male,15-19 years,2013,0.029739906,0.045150276,0.017981216,Gen_Z,2.97%
Ireland,Female,15-19 years,2013,0.017518313,0.026053609,0.010441672,Gen_Z,1.75%
Ireland,Both Sexes,15-19 years,2013,0.02360316,0.035362297,0.014087468,Gen_Z,2.36%
Ireland,Male,20-24 years,2013,0.083692377,0.1233029754858199,0.05352332,Millennial,8.37%
