location,sex,age,year,percent_of_prevalence,upper,lower
Latvia,Male,15-19 years,2014,0.0022892216075301,0.0034247407765247,0.0012390196921085
Latvia,Female,15-19 years,2014,0.0010189114552226,0.0017618850111486,0.0004704022638634
Latvia,Male,20-24 years,2014,0.00429580662554,0.0059619380380811,0.002766084690484
Latvia,Female,20-24 years,2014,0.0018580694955539,0.0028419813309305,0.0011427339804557
Latvia,Male,25-29 years,2014,0.0055467464446217,0.0075901674887538,0.0039988448139028
Latvia,Female,25-29 years,2014,0.0023079992551666,0.0032771242052722,0.001406603603903
Latvia,Male,30-34 years,2014,0.0069012067582384,0.0095419844684926,0.0051130575832033
Latvia,Female,30-34 years,2014,0.0027416502347055,0.0038131141321574,0.0018391626467183
Latvia,Male,35-39 years,2014,0.0083380249774705,0.0114155020414731,0.005993848807483
Latvia,Female,35-39 years,2014,0.0031482970065098,0.0044283120936283,0.0022238012704318
Latvia,Male,40-44 years,2014,0.01087633895389,0.0139701380745542,0.0081915157294164
Latvia,Female,40-44 years,2014,0.0034234916163058,0.0048264424802106,0.0023558080910587
Belgium,Male,15-19 years,2013,0.0050697230922429,0.0080887233239215,0.0024703974305134
Belgium,Female,15-19 years,2013,0.0017908610497651,0.0031387279275374,0.0008566264875447
Belgium,Male,20-24 years,2013,0.0086828928689136,0.0130496921969615,0.0052479812732449
Belgium,Female,20-24 years,2013,0.0025133847266943,0.0042295799237489,0.00141543935003
Belgium,Male,25-29 years,2013,0.0098443682551963,0.0140136170793835,0.0059491723747283
Belgium,Female,25-29 years,2013,0.0023078944196912,0.0033136829902214,0.0013604402125494
Belgium,Male,30-34 years,2013,0.0100630632747893,0.0144711214953507,0.0062281755925857
Belgium,Female,30-34 years,2013,0.0021932912459677,0.0033592326792206,0.0012950181046054
Belgium,Male,35-39 years,2013,0.0091496307944599,0.0125792215368024,0.0063478278701494
Belgium,Female,35-39 years,2013,0.0021099316027006,0.0030358529329425,0.0014375484702597
Belgium,Male,40-44 years,2013,0.008937784704862,0.0121929776872658,0.0060684845501419
Belgium,Female,40-44 years,2013,0.001977628281387,0.0029196452462869,0.0012947769303885
Monaco,Male,15-19 years,2017,0.0046362760701657,0.0080481741232463,0.0022700884569651
Monaco,Female,15-19 years,2017,0.0016520246289014,0.0028669584427526,0.0007801069200627
Monaco,Male,20-24 years,2017,0.0078911517639916,0.0122598792318601,0.0046206791758721
Monaco,Female,20-24 years,2017,0.0023740295792956,0.0039623484794061,0.0013113353216924
Monaco,Male,25-29 years,2017,0.0085931074969804,0.0128106081660105,0.0049109338041565
Monaco,Female,25-29 years,2017,0.0021697481394901,0.0032763148002804,0.0011686870783146
Monaco,Male,30-34 years,2017,0.0083368470670896,0.0130353256844156,0.0048600840021988
Monaco,Female,30-34 years,2017,0.0019727277959482,0.0030748899245873,0.0011097217329084
Monaco,Male,35-39 years,2017,0.0069597920670262,0.0101670467712034,0.0042345871122062
Monaco,Female,35-39 years,2017,0.0017717529648376,0.002683610950867,0.0010373391254324
Monaco,Male,40-44 years,2017,0.0059572871031074,0.0088399448501474,0.0034127767868443
Monaco,Female,40-44 years,2017,0.0016072224802624,0.0024137207466556,0.0009127752277461
United Kingdom,Male,15-19 years,2018,0.004961286690742,0.0072713570204112,0.0029332623336191
United Kingdom,Female,15-19 years,2018,0.0014455229832162,0.0021793316675358,0.0008202542012468
United Kingdom,Male,20-24 years,2018,0.0098698053553455,0.0140337094095259,0.0064556345180999
United Kingdom,Female,20-24 years,2018,0.0023487421135654,0.0033604964579724,0.0014828153814166
United Kingdom,Male,25-29 years,2018,0.0126727513207867,0.0173810347569624,0.0082583438223457
United Kingdom,Female,25-29 years,2018,0.0024196532778839,0.0032922207794176,0.0015810148126451
United Kingdom,Male,30-34 years,2018,0.014165490044166,0.0189896298079408,0.01000406530813
United Kingdom,Female,30-34 years,2018,0.0024241333451613,0.0032830880643662,0.0016736848478953
United Kingdom,Male,35-39 years,2018,0.0144485099479328,0.0191316592452993,0.0102597435934478
United Kingdom,Female,35-39 years,2018,0.0023540142503623,0.0031293270079695,0.001683424407238
United Kingdom,Male,40-44 years,2018,0.0135909538898954,0.018145668642083,0.0094526101407663
United Kingdom,Female,40-44 years,2018,0.0022109634347303,0.0030043661408148,0.0015156210205265
Romania,Male,15-19 years,2018,0.0023116626373525,0.0038378705865159,0.0012260295452763
Romania,Female,15-19 years,2018,0.0014852383180675,0.0026730355872544,0.0006859719971141
Romania,Male,20-24 years,2018,0.00464023636435,0.0070079090378128,0.002927031192011
Romania,Female,20-24 years,2018,0.0031775665331483,0.0046259505110094,0.0019281382018206
Romania,Male,25-29 years,2018,0.0060730797435258,0.00853150030141,0.0039713975789353
Romania,Female,25-29 years,2018,0.0045548631887527,0.0067124903382246,0.0026836547622793
Romania,Male,30-34 years,2018,0.0070506350076581,0.0097881342487638,0.0049322215036567
Romania,Female,30-34 years,2018,0.0052406722455642,0.0075165934555054,0.0033585954777692
Romania,Male,35-39 years,2018,0.0074672426185321,0.0099400439993804,0.0052476564676152
Romania,Female,35-39 years,2018,0.0052163946171397,0.0073786232339507,0.0035213265177551
Romania,Male,40-44 years,2018,0.0074691832777826,0.010299718887394,0.0052940539991397
Romania,Female,40-44 years,2018,0.0050574098488786,0.007104264314733,0.0033101340235611
Greece,Male,15-19 years,2018,0.0044090918413161,0.007221442266495,0.0022246222218736
Greece,Female,15-19 years,2018,0.0016116482309278,0.0027848171417576,0.0007754057688355
Greece,Male,20-24 years,2018,0.0074471152195629,0.0116638124399816,0.0043547521875999
Greece,Female,20-24 years,2018,0.0023013495123609,0.0037357834680698,0.0011459469837571
Greece,Male,25-29 years,2018,0.0080367777620108,0.0121674882662044,0.0046085677553601
Greece,Female,25-29 years,2018,0.0020986048464186,0.0031736949477065,0.0011989326578721
Greece,Male,30-34 years,2018,0.0076621890840607,0.0118560359752208,0.0043402102134573
Greece,Female,30-34 years,2018,0.0018996573711628,0.0029389828220892,0.001068868392127
Greece,Male,35-39 years,2018,0.0062731740637249,0.0089988475324787,0.0039253463002108
Greece,Female,35-39 years,2018,0.0016765224494277,0.002448769679194,0.0009663566532748
Greece,Male,40-44 years,2018,0.0053642538705509,0.0081101776609847,0.0032856030764869
Greece,Female,40-44 years,2018,0.0014839431868003,0.0023232079128722,0.0008683482668533
Greece,Male,15-19 years,2017,0.0045238700667046,0.0075595779038099,0.0022958783032932
Greece,Female,15-19 years,2017,0.001631352065365,0.0028063207066927,0.0008175612344372
Greece,Male,20-24 years,2017,0.0076569178543512,0.0119081890498058,0.0045268687475204
Greece,Female,20-24 years,2017,0.0023294757264601,0.0037265691914214,0.0011877355134992
Greece,Male,25-29 years,2017,0.0082618436767174,0.0126029520157595,0.0047716066589991
Greece,Female,25-29 years,2017,0.0021221879008858,0.0031582167274891,0.0012091315508505
Greece,Male,30-34 years,2017,0.0078617325362687,0.0120326215981557,0.0044382630012199
Greece,Female,30-34 years,2017,0.001926534557525,0.0029782561160043,0.0010894028988818
Greece,Male,35-39 years,2017,0.0063916197379964,0.0092233813134124,0.0039790862115554
Greece,Female,35-39 years,2017,0.0017095445802453,0.0025133933074157,0.0009975235953787
Greece,Male,40-44 years,2017,0.0054260309019435,0.0081755491846981,0.0033216585107436
Greece,Female,40-44 years,2017,0.0015170038766732,0.0023239408694231,0.0008923264673129
United Kingdom,Male,15-19 years,2017,0.0050418753863354,0.0074023187532247,0.0029879253761988
United Kingdom,Female,15-19 years,2017,0.001488965684685,0.0022359118400847,0.000845763789138
United Kingdom,Male,20-24 years,2017,0.00998969699892,0.0141788132972056,0.0065999398742277
United Kingdom,Female,20-24 years,2017,0.0023896997059784,0.0034138882944122,0.0015128544179666
United Kingdom,Male,25-29 years,2017,0.0127568308966446,0.0176278079890402,0.0083001581273025
United Kingdom,Female,25-29 years,2017,0.0024124936012687,0.0032797910446331,0.0015598159089302
United Kingdom,Male,30-34 years,2017,0.0141611199745077,0.0188176957954483,0.0099657397936434
United Kingdom,Female,30-34 years,2017,0.0023934748278555,0.0032824409847261,0.001654246724912
United Kingdom,Male,35-39 years,2017,0.0142949834166076,0.0190992556715664,0.0100931866182407
United Kingdom,Female,35-39 years,2017,0.0023199619419149,0.0030768189292436,0.0016533208003846
United Kingdom,Male,40-44 years,2017,0.013414189136036,0.018036800842226,0.0092626061244264
United Kingdom,Female,40-44 years,2017,0.0021845314876879,0.0029617229926456,0.001494462161747
France,Male,15-19 years,2018,0.0043268669720169,0.0069460740839802,0.002296654898874
France,Female,15-19 years,2018,0.0017151178567847,0.0029706044467852,0.0008528083782988
France,Male,20-24 years,2018,0.0076557158319421,0.0115323269620634,0.0046415991250728
France,Female,20-24 years,2018,0.0024896522715948,0.003822139553192,0.0013251127315693
France,Male,25-29 years,2018,0.0090057516770541,0.012482282804906,0.0059847966839529
France,Female,25-29 years,2018,0.002364134068841,0.0034019742333405,0.0014145778829331
France,Male,30-34 years,2018,0.0095568353874766,0.0128089860357435,0.006379775566024
France,Female,30-34 years,2018,0.0022365960891133,0.0034090686180648,0.001296322348895
France,Male,35-39 years,2018,0.0092440086975269,0.0123060443658959,0.0067660617508889
France,Female,35-39 years,2018,0.0020764206959449,0.0030135667033963,0.0013294787459934
France,Male,40-44 years,2018,0.0088352384746311,0.012264948241702,0.006269408262686
France,Female,40-44 years,2018,0.0019700274426299,0.0028897191764583,0.0012554778800206
Albania,Male,15-19 years,2019,0.0021293296644706,0.0036590781936298,0.0010604182858838
Albania,Female,15-19 years,2019,0.0014125528216888,0.0025418882406685,0.000663235424348
Albania,Male,20-24 years,2019,0.0039496381149743,0.0058040138547573,0.0024104396475727
Albania,Female,20-24 years,2019,0.00289870729912,0.0044672356342052,0.0017069562247315
Albania,Male,25-29 years,2019,0.0048582286569729,0.0070991692306358,0.0028413456185803
Albania,Female,25-29 years,2019,0.0040339227059226,0.0062406812613348,0.0023238182003127
Albania,Male,30-34 years,2019,0.005105057590151,0.0075649745253202,0.0030866567514418
Albania,Female,30-34 years,2019,0.0044527760341009,0.0066919823926111,0.0026090836408697
Albania,Male,35-39 years,2019,0.0044429357871622,0.0062192818345848,0.002947970549935
Albania,Female,35-39 years,2019,0.0040766324323261,0.0060695981898492,0.0024584445203058
Albania,Male,40-44 years,2019,0.0039605383858137,0.0054723194839848,0.0025577278058991
Albania,Female,40-44 years,2019,0.0037653980632739,0.0056137536998266,0.0022991089115743
Slovenia,Male,15-19 years,2019,0.0022949630684299,0.0036585203007548,0.0011756263285746
Slovenia,Female,15-19 years,2019,0.0014743055755225,0.0026217664224819,0.0006735251751403
Slovenia,Male,20-24 years,2019,0.0052727024297777,0.0076833128386386,0.0036890543855658
Slovenia,Female,20-24 years,2019,0.0032050751649608,0.0047146890952866,0.0019042436568617
Slovenia,Male,25-29 years,2019,0.0080278125961308,0.011531113873939,0.0055932808905921
Slovenia,Female,25-29 years,2019,0.0046050183260061,0.006811242283198,0.0026912746860829
Slovenia,Male,30-34 years,2019,0.0093165288866168,0.0121459320096728,0.006918948419478
Slovenia,Female,30-34 years,2019,0.0053862069060664,0.0076445589185239,0.0033645429794706
Slovenia,Male,35-39 years,2019,0.0089239550815843,0.0111978047771795,0.0070223044535352
Slovenia,Female,35-39 years,2019,0.0055601625315903,0.0076216370763348,0.0037943003300182
Slovenia,Male,40-44 years,2019,0.0087730442168375,0.0117439919970899,0.0067075047648324
Slovenia,Female,40-44 years,2019,0.0057662975599271,0.0078022371841644,0.0039863041094274
Ukraine,Male,15-19 years,2013,0.0016145589953356,0.0023621107256828,0.0009077787310074
Ukraine,Female,15-19 years,2013,0.0008051275647394,0.0012240451425306,0.0004509497229056
Ukraine,Male,20-24 years,2013,0.0039030669546272,0.0053482421537226,0.0026189005325147
Ukraine,Female,20-24 years,2013,0.0017042191860229,0.0023404853368845,0.001107248298611
Ukraine,Male,25-29 years,2013,0.0063330030724762,0.0087069914592606,0.0040004687540195
Ukraine,Female,25-29 years,2013,0.0025332117317524,0.0036260276516313,0.001655655720836
Ukraine,Male,30-34 years,2013,0.0084604650240038,0.01104648605405,0.0058553064680701
Ukraine,Female,30-34 years,2013,0.0032284072529008,0.0042399122993153,0.0022958297498905
Ukraine,Male,35-39 years,2013,0.0104276231514704,0.0148123233001661,0.0070500085737774
Ukraine,Female,35-39 years,2013,0.0037876319869574,0.0052055225998203,0.0026091119520118
Ukraine,Male,40-44 years,2013,0.0126624108121487,0.0170352673286072,0.0087786452371819
Ukraine,Female,40-44 years,2013,0.0040347846431146,0.0054530637096979,0.0027767333106222
Spain,Male,15-19 years,2014,0.0046031310530518,0.0078090505011017,0.0021867869140959
Spain,Female,15-19 years,2014,0.0014958484231779,0.0025263128308191,0.0007799194466453
Spain,Male,20-24 years,2014,0.0076831315720757,0.0120664778521465,0.0045331163568645
Spain,Female,20-24 years,2014,0.0020878103515859,0.0033276620160731,0.0010849857292406
Spain,Male,25-29 years,2014,0.0077728134607099,0.0112849842220905,0.0043549451593426
Spain,Female,25-29 years,2014,0.0017979246867436,0.0027514321088735,0.0010237813198858
Spain,Male,30-34 years,2014,0.0073065065245376,0.0110077001959027,0.003984303895551
Spain,Female,30-34 years,2014,0.0015791549815699,0.0024474589294163,0.0008813878905151
Spain,Male,35-39 years,2014,0.00632388646268,0.0093175466843296,0.003854402618714
Spain,Female,35-39 years,2014,0.001409758174065,0.002109455023374,0.0008006253591783
Spain,Male,40-44 years,2014,0.0057122817168338,0.0082107785282999,0.0034631482109776
Spain,Female,40-44 years,2014,0.0012605108380233,0.0019194195374795,0.0007384248338673
Portugal,Male,15-19 years,2010,0.0068152387737886,0.0115935813585851,0.0034291143311882
Portugal,Female,15-19 years,2010,0.0011163191010427,0.0019644326818005,0.0005667636778313
Portugal,Male,20-24 years,2010,0.0115676996757087,0.0175987738868088,0.0062051619798553
Portugal,Female,20-24 years,2010,0.00158581671498,0.0027216978813052,0.0008313769826539
Portugal,Male,25-29 years,2010,0.0135298170958771,0.0202011342994433,0.0076404672930006
Portugal,Female,25-29 years,2010,0.0015113540008308,0.002369495686876,0.0008048467661728
Portugal,Male,30-34 years,2010,0.0145466953588681,0.0218221375968266,0.0085528700776001
Portugal,Female,30-34 years,2010,0.0014231326705627,0.0022804175197226,0.0008141552521524
Portugal,Male,35-39 years,2010,0.0144004878441801,0.0207692032241618,0.0087541886607601
Portugal,Female,35-39 years,2010,0.0012974465867306,0.0019327789129712,0.0007600415476306
Portugal,Male,40-44 years,2010,0.0138548093491227,0.0199238784543372,0.0090506483449266
Portugal,Female,40-44 years,2010,0.0011828368706843,0.0017602512714207,0.0006891753735207
Bosnia and Herzegovina,Male,15-19 years,2019,0.0025225288426455,0.0040519281499386,0.0013812657283455
Bosnia and Herzegovina,Female,15-19 years,2019,0.0014510892720498,0.0026152396377907,0.0006630483109192
Bosnia and Herzegovina,Male,20-24 years,2019,0.0050663615121213,0.0072589425613866,0.0031607329936264
Bosnia and Herzegovina,Female,20-24 years,2019,0.0030527561569347,0.0046298624218201,0.0017545712891286
Bosnia and Herzegovina,Male,25-29 years,2019,0.0067200329494975,0.0094552765425325,0.0043429857897507
Bosnia and Herzegovina,Female,25-29 years,2019,0.0043228006928542,0.0062098637199954,0.0025631272034357
Bosnia and Herzegovina,Male,30-34 years,2019,0.0077058966194845,0.0107704715832365,0.0052210283161455
Bosnia and Herzegovina,Female,30-34 years,2019,0.0048510270984392,0.0071729919012848,0.003090167335041
Bosnia and Herzegovina,Male,35-39 years,2019,0.0077925525423586,0.0103507215940142,0.0054863983569383
Bosnia and Herzegovina,Female,35-39 years,2019,0.0046266013727348,0.0068119756813734,0.0029795812578254
Bosnia and Herzegovina,Male,40-44 years,2019,0.0074398357687622,0.0107708865285805,0.0050871435622396
Bosnia and Herzegovina,Female,40-44 years,2019,0.0045215976389785,0.0067033596972136,0.002885855659976
Iceland,Male,15-19 years,2016,0.0045550729843892,0.0076558387435521,0.0021417678190176
Iceland,Female,15-19 years,2016,0.0016692699140791,0.0029021152045269,0.0008795187499738
Iceland,Male,20-24 years,2016,0.0084087834648194,0.0129593359868361,0.005267657444655
Iceland,Female,20-24 years,2016,0.002465120216498,0.003920092530895,0.0013012421287125
Iceland,Male,25-29 years,2016,0.0100121059755327,0.0140864572273242,0.0062324004305404
Iceland,Female,25-29 years,2016,0.0023409234557962,0.0034259895157425,0.0013334877422747
Iceland,Male,30-34 years,2016,0.0106403787514499,0.0150744536853785,0.0070599235418353
Iceland,Female,30-34 years,2016,0.0022665887862247,0.0034529811795085,0.0013692355481631
Iceland,Male,35-39 years,2016,0.0101479525444336,0.0144671298355791,0.0070414894327267
Iceland,Female,35-39 years,2016,0.0021823489865615,0.0030413514765762,0.0014347283429957
Iceland,Male,40-44 years,2016,0.0095072678028913,0.0140171959126822,0.006309438928545
Iceland,Female,40-44 years,2016,0.0019791517240622,0.0027758484172445,0.0012796606847896
Belarus,Male,15-19 years,2019,0.0021043960681361,0.0032313542041872,0.0011984364147572
Belarus,Female,15-19 years,2019,0.0009838875920256,0.0016414472399868,0.0005043673549746
Belarus,Male,20-24 years,2019,0.0041575609747075,0.0058647492231922,0.0028404431672804
Belarus,Female,20-24 years,2019,0.0018775647935968,0.00276021650317,0.0011570505324552
Belarus,Male,25-29 years,2019,0.0060336897049421,0.0083615092438571,0.004388763119734
Belarus,Female,25-29 years,2019,0.0024727087826344,0.0034571145322391,0.001569714199649
Belarus,Male,30-34 years,2019,0.0072510459687611,0.0093261904434307,0.0055264061554697
Belarus,Female,30-34 years,2019,0.0031335009978684,0.004118689082542,0.0020861747317418
Belarus,Male,35-39 years,2019,0.0078492672126836,0.0101510954916766,0.0058733402819202
Belarus,Female,35-39 years,2019,0.0038153542597922,0.0051951730526921,0.002647405819201
Belarus,Male,40-44 years,2019,0.0111720482140531,0.0143175468060367,0.0084862046233079
Belarus,Female,40-44 years,2019,0.0042442575071541,0.0057975165772872,0.0029613389415746
Ireland,Male,15-19 years,2019,0.0057996502052337,0.0102196448106231,0.0029299898162701
Ireland,Female,15-19 years,2019,0.0027181291887238,0.0046637603729859,0.0013704398367064
Ireland,Male,20-24 years,2019,0.0104881275948906,0.0159154163086302,0.006322384444244
Ireland,Female,20-24 years,2019,0.0039723046022291,0.0065369674963465,0.0022051382185383
Ireland,Male,25-29 years,2019,0.0126549637774739,0.0181999326839408,0.007629179139309
Ireland,Female,25-29 years,2019,0.0038487450510481,0.0056184106382249,0.002203267284304
Ireland,Male,30-34 years,2019,0.0132328547578281,0.0194085417478983,0.0081346792606598
Ireland,Female,30-34 years,2019,0.0036096782157001,0.0053566386991751,0.002191912516069
Ireland,Male,35-39 years,2019,0.0120914307217229,0.0167749899995366,0.0085005520426447
Ireland,Female,35-39 years,2019,0.003259896627829,0.0046220408618303,0.0020366434127834
Ireland,Male,40-44 years,2019,0.0112788308522794,0.0156851234299711,0.0075453807287453
Ireland,Female,40-44 years,2019,0.0030255390533276,0.0043774668025907,0.0019128486872554
Estonia,Male,15-19 years,2019,0.0016034183454977,0.0024314125798832,0.0010035934051153
Estonia,Female,15-19 years,2019,0.0007902993234317,0.0012579941098297,0.0004312025265042
Estonia,Male,20-24 years,2019,0.0029171961860034,0.0040935055456662,0.0018677360782853
Estonia,Female,20-24 years,2019,0.0014463597496711,0.0021467830923002,0.0009019284678416
Estonia,Male,25-29 years,2019,0.0037986118627726,0.0052166102657079,0.0027421508749282
Estonia,Female,25-29 years,2019,0.001785399590631,0.0024685021554506,0.0011025869867709
Estonia,Male,30-34 years,2019,0.0047983032565995,0.0066016331365655,0.003627882079313
Estonia,Female,30-34 years,2019,0.0020108863157938,0.002820145607046,0.0013323258713088
Estonia,Male,35-39 years,2019,0.005922153183578,0.0079204181361775,0.0044339446051865
Estonia,Female,35-39 years,2019,0.0020968011067415,0.0030338582979824,0.0015051071227095
Estonia,Male,40-44 years,2019,0.0085080305096822,0.0109300151373219,0.0066002068324518
Estonia,Female,40-44 years,2019,0.0023922519293424,0.0033771959388117,0.0016813765908808
Finland,Male,15-19 years,2008,0.0045283523433774,0.0071154171343659,0.0025703019672384
Finland,Female,15-19 years,2008,0.0019681826576667,0.0033400894434644,0.0010067389054143
Finland,Male,20-24 years,2008,0.0081242119749365,0.0119065845584161,0.0051160900749824
Finland,Female,20-24 years,2008,0.0029644988133218,0.0047170249980854,0.0016398934154743
Finland,Male,25-29 years,2008,0.0097745198682742,0.0126251546446159,0.0071706899984842
Finland,Female,25-29 years,2008,0.0030132452153613,0.0043169735884949,0.0018503514708308
Finland,Male,30-34 years,2008,0.0103948355663342,0.0132248167360632,0.0077517929856516
Finland,Female,30-34 years,2008,0.0030794708725874,0.0043273588209049,0.0019603339081118
Finland,Male,35-39 years,2008,0.0098474609312957,0.0124128280086276,0.0075107951978423
Finland,Female,35-39 years,2008,0.0031088296036377,0.0041021691985963,0.002237752312548
Finland,Male,40-44 years,2008,0.0097860968929967,0.0127298439754473,0.0076135993058052
Finland,Female,40-44 years,2008,0.0030475683991292,0.0040612976697884,0.0021473402785712
Portugal,Male,15-19 years,2015,0.0070176304711624,0.0116410542297508,0.0034959639830345
Portugal,Female,15-19 years,2015,0.001147598347045,0.0019971486154958,0.000599526102858
Portugal,Male,20-24 years,2015,0.0116663279592277,0.0178216521792351,0.0064309669163416
Portugal,Female,20-24 years,2015,0.0016352705859288,0.002559543706248,0.0008983343017482
Portugal,Male,25-29 years,2015,0.0130203045948187,0.0194163484079339,0.0077424562608218
Portugal,Female,25-29 years,2015,0.0015424733349532,0.0023390827993851,0.0008646016941969
Portugal,Male,30-34 years,2015,0.0136668689410044,0.0199432096076962,0.0083349703889814
Portugal,Female,30-34 years,2015,0.0014402414735688,0.0022617967000581,0.0008125492363794
Portugal,Male,35-39 years,2015,0.0133401607975153,0.0193941582729266,0.0085544767957021
Portugal,Female,35-39 years,2015,0.0013134369284352,0.0018986485652171,0.0007889093353355
Portugal,Male,40-44 years,2015,0.012934016470066,0.0189257044759369,0.0080308643888144
Portugal,Female,40-44 years,2015,0.0011996201404546,0.0017756213189773,0.0006992684648316
Israel,Male,15-19 years,2019,0.001970260429449,0.0034080189902625,0.0010469549129772
Israel,Female,15-19 years,2019,0.0010181067253351,0.0018003851165181,0.0004645735635644
Israel,Male,20-24 years,2019,0.0033392515007078,0.0052975916479517,0.0018957267493471
Israel,Female,20-24 years,2019,0.0014547344780075,0.0023452095889382,0.0007257445345294
Israel,Male,25-29 years,2019,0.0035199856037301,0.0051215067522214,0.0021328315934864
Israel,Female,25-29 years,2019,0.0013789654769598,0.0020259278224011,0.000754001148068
Israel,Male,30-34 years,2019,0.0033817999354154,0.0050840787871742,0.0021533594572843
Israel,Female,30-34 years,2019,0.0012813093064806,0.0020139856014375,0.0006987415447729
Israel,Male,35-39 years,2019,0.0029325832848416,0.0041401919380921,0.0020266173215227
Israel,Female,35-39 years,2019,0.001136684180597,0.0017292754208106,0.0006748272567324
Israel,Male,40-44 years,2019,0.0026519784425448,0.0037573501353153,0.0017549529391618
Israel,Female,40-44 years,2019,0.0010238858460411,0.0016906113083723,0.0005852559175652
Czechia,Male,15-19 years,2013,0.0022460718249019,0.0039037670151787,0.0011369933072137
Czechia,Female,15-19 years,2013,0.0014371482269414,0.0025654771464779,0.0006985315747661
Czechia,Male,20-24 years,2013,0.004623159151099,0.0070259215453557,0.0028436087634104
Czechia,Female,20-24 years,2013,0.003038452756888,0.0045543141279773,0.0018569238493855
Czechia,Male,25-29 years,2013,0.0062874929943077,0.0088591146488859,0.0040450927672101
Czechia,Female,25-29 years,2013,0.0043134923114487,0.0064988980635274,0.002494111030678
Czechia,Male,30-34 years,2013,0.007295394791615,0.010386858675763,0.0051184223098923
Czechia,Female,30-34 years,2013,0.0049664228177871,0.0072571778224268,0.0030027960841519
Czechia,Male,35-39 years,2013,0.0074986191999267,0.0100803862388377,0.0054691935787354
Czechia,Female,35-39 years,2013,0.0050929679184754,0.0072689587620534,0.0032882131901571
Czechia,Male,40-44 years,2013,0.0079099530595723,0.0112766060141721,0.0058442654258896
Czechia,Female,40-44 years,2013,0.0050710602225179,0.0073859150669587,0.0032946802499024
Norway,Male,15-19 years,2012,0.002981036137278,0.0044044647406299,0.0017856800106808
Norway,Female,15-19 years,2012,0.0011034475912381,0.0016433432752662,0.0006422030817136
Norway,Male,20-24 years,2012,0.0050902854209319,0.0072374356750273,0.0033038928236464
Norway,Female,20-24 years,2012,0.0016441984973943,0.0024110537260299,0.0010077040898014
Norway,Male,25-29 years,2012,0.0053101462869308,0.0072020424195663,0.0034046909754636
Norway,Female,25-29 years,2012,0.0014605090652615,0.0020376519246266,0.0009215726318826
Norway,Male,30-34 years,2012,0.0053597403006561,0.0073497718434197,0.0035916416293504
Norway,Female,30-34 years,2012,0.0013205416885251,0.0018637705183907,0.0008785129834065
Norway,Male,35-39 years,2012,0.0052333361377262,0.00716080864239,0.0034317044539006
Norway,Female,35-39 years,2012,0.0011963576133038,0.0016287498665734,0.0007845111106124
Norway,Male,40-44 years,2012,0.0054955728906324,0.0075832536776279,0.0036977438551246
Norway,Female,40-44 years,2012,0.0012031658579988,0.0016521181454173,0.0007974445365286
Latvia,Male,15-19 years,2015,0.0022604104396982,0.0034572395301548,0.0012477962022673
Latvia,Female,15-19 years,2015,0.0010160378414816,0.0017884093987268,0.0004498275310026
Latvia,Male,20-24 years,2015,0.0041941075792023,0.0059634644433944,0.0026169291965183
Latvia,Female,20-24 years,2015,0.0018578412088414,0.0028547061780365,0.0011396837549134
Latvia,Male,25-29 years,2015,0.0053506954716118,0.0076535201266637,0.0037725124772038
Latvia,Female,25-29 years,2015,0.0023104155035483,0.0033690195844443,0.0014139781554497
Latvia,Male,30-34 years,2015,0.0066946308465385,0.0094235113219179,0.0048322002590445
Latvia,Female,30-34 years,2015,0.0027139843325321,0.0038337351183158,0.0017792617618645
Latvia,Male,35-39 years,2015,0.0081783594683785,0.0115665384413639,0.0054784596466972
Latvia,Female,35-39 years,2015,0.0030532116523437,0.0043698076579388,0.0020585745230257
Latvia,Male,40-44 years,2015,0.0107717830644906,0.0143505218110532,0.0079282392996628
Latvia,Female,40-44 years,2015,0.0033358036320354,0.0049179953239821,0.0022443207834166
Andorra,Male,15-19 years,2015,0.0046224528119916,0.0079684174755141,0.0022701486863269
Andorra,Female,15-19 years,2015,0.0016811924469804,0.0029490545445391,0.0008811663145308
Andorra,Male,20-24 years,2015,0.0079096588243722,0.0126818722795922,0.0046556441463223
Andorra,Female,20-24 years,2015,0.0024060071019322,0.003973972216707,0.0013236135328741
Andorra,Male,25-29 years,2015,0.0086842746986472,0.0130548660668064,0.0050883845232767
Andorra,Female,25-29 years,2015,0.0021832550636644,0.0034353320116893,0.0011965664950852
Andorra,Male,30-34 years,2015,0.0085979942695842,0.0129390239560755,0.0052068749217815
Andorra,Female,30-34 years,2015,0.0019744046319748,0.0031609441868863,0.0010596481479739
Andorra,Male,35-39 years,2015,0.0075918485905938,0.010832512928039,0.0050270467216575
Andorra,Female,35-39 years,2015,0.0017504887303345,0.002604069535114,0.0009841297535385
Andorra,Male,40-44 years,2015,0.006857031742348,0.0100333625941506,0.0043989343539152
Andorra,Female,40-44 years,2015,0.0015485958477046,0.002387439272474,0.0008753690891728
Croatia,Male,15-19 years,2014,0.0023996283444013,0.0041146108214354,0.0012192848042799
Croatia,Female,15-19 years,2014,0.0014880057039298,0.0027140134292779,0.0006888929936202
Croatia,Male,20-24 years,2014,0.0052082124226587,0.0078758626691015,0.0032825705099966
Croatia,Female,20-24 years,2014,0.0031533049602799,0.0046862417582904,0.0018427628264281
Croatia,Male,25-29 years,2014,0.0074569451710127,0.0102265161845037,0.0047613620819305
Croatia,Female,25-29 years,2014,0.0045147827788933,0.0065591508132957,0.0025196694784674
