Title,Year,% of Pop. Abstainers,NumericValue,Min,Max
France,2019,15.4 [14.5 - 16.3],15.3857935,14.5197044,16.2518827
Iceland,2003,16.5 [15.5 - 17.4],16.4734206,15.5023564,17.4444848
Norway,2015,30.7 [28.7 - 32.6],30.6613726,28.7440467,32.5786986
Germany,2010,28.7 [27.3 - 30.1],28.68368,27.2631062,30.1042538
United Kingdom of Great Britain and Northern Ireland,2001,21.5 [20.3 - 22.6],21.4782093,20.3075559,22.6488627
France,2007,28.9 [27.4 - 30.4],28.8707912,27.373055,30.3685275
Hungary,2000,36.4 [34.4 - 38.4],36.363181,34.3730779,38.353284
Lithuania,2010,31.2 [29.2 - 33.2],31.1901113,29.1704528,33.2097698
Norway,2001,33.7 [32.0 - 35.4],33.6549302,31.9531724,35.356688
Türkiye,2012,85.4 [83.2 - 87.6],85.3943194,83.1847005,87.6039384
Kazakhstan,2004,62.8 [58.6 - 67.0],62.814243,58.5820733,67.0464128
Lithuania,2013,16.1 [15.0 - 17.3],16.1238297,14.9558859,17.2917734
Greece,2004,24.8 [23.4 - 26.1],24.7775015,23.4307932,26.1242098
Portugal,2001,13.8 [12.9 - 14.7],13.767844,12.8508341,14.684854
Poland,2015,26.9 [25.5 - 28.2],26.8596525,25.5119892,28.2073159
Switzerland,2008,13.3 [12.5 - 14.0],13.2632037,12.5071477,14.0192598
Romania,2001,17.3 [15.1 - 19.4],17.2890996,15.1312827,19.4469166
Israel,2020,29.6 [27.3 - 31.9],29.5989004,27.284659,31.9131419
Albania,2001,62.3 [60.0 - 64.5],62.2686158,60.0447819,64.4924496
Sweden,2020,15.4 [14.5 - 16.3],15.3670026,14.4592378,16.2747675
Germany,2017,13.8 [13.0 - 14.6],13.828701,13.0299915,14.6274105
Croatia,2002,37.9 [35.9 - 39.9],37.8908705,35.8784782,39.9032627
Uzbekistan,2013,91.8 [88.8 - 94.9],91.8125836,88.756639,94.8685282
Azerbaijan,2007,91.1 [88.0 - 94.3],91.1426642,87.9767022,94.3086261
Tajikistan,2012,93.1 [90.3 - 95.9],93.1010004,90.3480366,95.8539642
Kyrgyzstan,2017,80.7 [76.9 - 84.6],80.7027223,76.8527641,84.5526804
Luxembourg,2002,22.3 [21.0 - 23.7],22.3245825,20.9645655,23.6845995
Turkmenistan,2004,84.9 [81.6 - 88.3],84.946964,81.5726512,88.3212768
Slovakia,2015,35.0 [33.2 - 36.7],34.955096,33.2281233,36.6820687
Switzerland,2006,26.7 [25.4 - 28.1],26.7213876,25.3825958,28.0601794
Bosnia and Herzegovina,2003,70.7 [66.7 - 74.7],70.704908,66.7142058,74.6956101
Albania,2020,51.1 [48.9 - 53.4],51.1455795,48.9313929,53.359766
Lithuania,2004,24.9 [23.2 - 26.6],24.9310773,23.2139857,26.6481689
France,2008,22.3 [21.2 - 23.5],22.3337493,21.1747611,23.4927375
North Macedonia,2017,69.1 [65.2 - 73.1],69.1353462,65.1908639,73.0798285
Bulgaria,2010,25.1 [23.6 - 26.6],25.0995338,23.5876788,26.6113889
Andorra,2013,17.7 [16.5 - 18.8],17.6568325,16.5237413,18.7899237
Bosnia and Herzegovina,2001,71.0 [67.0 - 75.0],71.039261,67.0397454,75.0387765
Germany,2016,14.0 [13.2 - 14.8],13.9998187,13.2128616,14.7867757
Spain,2009,14.1 [13.3 - 14.9],14.0882715,13.3254825,14.8510605
United Kingdom of Great Britain and Northern Ireland,2007,21.2 [20.1 - 22.3],21.1694364,20.086929,22.2519437
Spain,2009,21.5 [20.4 - 22.6],21.5391333,20.4496671,22.6285996
Republic of Moldova,2001,39.6 [36.9 - 42.2],39.5599946,36.8717768,42.2482124
Ukraine,2010,39.9 [37.2 - 42.5],39.8597818,37.2269271,42.4926365
Tajikistan,2018,88.1 [84.6 - 91.5],88.0601626,84.5920042,91.528321
Portugal,2012,30.0 [28.4 - 31.6],29.9795126,28.3890716,31.5699536
Tajikistan,2016,92.9 [90.1 - 95.7],92.9265008,90.1408198,95.7121818
Slovenia,2007,19.3 [18.2 - 20.3],19.259118,18.2385095,20.2797265
Finland,2009,13.7 [12.9 - 14.4],13.6544533,12.9110665,14.39784
Slovakia,2002,28.4 [26.8 - 29.9],28.3718061,26.8016629,29.9419492
Slovakia,2009,35.1 [33.4 - 36.9],35.1181808,33.3819691,36.8543926
Cyprus,2019,21.8 [20.3 - 23.4],21.8328978,20.2725399,23.3932557
Greece,2007,32.2 [30.6 - 33.8],32.1759668,30.5739025,33.7780311
Finland,2016,14.6 [13.8 - 15.4],14.6081276,13.7983897,15.4178654
Armenia,2009,59.8 [55.8 - 63.7],59.7667058,55.8291437,63.704268
Ukraine,2011,31.2 [29.0 - 33.4],31.227887,29.0227088,33.4330652
Azerbaijan,2009,91.4 [88.1 - 94.7],91.3850346,88.093447,94.6766223
Armenia,2008,59.9 [56.0 - 63.8],59.9004396,55.9509359,63.8499433
Uzbekistan,2000,85.2 [81.4 - 89.0],85.2037441,81.4480398,88.9594484
Luxembourg,2000,22.4 [21.1 - 23.8],22.4354472,21.0843616,23.7865327
Hungary,2012,28.5 [27.1 - 29.9],28.5102447,27.0848705,29.9356189
France,2020,31.2 [29.7 - 32.8],31.2383014,29.6666373,32.8099654
Bosnia and Herzegovina,2003,47.9 [44.1 - 51.7],47.8690345,44.0504544,51.6876147
Armenia,2001,43.6 [40.5 - 46.6],43.5516399,40.5022082,46.6010717
Tajikistan,2001,92.5 [89.9 - 95.0],92.4890672,89.9357825,95.0423518
Malta,2001,19.4 [18.1 - 20.7],19.3694495,18.0864598,20.6524391
Austria,2014,13.4 [12.6 - 14.1],13.3827298,12.6233324,14.1421273
Bosnia and Herzegovina,2015,69.1 [65.1 - 73.0],69.0601256,65.1133552,73.0068959
Georgia,2009,34.5 [32.0 - 37.0],34.4873179,32.0073581,36.9672777
Luxembourg,2003,22.5 [21.1 - 23.8],22.4621768,21.0924106,23.831943
Italy,2019,25.2 [23.9 - 26.5],25.1843112,23.9104463,26.458176
Israel,2009,40.7 [38.0 - 43.4],40.7360926,38.0254475,43.4467378
Tajikistan,2013,88.4 [85.0 - 91.8],88.3948206,84.966654,91.8229873
Slovakia,2011,27.4 [26.0 - 28.8],27.3759921,25.9871613,28.7648229
Andorra,2001,11.5 [10.7 - 12.3],11.473101,10.6510189,12.2951831
Armenia,2005,51.6 [48.2 - 55.0],51.5957502,48.1601107,55.0313897
Italy,2014,16.9 [15.9 - 17.8],16.8611444,15.9402636,17.7820252
Ukraine,2007,39.7 [37.0 - 42.3],39.6889603,37.0499957,42.327925
Andorra,2018,12.6 [11.7 - 13.4],12.5691497,11.7153737,13.4229258
Türkiye,2016,89.7 [87.9 - 91.5],89.696193,87.8984039,91.4939822
Luxembourg,2004,22.2 [20.8 - 23.7],22.231333,20.8092225,23.6534434
Slovakia,2018,35.4 [33.6 - 37.2],35.3979268,33.6444391,37.1514144
Greece,2004,16.6 [15.6 - 17.6],16.6116583,15.6371062,17.5862103
Israel,2001,41.1 [38.3 - 43.8],41.066927,38.3167503,43.8171038
Romania,2008,16.6 [14.7 - 18.5],16.6066963,14.7460082,18.4673845
Estonia,2002,32.4 [30.1 - 34.7],32.407271,30.1361695,34.6783725
Belarus,2001,31.5 [29.3 - 33.8],31.5313707,29.2888949,33.7738464
Hungary,2003,35.1 [33.2 - 37.0],35.1118866,33.2304665,36.9933067
Italy,2014,25.6 [24.3 - 26.9],25.5751278,24.2992976,26.8509581
Czechia,2008,32.1 [30.3 - 33.9],32.1025474,30.339444,33.8656507
Russian Federation,2018,28.5 [26.7 - 30.3],28.5223068,26.7470841,30.2975294
Malta,2016,22.3 [21.2 - 23.5],22.3185786,21.1576377,23.4795195
Iceland,2020,14.3 [13.5 - 15.2],14.3270036,13.4521231,15.2018841
Poland,2013,18.4 [17.4 - 19.4],18.3696568,17.3847155,19.354598
Estonia,2005,16.5 [15.2 - 17.7],16.4529785,15.2472944,17.6586626
Switzerland,2010,26.3 [24.9 - 27.7],26.2984832,24.8728435,27.7241228
Bosnia and Herzegovina,2002,71.1 [67.1 - 75.1],71.1053976,67.1074838,75.1033114
Kazakhstan,2015,84.5 [80.5 - 88.4],84.45097,80.5198538,88.3820863
Croatia,2001,29.9 [28.2 - 31.5],29.8580176,28.2187939,31.4972412
Tajikistan,2007,93.1 [90.5 - 95.8],93.1298624,90.4941888,95.765536
Kazakhstan,2005,80.4 [76.3 - 84.4],80.3699677,76.3277356,84.4121998
Georgia,2019,32.7 [30.3 - 35.2],32.7353927,30.3122729,35.1585125
Spain,2008,13.9 [13.1 - 14.6],13.851521,13.104067,14.5989749
Latvia,2017,31.3 [29.4 - 33.3],31.3403884,29.3877213,33.2930554
Azerbaijan,2015,85.7 [81.7 - 89.8],85.7359114,81.68606,89.7857628
Georgia,2018,33.3 [31.0 - 35.7],33.3156634,30.9808174,35.6505094
Hungary,2007,35.5 [33.6 - 37.3],35.4631095,33.6478134,37.2784056
Greece,2008,16.2 [15.3 - 17.1],16.1642585,15.2635184,17.0649985
Ukraine,2015,41.9 [39.1 - 44.6],41.8735183,39.129394,44.6176427
Belgium,2004,22.5 [21.3 - 23.6],22.4846367,21.3380119,23.6312614
Estonia,2011,23.3 [21.8 - 24.8],23.3086935,21.7951502,24.8222367
Slovakia,2009,27.4 [26.0 - 28.8],27.3958232,26.0026333,28.789013
North Macedonia,2012,57.7 [53.9 - 61.5],57.6691611,53.8854284,61.4528937
Denmark,2007,21.2 [20.2 - 22.3],21.2307709,20.1786545,22.2828873
Belarus,2009,35.6 [33.0 - 38.2],35.5834988,32.9713146,38.195683
Sweden,2015,30.0 [28.4 - 31.5],29.9656317,28.4349955,31.4962679
Portugal,2020,15.5 [14.7 - 16.4],15.5154961,14.6521017,16.3788905
Israel,2020,50.6 [47.2 - 53.9],50.5717853,47.2145861,53.9289845
Portugal,2008,27.9 [26.4 - 29.4],27.9308956,26.4180063,29.4437848
Austria,2019,13.3 [12.5 - 14.1],13.2917926,12.4844088,14.0991764
Slovenia,2008,27.7 [26.3 - 29.0],27.6551324,26.2720791,29.0381858
Iceland,2018,14.0 [13.1 - 14.9],14.0245245,13.1369936,14.9120555
Cyprus,2020,34.5 [32.2 - 36.7],34.4902749,32.2358987,36.7446511
Portugal,2008,13.7 [12.9 - 14.6],13.7437838,12.9363957,14.5511718
Belgium,2014,14.4 [13.6 - 15.2],14.3832606,13.6020572,15.1644639
Denmark,2009,29.0 [27.6 - 30.4],28.9893873,27.5846658,30.3941087
Ukraine,2020,23.8 [21.9 - 25.7],23.8003125,21.9061014,25.6945237
Poland,2003,37.3 [35.3 - 39.4],37.3264212,35.2872045,39.3656378
Israel,2010,50.8 [47.6 - 53.9],50.7655424,47.6226762,53.9084086
Republic of Moldova,2010,38.3 [35.7 - 40.8],38.2511579,35.6766528,40.825663
Belgium,2003,14.8 [14.0 - 15.6],14.7817022,13.9729848,15.5904196
Austria,2011,20.7 [19.7 - 21.8],20.7482449,19.6809724,21.8155173
United Kingdom of Great Britain and Northern Ireland,2002,21.4 [20.2 - 22.5],21.3886225,20.2344291,22.5428159
Uzbekistan,2008,87.2 [83.6 - 90.8],87.2268169,83.643488,90.8101457
Bulgaria,2018,43.2 [40.9 - 45.5],43.1956594,40.8920434,45.4992754
Lithuania,2019,17.4 [16.1 - 18.7],17.3953425,16.0965682,18.6941167
North Macedonia,2013,57.6 [53.8 - 61.4],57.5911313,53.8134175,61.3688451
Malta,2016,14.9 [14.1 - 15.7],14.904069,14.0706901,15.7374479
Belarus,2001,39.0 [36.4 - 41.6],38.9979123,36.3779982,41.6178264
Iceland,2008,15.1 [14.3 - 16.0],15.149763,14.2684382,16.0310878
Italy,2009,35.0 [33.3 - 36.7],34.9608988,33.2517658,36.6700318
Sweden,2002,31.1 [29.6 - 32.6],31.1073097,29.5679136,32.6467058
Armenia,2009,40.6 [37.8 - 43.4],40.5904594,37.800743,43.3801759
France,2020,24.0 [22.8 - 25.3],24.0332081,22.7890646,25.2773516
Cyprus,2010,31.4 [29.4 - 33.5],31.4416595,29.350591,33.5327281
Israel,2018,29.0 [26.8 - 31.3],29.0133174,26.7633531,31.2632816
Georgia,2007,44.8 [41.6 - 47.9],44.7539077,41.5715034,47.936312
North Macedonia,2009,45.7 [42.1 - 49.3],45.6877647,42.0880604,49.2874689
Sweden,2002,23.5 [22.3 - 24.7],23.4966949,22.2934105,24.6999793
Kyrgyzstan,2015,80.2 [76.3 - 84.1],80.2329887,76.3281515,84.1378258
France,2009,22.4 [21.3 - 23.6],22.4307497,21.2534161,23.6080832
Slovenia,2004,28.9 [27.5 - 30.4],28.9366298,27.4938782,30.3793814
Czechia,2007,32.1 [30.3 - 33.9],32.1154123,30.3255757,33.905249
Switzerland,2017,26.1 [24.3 - 27.8],26.0691345,24.323067,27.815202
Andorra,2012,22.0 [20.6 - 23.3],21.9563123,20.6047989,23.3078256
Bulgaria,2001,45.0 [42.3 - 47.7],44.9683279,42.283234,47.6534217
Ireland,2009,12.5 [11.8 - 13.2],12.5219765,11.8284694,13.2154836
Netherlands (Kingdom of the),2018,22.5 [21.2 - 23.8],22.4815128,21.1684406,23.7945849
Azerbaijan,2013,91.5 [88.0 - 94.9],91.4839115,88.0424781,94.925345
Slovakia,2020,18.8 [17.8 - 19.8],18.8120961,17.8015779,19.8226144
Slovakia,2019,34.3 [32.5 - 36.0],34.2514244,32.5462982,35.9565507
Albania,2019,36.9 [34.7 - 39.0],36.868488,34.6893189,39.0476572
Armenia,2014,49.8 [46.5 - 53.0],49.7520882,46.4601249,53.0440514
Portugal,2002,27.7 [25.9 - 29.4],27.6675192,25.9470112,29.3880271
Bosnia and Herzegovina,2001,60.1 [56.2 - 64.0],60.1241005,56.1984038,64.0497973
Portugal,2010,21.4 [20.3 - 22.6],21.4324925,20.2627155,22.6022695
United Kingdom of Great Britain and Northern Ireland,2014,15.1 [14.3 - 15.9],15.1355425,14.3240167,15.9470683
Israel,2014,50.6 [47.4 - 53.8],50.5983927,47.3550735,53.8417119
Slovakia,2003,29.1 [27.5 - 30.7],29.077633,27.4849971,30.6702688
Italy,2004,15.5 [14.7 - 16.4],15.5355334,14.6697237,16.4013431
Bosnia and Herzegovina,2006,58.2 [54.3 - 62.1],58.1967722,54.3415136,62.0520307
Luxembourg,2012,20.6 [18.6 - 22.6],20.5870217,18.5734281,22.6006152
Austria,2008,20.8 [19.7 - 21.8],20.7755451,19.7173552,21.8337351
Ireland,2009,24.2 [23.0 - 25.4],24.2062281,22.9675379,25.4449183
Austria,2017,20.3 [19.2 - 21.4],20.2906828,19.1769899,21.4043757
Georgia,2014,33.8 [31.4 - 36.1],33.7546014,31.3956864,36.1135165
Andorra,2020,22.1 [20.7 - 23.4],22.0837331,20.7379609,23.4295053
Albania,2019,49.8 [47.5 - 52.0],49.7609939,47.5393489,51.982639
Cyprus,2014,33.3 [31.1 - 35.5],33.2994032,31.1002871,35.4985192
Netherlands (Kingdom of the),2003,22.0 [20.9 - 23.1],21.9701506,20.8756789,23.0646222
Norway,2018,29.7 [27.6 - 31.9],29.7171605,27.5709409,31.86338
Ireland,2001,17.9 [16.7 - 19.2],17.9461981,16.724944,19.1674522
Luxembourg,2004,11.4 [10.6 - 12.1],11.3712064,10.6086588,12.1337541
Sweden,2010,15.5 [14.6 - 16.3],15.4662917,14.6281124,16.3044711
Luxembourg,2016,15.5 [13.7 - 17.3],15.5341584,13.7216388,17.3466781
Tajikistan,2000,92.4 [89.8 - 95.0],92.3923399,89.8326951,94.9519848
North Macedonia,2015,57.9 [54.1 - 61.7],57.9181983,54.1246098,61.7117868
Czechia,2018,32.1 [30.3 - 33.9],32.1226442,30.3327004,33.912588
Kazakhstan,2009,77.5 [73.5 - 81.5],77.4964824,73.4828167,81.5101481
Russian Federation,2008,38.7 [36.8 - 40.7],38.7207574,36.764551,40.6769639
Netherlands (Kingdom of the),2012,22.2 [21.0 - 23.3],22.1501593,21.0152342,23.2850844
Portugal,2019,21.9 [20.8 - 23.0],21.9230079,20.8178087,23.0282072
Slovakia,2014,27.2 [25.8 - 28.5],27.1729224,25.7988476,28.5469972
Germany,2014,28.0 [26.6 - 29.4],27.984392,26.5538069,29.4149771
Luxembourg,2003,17.1 [16.0 - 18.1],17.0548265,16.0018146,18.1078384
Luxembourg,2015,11.1 [9.8 - 12.3],11.0762422,9.8327388,12.3197456
Armenia,2008,40.9 [38.1 - 43.7],40.8697561,38.060866,43.6786463
North Macedonia,2007,44.9 [41.4 - 48.4],44.924938,41.4046106,48.4452653
Luxembourg,2014,20.2 [18.1 - 22.4],20.226571,18.0564812,22.3966608
Ireland,2018,16.5 [15.1 - 17.9],16.4900457,15.0991096,17.8809818
Albania,2014,37.9 [35.7 - 40.1],37.8781162,35.7021744,40.054058
Malta,2007,33.0 [31.2 - 34.8],33.0046805,31.2273568,34.7820042
Germany,2004,13.9 [13.1 - 14.7],13.9330422,13.136028,14.7300565
Cyprus,2014,23.4 [21.7 - 25.1],23.4004412,21.6848936,25.1159887
North Macedonia,2001,55.0 [51.3 - 58.6],54.9911199,51.3482134,58.6340263
Turkmenistan,2001,90.6 [87.8 - 93.4],90.5879519,87.7735076,93.4023962
Andorra,2014,22.2 [20.8 - 23.6],22.2002397,20.8399351,23.5605443
Croatia,2016,21.8 [20.6 - 22.9],21.7580287,20.5949933,22.921064
Cyprus,2014,43.2 [40.5 - 45.8],43.1561576,40.469253,45.8430623
Finland,2006,20.7 [19.7 - 21.8],20.7493562,19.6803795,21.8183328
Malta,2018,21.2 [20.1 - 22.3],21.2165205,20.0915868,22.3414542
Republic of Moldova,2017,21.6 [19.9 - 23.4],21.6275334,19.8697909,23.3852759
Norway,2015,16.2 [15.1 - 17.3],16.1890273,15.1124907,17.2655639
Slovenia,2001,35.8 [34.0 - 37.7],35.8334542,34.0082434,37.6586649
Andorra,2016,20.9 [19.6 - 22.2],20.8756967,19.5892724,22.162121
Belgium,2006,22.3 [21.2 - 23.5],22.3440932,21.2307748,23.4574115
Austria,2007,20.5 [19.5 - 21.6],20.5468056,19.4794075,21.6142036
Spain,2001,13.9 [13.0 - 14.7],13.8565965,12.9959548,14.7172381
Turkmenistan,2018,83.3 [79.3 - 87.3],83.2564029,79.2595327,87.2532731
Andorra,2015,16.8 [15.7 - 17.9],16.7864157,15.7124312,17.8604003
San Marino,2016,No data,,,
Iceland,2010,30.1 [28.5 - 31.7],30.0903271,28.5216443,31.6590099
Croatia,2000,20.9 [19.7 - 22.2],20.9361178,19.7104029,22.1618326
Russian Federation,2008,48.7 [46.4 - 51.1],48.7452079,46.440354,51.0500617
Israel,2019,29.1 [26.8 - 31.4],29.1026908,26.8428988,31.3624827
Estonia,2004,30.4 [28.3 - 32.4],30.3613251,28.3471048,32.3755455
Spain,2009,28.7 [27.3 - 30.1],28.7276216,27.3120191,30.1432242
Albania,2006,49.4 [47.2 - 51.6],49.3872373,47.2023453,51.5721293
Russian Federation,2019,52.5 [50.0 - 54.9],52.4602953,49.9789175,54.941673
Turkmenistan,2009,85.6 [82.1 - 89.2],85.646521,82.0853248,89.2077172
Azerbaijan,2006,86.0 [82.3 - 89.6],85.9569773,82.3470204,89.5669341
Armenia,2012,50.6 [47.2 - 53.9],50.5570711,47.1785901,53.935552
Poland,2014,34.7 [33.0 - 36.4],34.6617676,32.9673432,36.3561921
Republic of Moldova,2010,22.4 [20.6 - 24.2],22.4284888,20.6170291,24.2399485
United Kingdom of Great Britain and Northern Ireland,2018,21.7 [20.6 - 22.8],21.6749873,20.558898,22.7910767
Bosnia and Herzegovina,2014,45.8 [42.2 - 49.5],45.8167053,42.1796053,49.4538053
Kyrgyzstan,2003,70.0 [65.9 - 74.0],69.9577969,65.9252251,73.9903688
Denmark,2011,14.7 [13.9 - 15.4],14.6576212,13.8682917,15.4469506
Belarus,2003,38.6 [36.0 - 41.2],38.5846959,35.9903676,41.1790241
Finland,2013,21.5 [20.4 - 22.6],21.4601316,20.3554421,22.5648212
Netherlands (Kingdom of the),2001,28.6 [27.2 - 30.0],28.5621989,27.1656273,29.9587704
Andorra,2014,17.7 [16.6 - 18.9],17.7230548,16.5894109,18.8566987
Finland,2017,14.6 [13.8 - 15.4],14.5725714,13.752336,15.3928068
Ireland,2017,16.8 [15.5 - 18.1],16.7598674,15.4648949,18.0548399
Portugal,2004,21.1 [19.8 - 22.4],21.0638203,19.7759098,22.3517307
Ukraine,2008,22.0 [20.2 - 23.8],21.9812371,20.1903965,23.7720776
France,2011,14.9 [14.1 - 15.7],14.9350696,14.1218588,15.7482803
Cyprus,2016,42.2 [39.6 - 44.8],42.1819658,39.5925622,44.7713694
Georgia,2000,37.0 [34.5 - 39.5],37.0009318,34.4657328,39.5361307
Kyrgyzstan,2002,77.7 [74.0 - 81.4],77.6893524,73.9814163,81.3972885
Poland,2018,26.6 [25.2 - 27.9],26.5840745,25.2327361,27.9354128
Hungary,2000,19.6 [18.4 - 20.7],19.5854782,18.4360333,20.734923
United Kingdom of Great Britain and Northern Ireland,2009,22.2 [21.1 - 23.3],22.1763461,21.067954,23.2847382
France,2008,29.2 [27.8 - 30.7],29.2477212,27.7613341,30.7341083
France,2005,29.1 [27.6 - 30.7],29.1137644,27.5746448,30.652884
Czechia,2013,32.9 [31.2 - 34.6],32.9251348,31.2221324,34.6281373
Turkmenistan,2015,89.5 [86.1 - 92.9],89.4881371,86.0739927,92.9022814
Germany,2011,21.2 [20.1 - 22.3],21.2045029,20.1149801,22.2940257
Slovakia,2020,35.1 [33.4 - 36.9],35.145191,33.4063729,36.8840091
Bulgaria,2015,44.2 [41.9 - 46.6],44.218257,41.8711509,46.5653631
Finland,2003,21.8 [20.7 - 23.0],21.8319962,20.6637856,23.0002067
Poland,2000,21.3 [20.0 - 22.6],21.3224209,20.0463829,22.5984589
Austria,2002,13.8 [13.0 - 14.5],13.7640965,12.9965882,14.5316048
Spain,2001,28.0 [26.4 - 29.7],28.029137,26.3904141,29.66786
Russian Federation,2004,51.3 [48.8 - 53.9],51.3416951,48.8168479,53.8665424
Tajikistan,2005,88.4 [85.3 - 91.6],88.406275,85.2594534,91.5530967
Germany,2007,28.5 [27.0 - 29.9],28.4822218,27.0291871,29.9352565
Lithuania,2020,17.2 [15.9 - 18.5],17.2031395,15.9332456,18.4730334
Ireland,2000,12.5 [11.7 - 13.4],12.542912,11.66542,13.420404
Austria,2000,13.3 [12.5 - 14.1],13.2888629,12.4931138,14.0846121
Bosnia and Herzegovina,2013,45.8 [42.1 - 49.4],45.7921924,42.1479601,49.4364248
Spain,2006,13.2 [12.5 - 13.9],13.2081547,12.4723819,13.9439276
Spain,2000,21.6 [20.3 - 22.9],21.5709481,20.2757892,22.866107
Bulgaria,2012,44.2 [41.8 - 46.6],44.2178488,41.8247834,46.6109142
Hungary,2004,18.6 [17.6 - 19.7],18.6352434,17.5658137,19.7046732
Spain,2019,14.0 [13.3 - 14.8],14.0263731,13.2910187,14.7617274
Türkiye,2010,85.9 [83.8 - 88.1],85.9118212,83.7670507,88.0565916
Germany,2017,27.5 [26.0 - 29.0],27.4854122,25.9909914,28.9798329
Croatia,2006,39.7 [37.7 - 41.7],39.729642,37.7304697,41.7288142
Spain,2012,23.3 [22.1 - 24.5],23.2962023,22.1132321,24.4791726
Romania,2003,25.1 [22.3 - 28.0],25.1227417,22.2950668,27.9504165
Cyprus,2006,38.5 [36.1 - 40.8],38.4584017,36.1465981,40.7702053
Iceland,2002,31.2 [29.6 - 32.9],31.2363794,29.5887184,32.8840403
Spain,2016,28.2 [26.9 - 29.6],28.2439048,26.8909151,29.5968944
Switzerland,2007,19.8 [18.8 - 20.9],19.8436088,18.7904136,20.896804
Hungary,2009,19.3 [18.3 - 20.4],19.3488173,18.2976566,20.3999779
Latvia,2015,25.7 [24.0 - 27.4],25.7261358,24.0061309,27.4461408
Greece,2002,25.9 [24.5 - 27.4],25.9197417,24.4558417,27.3836418
Belarus,2004,21.8 [20.0 - 23.6],21.7913314,20.0043552,23.5783075
Finland,2011,27.4 [26.0 - 28.7],27.3571867,25.9805613,28.7338122
Belarus,2018,22.0 [20.2 - 23.8],21.9702401,20.1573317,23.7831484
Belgium,2007,14.9 [14.1 - 15.7],14.8729399,14.0879922,15.6578876
Ireland,2014,23.9 [22.6 - 25.2],23.9162236,22.6457456,25.1867017
Israel,2007,41.0 [38.3 - 43.8],41.0244513,38.2707595,43.7781431
Armenia,2006,60.4 [56.4 - 64.3],60.3687314,56.4053727,64.33209
Cyprus,2017,32.0 [29.9 - 34.1],32.0140521,29.9275749,34.1005293
Norway,2003,24.8 [23.6 - 26.1],24.8450372,23.5584206,26.1316537
Czechia,2014,17.4 [16.4 - 18.4],17.3961005,16.4160322,18.3761689
Norway,2002,25.0 [23.7 - 26.3],25.0490354,23.7484486,26.3496222
Finland,2005,21.1 [20.0 - 22.2],21.0668412,19.9708684,22.162814
France,2010,15.0 [14.2 - 15.8],15.0134328,14.1939362,15.8329293
Slovenia,2013,20.2 [19.2 - 21.3],20.2190986,19.1586386,21.2795585
Croatia,2000,30.2 [28.6 - 31.9],30.2298669,28.5523082,31.9074257
Ukraine,2019,23.9 [22.0 - 25.8],23.9167357,22.0114688,25.8220026
Poland,2020,34.1 [32.4 - 35.8],34.0993742,32.3807573,35.8179912
Netherlands (Kingdom of the),2017,22.7 [21.4 - 24.0],22.7136559,21.4306919,23.9966198
Malta,2009,17.1 [16.1 - 18.1],17.0970908,16.0746991,18.1194824
Israel,2015,40.2 [37.4 - 42.9],40.184212,37.4195433,42.9488806
Sweden,2000,32.0 [30.4 - 33.6],31.970207,30.3695722,33.5708418
Slovenia,2009,28.2 [26.8 - 29.6],28.2146254,26.8155361,29.6137147
Ireland,2004,23.1 [21.7 - 24.5],23.1004613,21.740757,24.4601657
Finland,2014,14.5 [13.7 - 15.3],14.4569791,13.6629722,15.2509861
Greece,2003,33.2 [31.4 - 35.0],33.1849572,31.3977161,34.9721982
Austria,2013,26.8 [25.4 - 28.2],26.8381021,25.4458441,28.2303601
Croatia,2005,31.6 [29.9 - 33.2],31.5752977,29.9100281,33.2405672
Luxembourg,2009,21.0 [19.2 - 22.8],21.0199546,19.1963524,22.8435567
North Macedonia,2005,66.3 [62.4 - 70.2],66.3326113,62.4319666,70.2332559
Spain,2003,28.6 [27.0 - 30.1],28.5764747,27.025519,30.1274304
Denmark,2016,15.1 [14.2 - 16.0],15.0877525,14.218583,15.9569219
Greece,2006,32.6 [30.9 - 34.2],32.5699141,30.9346799,34.2051481999999
Bulgaria,2002,35.8 [33.6 - 37.9],35.762655,33.5843563,37.9409538
United Kingdom of Great Britain and Northern Ireland,2010,14.8 [14.0 - 15.6],14.8366491,14.0466999,15.6265982
Greece,2001,17.2 [16.1 - 18.3],17.1951253,16.1230239,18.2672267
Azerbaijan,2010,85.3 [81.2 - 89.4],85.3197016,81.2327372,89.406666
North Macedonia,2015,46.3 [42.6 - 49.9],46.2518582,42.6273703,49.876346
United Kingdom of Great Britain and Northern Ireland,2016,14.9 [14.1 - 15.7],14.903323,14.0999188,15.7067272
Andorra,2001,19.4 [18.1 - 20.6],19.3568015,18.1039654,20.6096376
Latvia,2008,31.6 [29.5 - 33.7],31.5939862,29.5192917,33.6686808
Sweden,2006,23.3 [22.2 - 24.5],23.3427116,22.1705513,24.514872
Lithuania,2003,17.8 [16.5 - 19.2],17.8387105,16.5055241,19.1718968
Azerbaijan,2008,79.2 [74.6 - 83.7],79.1606282,74.6075278,83.7137287
North Macedonia,2012,69.0 [65.1 - 73.0],69.0289964,65.0934761,72.9645166
Switzerland,2017,13.5 [12.6 - 14.5],13.5385444,12.5983902,14.4786987
Sweden,2016,29.9 [28.4 - 31.5],29.9161974,28.3691704,31.4632245
Malta,2006,24.6 [23.2 - 26.0],24.5721937,23.1596619,25.9847256
